user_loc,fr_loc,scaled_sci,region
BO,CY,408,Americas
BO,CZ,271,Americas
BO,DE,962,Americas
BO,DJ,414,Americas
BO,DK,374,Americas
BO,DO,6054,Americas
BO,DZ,1659,Americas
BO,EC,13729,Americas
BO,EE,172,Americas
BO,EG,555,Americas
BO,ES,18104,Americas
BO,ET,230,Americas
BO,FI,312,Americas
BO,FJ,205,Americas
BO,FM,142,Americas
BO,FR,677,Americas
BO,GA,659,Americas
BO,GB,670,Americas
BO,GD,633,Americas
BO,GE,258,Americas
BO,GF,2599,Americas
BO,GH,716,Americas
BO,GM,1049,Americas
BO,GN,480,Americas
BO,GP,486,Americas
BO,GQ,2935,Americas
BO,GR,320,Americas
BO,GT,14038,Americas
BO,GU,274,Americas
BO,GW,758,Americas
BO,GY,1626,Americas
BO,HK,236,Americas
BO,HN,11375,Americas
BO,HR,483,Americas
BO,HT,2310,Americas
BO,HU,247,Americas
BO,ID,254,Americas
BO,IE,1519,Americas
BO,IM,152,Americas
BO,IN,191,Americas
BO,IS,415,Americas
BO,IT,1577,Americas
BO,JE,206,Americas
BO,JM,766,Americas
BO,JO,358,Americas
BO,JP,1017,Americas
BO,KE,373,Americas
BO,KG,109,Americas
BO,KH,219,Americas
BO,KI,253,Americas
BO,KM,229,Americas
BO,KR,430,Americas
BO,KW,388,Americas
BO,KY,1464,Americas
BO,KZ,178,Americas
BO,LA,221,Americas
BO,LB,542,Americas
BO,LC,500,Americas
BO,LK,337,Americas
BO,LR,747,Americas
BO,LS,216,Americas
BO,LT,196,Americas
BO,LU,1407,Americas
BO,LV,204,Americas
BO,LY,335,Americas
BO,MA,4062,Americas
BO,MD,174,Americas
BO,ME,548,Americas
BO,MG,571,Americas
BO,MK,296,Americas
BO,ML,567,Americas
BO,MM,167,Americas
BO,MN,220,Americas
BO,MO,191,Americas
BO,MQ,402,Americas
BO,MR,613,Americas
BO,MT,611,Americas
BO,MU,331,Americas
BO,MV,421,Americas
BO,MW,202,Americas
BO,MX,8180,Americas
BO,MY,243,Americas
BO,MZ,1003,Americas
BO,,306,Americas
BO,NC,220,Americas
BO,NE,511,Americas
BO,NG,408,Americas
BO,NI,12661,Americas
BO,NL,606,Americas
BO,NO,559,Americas
BO,NP,212,Americas
BO,NZ,356,Americas
BO,OM,429,Americas
BO,PA,7780,Americas
BO,PE,29132,Americas
BO,PF,345,Americas
BO,PG,296,Americas
BO,PH,857,Americas
BO,PK,549,Americas
BO,PL,229,Americas
BO,PR,2131,Americas
BO,PT,883,Americas
BO,PY,31379,Americas
BO,QA,573,Americas
BO,RE,181,Americas
BO,RO,374,Americas
BO,RS,363,Americas
BO,RW,410,Americas
BO,SA,409,Americas
BO,SB,353,Americas
BO,SC,310,Americas
BO,SE,1482,Americas
BO,SG,234,Americas
BO,SI,306,Americas
BO,SK,234,Americas
BO,SL,896,Americas
BO,SN,701,Americas
BO,SR,1146,Americas
BO,ST,1509,Americas
BO,SV,9801,Americas
BO,SZ,243,Americas
BO,TD,338,Americas
BO,TG,879,Americas
BO,TH,135,Americas
BO,TJ,247,Americas
BO,TL,625,Americas
BO,TN,1356,Americas
BO,TO,256,Americas
BO,TR,247,Americas
BO,TT,1255,Americas
BO,TW,204,Americas
BO,TZ,343,Americas
BO,UA,231,Americas
BO,UG,506,Americas
BO,US,1617,Americas
BO,UY,6659,Americas
BO,UZ,163,Americas
BO,VC,758,Americas
BO,VN,208,Americas
BO,VU,332,Americas
BO,WS,187,Americas
BO,XK,232,Americas
BO,YT,344,Americas
BO,ZA,224,Americas
BO,ZM,375,Americas
BO,ZW,175,Americas
BR,AE,1050,Americas
BR,AG,712,Americas
BR,AL,551,Americas
BR,AM,175,Americas
BR,AO,12386,Americas
BR,AR,3259,Americas
BR,AT,959,Americas
BR,AU,1749,Americas
BR,AW,2033,Americas
BR,AZ,264,Americas
BR,BA,286,Americas
BR,BB,586,Americas
BR,BD,300,Americas
BR,BE,1808,Americas
BR,BF,670,Americas
BR,BG,397,Americas
BR,BH,683,Americas
BR,BI,459,Americas
BR,BJ,2979,Americas
BR,BN,230,Americas
BR,BO,6442,Americas
BR,BR,610340,Americas
BR,BS,1148,Americas
BR,BT,149,Americas
BR,BW,342,Americas
BR,BY,441,Americas
BR,BZ,1276,Americas
BR,CA,1378,Americas
BR,CD,902,Americas
BR,CF,842,Americas
BR,CG,1400,Americas
BR,CH,3989,Americas
BR,CI,1555,Americas
BR,CL,2247,Americas
BR,CM,1287,Americas
BR,CO,2689,Americas
BR,CR,1994,Americas
BR,CV,14671,Americas
BR,CW,1368,Americas
BR,CY,747,Americas
BR,CZ,360,Americas
BR,DE,1222,Americas
BR,DJ,459,Americas
BR,DK,677,Americas
BR,DO,4648,Americas
BR,DZ,982,Americas
BR,EC,2061,Americas
BR,EE,513,Americas
BR,EG,832,Americas
BR,ES,2739,Americas
BR,ET,258,Americas
BR,FI,530,Americas
BR,FJ,328,Americas
BR,FM,133,Americas
BR,FR,1152,Americas
BR,GA,1275,Americas
BR,GB,1540,Americas
BR,GD,761,Americas
BR,GE,221,Americas
BR,GF,36664,Americas
BR,GH,1715,Americas
BR,GM,3714,Americas
BR,GN,859,Americas
BR,GP,1919,Americas
BR,GQ,2013,Americas
BR,GR,654,Americas
BR,GT,1304,Americas
BR,GU,289,Americas
BR,GW,13954,Americas
BR,GY,4871,Americas
BR,HK,277,Americas
BR,HN,1628,Americas
BR,HR,474,Americas
BR,HT,12179,Americas
BR,HU,408,Americas
BR,ID,201,Americas
BR,IE,7857,Americas
BR,IM,582,Americas
BR,IN,221,Americas
BR,IS,778,Americas
BR,IT,2131,Americas
BR,JE,1786,Americas
BR,JM,1381,Americas
BR,JO,437,Americas
BR,JP,1641,Americas
BR,KE,653,Americas
BR,KG,108,Americas
BR,KH,289,Americas
BR,KI,364,Americas
BR,KM,321,Americas
BR,KR,262,Americas
BR,KW,592,Americas
