user_loc,fr_loc,scaled_sci,region
FM,FM,584673303,Oceania
FM,FR,146,Oceania
FM,GA,1243,Oceania
FM,GB,455,Oceania
FM,GD,9733,Oceania
FM,GE,90,Oceania
FM,GF,35284,Oceania
FM,GH,947,Oceania
FM,GM,1736,Oceania
FM,GN,341,Oceania
FM,GP,550,Oceania
FM,GQ,408,Oceania
FM,GR,164,Oceania
FM,GT,309,Oceania
FM,GU,31805085,Oceania
FM,GW,468,Oceania
FM,GY,155479,Oceania
FM,HK,1962,Oceania
FM,HN,309,Oceania
FM,HR,193,Oceania
FM,HT,1410,Oceania
FM,HU,98,Oceania
FM,ID,808,Oceania
FM,IE,568,Oceania
FM,IM,1030,Oceania
FM,IN,410,Oceania
FM,IS,505,Oceania
FM,IT,388,Oceania
FM,JE,618,Oceania
FM,JM,6116,Oceania
FM,JO,219,Oceania
FM,JP,3198,Oceania
FM,KE,875,Oceania
FM,KG,133,Oceania
FM,KH,289,Oceania
FM,KI,536651,Oceania
FM,KM,404,Oceania
FM,KR,1504,Oceania
FM,KW,3661,Oceania
FM,KY,20287,Oceania
FM,KZ,150,Oceania
FM,LA,212,Oceania
FM,LB,294,Oceania
FM,LC,6805,Oceania
FM,LK,1854,Oceania
FM,LR,1728,Oceania
FM,LS,225,Oceania
FM,LT,152,Oceania
FM,LU,233,Oceania
FM,LV,113,Oceania
FM,LY,132,Oceania
FM,MA,885,Oceania
FM,MD,143,Oceania
FM,ME,365,Oceania
FM,MG,307,Oceania
FM,MK,103,Oceania
FM,ML,325,Oceania
FM,MM,533,Oceania
FM,MN,253,Oceania
FM,MO,3624,Oceania
FM,MQ,1078,Oceania
FM,MR,427,Oceania
FM,MT,1319,Oceania
FM,MU,2608,Oceania
FM,MV,1590,Oceania
FM,MW,549,Oceania
FM,MX,178,Oceania
FM,MY,392,Oceania
FM,MZ,485,Oceania
FM,,562,Oceania
FM,NC,4633,Oceania
FM,NE,355,Oceania
FM,NG,3589,Oceania
FM,NI,305,Oceania
FM,NL,374,Oceania
FM,NO,366,Oceania
FM,NP,705,Oceania
FM,NZ,11364,Oceania
FM,OM,1477,Oceania
FM,PA,357,Oceania
FM,PE,145,Oceania
FM,PF,7964,Oceania
FM,PG,29548,Oceania
FM,PH,11142,Oceania
FM,PK,823,Oceania
FM,PL,75,Oceania
FM,PR,813,Oceania
FM,PT,126,Oceania
FM,PY,199,Oceania
FM,QA,4011,Oceania
FM,RE,477,Oceania
FM,RO,139,Oceania
FM,RS,113,Oceania
FM,RW,518,Oceania
FM,SA,1952,Oceania
FM,SB,106184,Oceania
FM,SC,2570,Oceania
FM,SE,188,Oceania
FM,SG,2515,Oceania
FM,SI,146,Oceania
FM,SK,70,Oceania
FM,SL,1494,Oceania
FM,SN,360,Oceania
FM,SR,602079,Oceania
FM,ST,536,Oceania
FM,SV,462,Oceania
FM,SZ,423,Oceania
FM,TD,250,Oceania
FM,TG,823,Oceania
FM,TH,227,Oceania
FM,TJ,186,Oceania
FM,TL,2355,Oceania
FM,TN,767,Oceania
FM,TO,359872,Oceania
FM,TR,185,Oceania
FM,TT,20158,Oceania
FM,TW,1185,Oceania
FM,TZ,666,Oceania
FM,UA,104,Oceania
FM,UG,969,Oceania
FM,US,84128,Oceania
FM,UY,120,Oceania
FM,UZ,94,Oceania
FM,VC,5199,Oceania
FM,VN,499,Oceania
FM,VU,79608,Oceania
FM,WS,354052,Oceania
FM,XK,171,Oceania
FM,YT,533,Oceania
FM,ZA,244,Oceania
FM,ZM,818,Oceania
FM,ZW,302,Oceania
GU,AE,19749,Oceania
GU,AG,3868,Oceania
GU,AL,310,Oceania
GU,AM,259,Oceania
GU,AO,397,Oceania
GU,AR,283,Oceania
GU,AT,1275,Oceania
GU,AU,7620,Oceania
GU,AW,7233,Oceania
GU,AZ,199,Oceania
GU,BA,435,Oceania
GU,BB,3214,Oceania
GU,BD,852,Oceania
GU,BE,1388,Oceania
GU,BF,284,Oceania
GU,BG,553,Oceania
GU,BH,23380,Oceania
GU,BI,251,Oceania
GU,BJ,1394,Oceania
GU,BN,12152,Oceania
GU,BO,274,Oceania
GU,BR,289,Oceania
GU,BS,9240,Oceania
GU,BT,1394,Oceania
GU,BW,755,Oceania
GU,BY,412,Oceania
GU,BZ,20587,Oceania
GU,CA,10698,Oceania
GU,CD,473,Oceania
GU,CF,363,Oceania
GU,CG,585,Oceania
GU,CH,2027,Oceania
GU,CI,508,Oceania
GU,CL,349,Oceania
GU,CM,586,Oceania
GU,CO,323,Oceania
GU,CR,993,Oceania
GU,CV,641,Oceania
GU,CW,3165,Oceania
GU,CY,3124,Oceania
GU,CZ,434,Oceania
GU,DE,3206,Oceania
GU,DJ,7777,Oceania
GU,DK,1161,Oceania
GU,DO,1468,Oceania
GU,DZ,373,Oceania
GU,EC,314,Oceania
GU,EE,671,Oceania
GU,EG,299,Oceania
GU,ES,1570,Oceania
GU,ET,372,Oceania
GU,FI,1034,Oceania
GU,FJ,27294,Oceania
GU,FM,31805085,Oceania
GU,FR,760,Oceania
GU,GA,752,Oceania
GU,GB,3027,Oceania
GU,GD,19511,Oceania
GU,GE,339,Oceania
GU,GF,4210,Oceania
GU,GH,1582,Oceania
GU,GM,2147,Oceania
GU,GN,538,Oceania
GU,GP,525,Oceania
GU,GQ,1273,Oceania
GU,GR,1431,Oceania
GU,GT,304,Oceania
GU,GU,135887011,Oceania
GU,GW,389,Oceania
GU,GY,20473,Oceania
GU,HK,13002,Oceania
GU,HN,688,Oceania
GU,HR,760,Oceania
GU,HT,1764,Oceania
GU,HU,398,Oceania
GU,ID,359,Oceania
GU,IE,3080,Oceania
GU,IM,5911,Oceania
GU,IN,240,Oceania
GU,IS,3716,Oceania
GU,IT,2759,Oceania
GU,JE,2254,Oceania
GU,JM,13864,Oceania
GU,JO,1479,Oceania
GU,JP,19891,Oceania
GU,KE,633,Oceania
GU,KG,496,Oceania
GU,KH,566,Oceania
GU,KI,37103,Oceania
GU,KM,155,Oceania
GU,KR,13550,Oceania
GU,KW,12278,Oceania
GU,KY,29782,Oceania
GU,KZ,271,Oceania
GU,LA,469,Oceania
GU,LB,1070,Oceania
GU,LC,4178,Oceania
GU,LK,908,Oceania
GU,LR,1092,Oceania
GU,LS,152,Oceania
GU,LT,301,Oceania
GU,LU,1771,Oceania
GU,LV,364,Oceania
GU,LY,252,Oceania
GU,MA,923,Oceania
GU,MD,236,Oceania
GU,ME,533,Oceania
GU,MG,312,Oceania
GU,MK,476,Oceania
GU,ML,397,Oceania
GU,MM,207,Oceania
GU,MN,750,Oceania
GU,MO,29575,Oceania
GU,MQ,486,Oceania
GU,MR,393,Oceania
GU,MT,6689,Oceania
GU,MU,1493,Oceania
GU,MV,3793,Oceania
GU,MW,346,Oceania
GU,MX,460,Oceania
GU,MY,1418,Oceania
GU,MZ,429,Oceania
GU,,636,Oceania
GU,NC,5216,Oceania
GU,NE,409,Oceania
GU,NG,1741,Oceania
GU,NI,379,Oceania
GU,NL,1285,Oceania
GU,NO,2112,Oceania
GU,NP,344,Oceania
GU,NZ,16747,Oceania
GU,OM,5452,Oceania
GU,PA,1096,Oceania
GU,PE,348,Oceania
GU,PF,16735,Oceania
GU,PG,6179,Oceania
GU,PH,70302,Oceania
GU,PK,512,Oceania
GU,PL,289,Oceania
GU,PR,15173,Oceania
GU,PT,711,Oceania
GU,PY,296,Oceania
GU,QA,23128,Oceania
GU,RE,306,Oceania
GU,RO,419,Oceania
GU,RS,501,Oceania
GU,RW,413,Oceania
GU,SA,8019,Oceania
GU,SB,9813,Oceania
GU,SC,10347,Oceania
GU,SE,1191,Oceania
GU,SG,15738,Oceania
GU,SI,623,Oceania
GU,SK,306,Oceania
GU,SL,983,Oceania
GU,SN,1298,Oceania
GU,SR,111825,Oceania
GU,ST,589,Oceania
GU,SV,546,Oceania
GU,SZ,336,Oceania
GU,TD,353,Oceania
GU,TG,862,Oceania
GU,TH,954,Oceania
GU,TJ,215,Oceania
GU,TL,1144,Oceania
GU,TN,885,Oceania
GU,TO,148541,Oceania
GU,TR,272,Oceania
GU,TT,5233,Oceania
GU,TW,5721,Oceania
GU,TZ,517,Oceania
GU,UA,274,Oceania
GU,UG,861,Oceania
GU,US,75896,Oceania
GU,UY,404,Oceania
GU,UZ,358,Oceania
GU,VC,5730,Oceania
GU,VN,492,Oceania
GU,VU,8458,Oceania
GU,WS,114305,Oceania
GU,XK,659,Oceania
GU,YT,420,Oceania
GU,ZA,318,Oceania
GU,ZM,518,Oceania
GU,ZW,311,Oceania
KI,AE,1935,Oceania
KI,AG,1833,Oceania
KI,AL,172,Oceania
KI,AM,116,Oceania
KI,AO,2649,Oceania
KI,AR,244,Oceania
KI,AT,214,Oceania
KI,AU,42671,Oceania
KI,AW,490,Oceania
KI,AZ,147,Oceania
KI,BA,167,Oceania
KI,BB,1730,Oceania
KI,BD,2069,Oceania
KI,BE,124,Oceania
KI,BF,947,Oceania
KI,BG,172,Oceania
KI,BH,1008,Oceania
KI,BI,1319,Oceania
KI,BJ,18249,Oceania
KI,BN,689,Oceania
KI,BO,253,Oceania
