user_loc,fr_loc,scaled_sci
BH,TW,1657
BH,UZ,1239
BH,VN,613
BN,AE,33017
BN,AM,192
BN,AZ,709
BN,BD,55514
BN,BH,44477
BN,BN,73641537
BN,BT,2055
BN,GE,256
BN,HK,27795
BN,ID,32090
BN,IN,3646
BN,JO,1667
BN,JP,3351
BN,KG,348
BN,KH,2049
BN,KR,3119
BN,KW,32834
BN,KZ,525
BN,LA,2635
BN,LB,3541
BN,LK,3661
BN,MM,2608
BN,MN,585
BN,MO,23814
BN,MV,47950
BN,MY,193358
BN,NP,17108
BN,OM,43005
BN,PH,33425
BN,PK,5109
BN,QA,45872
BN,SA,30182
BN,SG,93174
BN,TH,4068
BN,TJ,417
BN,TR,547
BN,TW,10562
BN,UZ,379
BN,VN,1243
BT,AE,16748
BT,AM,602
BT,AZ,169
BT,BD,4895
BT,BH,31786
BT,BN,2055
BT,BT,98255702
BT,GE,285
BT,HK,2789
BT,ID,480
BT,IN,8470
BT,JO,236
BT,JP,3645
BT,KG,541
BT,KH,1123
BT,KR,1732
BT,KW,75771
BT,KZ,289
BT,LA,1050
BT,LB,278
BT,LK,4191
BT,MM,1129
BT,MN,3000
BT,MO,9001
BT,MV,33846
BT,MY,3046
BT,NP,47421
BT,OM,5440
BT,PH,2087
BT,PK,919
BT,QA,33669
BT,SA,2276
BT,SG,7058
BT,TH,2232
BT,TJ,948
BT,TR,312
BT,TW,1985
BT,UZ,328
BT,VN,659
GE,AE,2998
GE,AM,73449
GE,AZ,57903
GE,BD,302
GE,BH,1731
GE,BN,256
GE,BT,285
GE,GE,13567885
GE,HK,322
GE,ID,202
GE,IN,350
GE,JO,2258
GE,JP,394
GE,KG,4297
GE,KH,194
GE,KR,406
GE,KW,1549
GE,KZ,7995
GE,LA,112
GE,LB,2539
GE,LK,688
GE,MM,129
GE,MN,645
GE,MO,228
GE,MV,1117
GE,MY,219
GE,NP,217
GE,OM,1335
GE,PH,325
GE,PK,658
GE,QA,2421
GE,SA,737
GE,SG,436
GE,TH,190
GE,TJ,6568
GE,TR,10694
GE,TW,137
GE,UZ,5098
GE,VN,95
HK,AE,11489
HK,AM,310
HK,AZ,358
HK,BD,800
HK,BH,9688
HK,BN,27795
HK,BT,2789
HK,GE,322
HK,HK,2987191
HK,ID,13506
HK,IN,600
HK,JO,898
HK,JP,10246
HK,KG,379
HK,KH,1511
HK,KR,7227
HK,KW,13065
HK,KZ,438
HK,LA,1456
HK,LB,1762
HK,LK,2004
HK,MM,2665
HK,MN,972
HK,MO,384477
HK,MV,3685
HK,MY,18121
HK,NP,8573
HK,OM,5299
HK,PH,29552
HK,PK,2242
HK,QA,12785
HK,SA,6344
HK,SG,60545
HK,TH,2708
HK,TJ,427
HK,TR,475
HK,TW,53109
HK,UZ,292
HK,VN,1179
ID,AE,4581
ID,AM,82
ID,AZ,308
ID,BD,1356
ID,BH,3662
ID,BN,32090
ID,BT,480
ID,GE,202
ID,HK,13506
ID,ID,442205
ID,IN,501
ID,JO,411
ID,JP,1933
ID,KG,172
ID,KH,1350
ID,KR,1628
ID,KW,1503
ID,KZ,158
ID,LA,750
ID,LB,560
ID,LK,824
ID,MM,511
ID,MN,184
ID,MO,6093
ID,MV,3913
ID,MY,22449
ID,NP,468
ID,OM,2236
ID,PH,945
ID,PK,2299
ID,QA,2773
ID,SA,5071
ID,SG,14663
ID,TH,588
ID,TJ,495
ID,TR,440
ID,TW,7310
ID,UZ,264
ID,VN,437
IN,AE,36329
IN,AM,288
IN,AZ,228
IN,BD,6802
IN,BH,28915
IN,BN,3646
IN,BT,8470
IN,GE,350
IN,HK,600
IN,ID,501
IN,IN,142229
IN,JO,579
IN,JP,248
IN,KG,288
IN,KH,502
IN,KR,215
IN,KW,23810
IN,KZ,232
IN,LA,284
IN,LB,415
IN,LK,2734
IN,MM,500
IN,MN,206
IN,MO,829
IN,MV,9788
IN,MY,1830
IN,NP,13094
IN,OM,24910
IN,PH,1054
IN,PK,3922
IN,QA,29335
IN,SA,13234
IN,SG,7387
IN,TH,231
IN,TJ,434
IN,TR,208
IN,TW,130
IN,UZ,297
IN,VN,257
JO,AE,59018
JO,AM,2038
JO,AZ,803
JO,BD,2673
JO,BH,61855
JO,BN,1667
JO,BT,236
JO,GE,2258
JO,HK,898
JO,ID,411
JO,IN,579
JO,JO,6429348
JO,JP,290
JO,KG,1204
JO,KH,246
JO,KR,518
JO,KW,55730
JO,KZ,965
JO,LA,178
JO,LB,62405
JO,LK,6047
JO,MM,448
JO,MN,274
JO,MO,924
JO,MV,3348
JO,MY,1376
JO,NP,1782
JO,OM,25542
JO,PH,2906
JO,PK,2256
JO,QA,65067
JO,SA,48000
JO,SG,1033
JO,TH,300
JO,TJ,821
JO,TR,9544
JO,TW,252
JO,UZ,641
JO,VN,204
JP,AE,3520
JP,AM,267
JP,AZ,262
JP,BD,855
JP,BH,2459
JP,BN,3351
JP,BT,3645
JP,GE,394
JP,HK,10246
JP,ID,1933
JP,IN,248
JP,JO,290
JP,JP,605235
JP,KG,695
JP,KH,6590
JP,KR,8434
JP,KW,1972
JP,KZ,346
JP,LA,2861
JP,LB,349
JP,LK,11183
JP,MM,4046
JP,MN,13232
JP,MO,8758
JP,MV,3044
JP,MY,2566
JP,NP,15459
JP,OM,1245
JP,PH,6991
JP,PK,608
JP,QA,4034
JP,SA,1257
JP,SG,10292
JP,TH,3090
JP,TJ,514
JP,TR,426
JP,TW,8957
JP,UZ,1016
JP,VN,17507
KG,AE,5344
KG,AM,4071
KG,AZ,15115
KG,BD,532
KG,BH,1463
KG,BN,348
KG,BT,541
KG,GE,4297
KG,HK,379
KG,ID,172
KG,IN,288
KG,JO,1204
KG,JP,695
KG,KG,9275508
KG,KH,189
KG,KR,4559
KG,KW,1227
KG,KZ,130434
KG,LA,266
KG,LB,700
KG,LK,477
KG,MM,87
KG,MN,7828
KG,MO,375
KG,MV,2149
KG,MY,337
KG,NP,267
KG,OM,1332
KG,PH,230
KG,PK,3862
KG,QA,3042
KG,SA,1040
KG,SG,502
KG,TH,143
KG,TJ,93398
KG,TR,7768
KG,TW,187
KG,UZ,73007
KG,VN,235
KH,AE,1207
KH,AM,101
KH,AZ,251
KH,BD,1165
KH,BH,1162
KH,BN,2049
KH,BT,1123
KH,GE,194
KH,HK,1511
KH,ID,1350
KH,IN,502
KH,JO,246
KH,JP,6590
KH,KG,189
KH,KH,4620736
KH,KR,23210
KH,KW,869
KH,KZ,162
KH,LA,27666
KH,LB,687
KH,LK,1154
KH,MM,7035
KH,MN,296
KH,MO,4248
KH,MV,1583
KH,MY,7338
KH,NP,924
KH,OM,978
KH,PH,1241
KH,PK,1451
KH,QA,1075
KH,SA,898
KH,SG,4242
KH,TH,41207
KH,TJ,531
KH,TR,296
KH,TW,1936
KH,UZ,399
KH,VN,5980
KR,AE,3160
KR,AM,312
KR,AZ,425
KR,BD,1444
KR,BH,2660
KR,BN,3119
KR,BT,1732
KR,GE,406
KR,HK,7227
KR,ID,1628
KR,IN,215
KR,JO,518
KR,JP,8434
KR,KG,4559
KR,KH,23210
KR,KR,1758296
KR,KW,1911
KR,KZ,3599
KR,LA,5113
KR,LB,512
KR,LK,14911
KR,MM,4279
KR,MN,50716
KR,MO,7041
KR,MV,2287
KR,MY,3422
KR,NP,11842
KR,OM,1460
KR,PH,4125
KR,PK,941
KR,QA,3348
KR,SA,1257
KR,SG,8800
KR,TH,13850
KR,TJ,2132
KR,TR,441
KR,TW,5740
KR,UZ,12121
KR,VN,11846
KW,AE,139864
KW,AM,3468
KW,AZ,1023
KW,BD,81285
KW,BH,183999
KW,BN,32834
KW,BT,75771
KW,GE,1549
KW,HK,13065
KW,ID,1503
KW,IN,23810
KW,JO,55730
KW,JP,1972
KW,KG,1227
KW,KH,869
KW,KR,1911
KW,KW,2493409
KW,KZ,748
KW,LA,639
KW,LB,77270
KW,LK,101954
KW,MM,486
KW,MN,379
KW,MO,16339
KW,MV,74256
KW,MY,12353
KW,NP,49527
KW,OM,137840
KW,PH,66208
KW,PK,16205
KW,QA,197036
KW,SA,129373
KW,SG,23912
KW,TH,877
KW,TJ,1044
KW,TR,3931
KW,TW,1807
KW,UZ,999
KW,VN,662
KZ,AE,2306
KZ,AM,8515
KZ,AZ,19147
KZ,BD,393
KZ,BH,925
KZ,BN,525
KZ,BT,289
KZ,GE,7995
KZ,HK,438
KZ,ID,158
KZ,IN,232
KZ,JO,965
KZ,JP,346
KZ,KG,130434
KZ,KH,162
KZ,KR,3599
KZ,KW,748
KZ,KZ,2485548
KZ,LA,161
KZ,LB,1268
KZ,LK,461
KZ,MM,83
KZ,MN,60881
KZ,MO,382
KZ,MV,1767
KZ,MY,370
KZ,NP,164
KZ,OM,908
KZ,PH,264
KZ,PK,1001
KZ,QA,1400
KZ,SA,752
KZ,SG,634
KZ,TH,166
KZ,TJ,44922
KZ,TR,4636
KZ,TW,153
KZ,UZ,58068
KZ,VN,111
LA,AE,1084
LA,AM,96
LA,AZ,283
LA,BD,812
LA,BH,1360
LA,BN,2635
LA,BT,1050
LA,GE,112
LA,HK,1456
LA,ID,750
LA,IN,284
LA,JO,178
LA,JP,2861
LA,KG,266
LA,KH,27666
LA,KR,5113
LA,KW,639
LA,KZ,161
LA,LA,16006762
LA,LB,268
LA,LK,691
LA,MM,10020
LA,MN,1641
LA,MO,2126
LA,MV,1230
LA,MY,3163
LA,NP,592
LA,OM,1030
LA,PH,876
LA,PK,1249
LA,QA,896
LA,SA,608
LA,SG,3223
LA,TH,103255
LA,TJ,519
LA,TR,404
LA,TW,1852
LA,UZ,402
LA,VN,16546
LB,AE,85463
LB,AM,30863
LB,AZ,1359
LB,BD,6005
LB,BH,36976
LB,BN,3541
LB,BT,278
LB,GE,2539
LB,HK,1762
LB,ID,560
LB,IN,415
LB,JO,62405
LB,JP,349
LB,KG,700
LB,KH,687
LB,KR,512
LB,KW,77270
LB,KZ,1268
LB,LA,268
LB,LB,11004535
LB,LK,3225
LB,MM,173
LB,MN,262
LB,MO,1914
LB,MV,7410
LB,MY,1938
LB,NP,1627
LB,OM,28039
LB,PH,4160
LB,PK,1960
LB,QA,86676
LB,SA,42791
LB,SG,2065
LB,TH,291
LB,TJ,761
LB,TR,21184
LB,TW,287
LB,UZ,708
LB,VN,511
LK,AE,66289
LK,AM,484
LK,AZ,741
LK,BD,4083
LK,BH,34572
LK,BN,3661
LK,BT,4191
LK,GE,688
LK,HK,2004
LK,ID,824
LK,IN,2734
LK,JO,6047
LK,JP,11183
LK,KG,477
LK,KH,1154
LK,KR,14911
LK,KW,101954
LK,KZ,461
LK,LA,691
LK,LB,3225
LK,LK,7511511
LK,MM,696
LK,MN,438
LK,MO,1034
LK,MV,262238
LK,MY,5786
LK,NP,1528
LK,OM,33414
LK,PH,1826
LK,PK,2164
LK,QA,234801
LK,SA,21908
LK,SG,14388
LK,TH,558
LK,TJ,564
LK,TR,361
LK,TW,397
LK,UZ,573
LK,VN,428
MM,AE,1562
MM,AM,56
MM,AZ,115
MM,BD,1248
MM,BH,799
MM,BN,2608
MM,BT,1129
MM,GE,129
MM,HK,2665
MM,ID,511
MM,IN,500
MM,JO,448
MM,JP,4046
MM,KG,87
MM,KH,7035
MM,KR,4279
MM,KW,486
MM,KZ,83
MM,LA,10020
MM,LB,173
MM,LK,696
MM,MM,1258838
MM,MN,304
MM,MO,16766
MM,MV,959
MM,MY,21137
MM,NP,552
MM,OM,637
MM,PH,1194
MM,PK,668
MM,QA,1390
MM,SA,830
MM,SG,45215
MM,TH,32308
MM,TJ,193
MM,TR,141
MM,TW,1182
MM,UZ,136
MM,VN,1582
MN,AE,720
MN,AM,510
MN,AZ,1091
MN,BD,462
MN,BH,384
MN,BN,585
MN,BT,3000
MN,GE,645
MN,HK,972
MN,ID,184
MN,IN,206
MN,JO,274
MN,JP,13232
MN,KG,7828
MN,KH,296
MN,KR,50716
MN,KW,379
MN,KZ,60881
MN,LA,1641
MN,LB,262
MN,LK,438
MN,MM,304
MN,MN,18755238
MN,MO,3191
MN,MV,861
MN,MY,529
MN,NP,690
MN,OM,451
MN,PH,450
MN,PK,699
MN,QA,548
MN,SA,302
MN,SG,2081
MN,TH,220
MN,TJ,5116
MN,TR,3910
MN,TW,1315
MN,UZ,4411
MN,VN,338
MO,AE,21533
MO,AM,223
MO,AZ,281
MO,BD,486
MO,BH,14582
MO,BN,23814
MO,BT,9001
MO,GE,228
MO,HK,384477
MO,ID,6093
MO,IN,829
MO,JO,924
MO,JP,8758
MO,KG,375
MO,KH,4248
MO,KR,7041
MO,KW,16339
MO,KZ,382
MO,LA,2126
MO,LB,1914
MO,LK,1034
MO,MM,16766
MO,MN,3191
MO,MO,44631334
MO,MV,9203
MO,MY,24787
MO,NP,36029
MO,OM,7304
MO,PH,57657
MO,PK,855
MO,QA,24956
MO,SA,9123
MO,SG,59023
MO,TH,4320
MO,TJ,254
MO,TR,420
MO,TW,89237
MO,UZ,347
MO,VN,17149
MV,AE,78830
MV,AM,1103
MV,AZ,1653
MV,BD,204386
MV,BH,167681
MV,BN,47950
MV,BT,33846
MV,GE,1117
MV,HK,3685
MV,ID,3913
MV,IN,9788
MV,JO,3348
MV,JP,3044
MV,KG,2149
MV,KH,1583
MV,KR,2287
MV,KW,74256
MV,KZ,1767
MV,LA,1230
MV,LB,7410
MV,LK,262238
MV,MM,959
MV,MN,861
MV,MO,9203
MV,MV,99905812
MV,MY,32828
MV,NP,40757
MV,OM,170751
MV,PH,6406
MV,PK,5591
MV,QA,131776
MV,SA,92580
MV,SG,35237
MV,TH,3358
MV,TJ,4455
MV,TR,1863
MV,TW,1283
MV,UZ,2178
MV,VN,684
MY,AE,13943
MY,AM,145
MY,AZ,319
MY,BD,32408
MY,BH,18773
MY,BN,193358
MY,BT,3046
MY,GE,219
MY,HK,18121
MY,ID,22449
MY,IN,1830
MY,JO,1376
MY,JP,2566
MY,KG,337
MY,KH,7338
MY,KR,3422
MY,KW,12353
MY,KZ,370
MY,LA,3163
MY,LB,1938
MY,LK,5786
MY,MM,21137
MY,MN,529
MY,MO,24787
MY,MV,32828
MY,MY,2314968
MY,NP,32563
MY,OM,18175
MY,PH,5639
MY,PK,5770
MY,QA,25694
MY,SA,16834
MY,SG,272336
MY,TH,7446
MY,TJ,478
MY,TR,464
MY,TW,16889
MY,UZ,463
MY,VN,2327
NP,AE,108188
NP,AM,122
NP,AZ,191
NP,BD,4587
NP,BH,62976
NP,BN,17108
NP,BT,47421
NP,GE,217
NP,HK,8573
NP,ID,468
NP,IN,13094
NP,JO,1782
NP,JP,15459
NP,KG,267
NP,KH,924
NP,KR,11842
NP,KW,49527
NP,KZ,164
NP,LA,592
NP,LB,1627
NP,LK,1528
NP,MM,552
NP,MN,690
NP,MO,36029
NP,MV,40757
NP,MY,32563
NP,NP,3515083
NP,OM,23793
NP,PH,1585
NP,PK,1907
NP,QA,325509
NP,SA,42521
NP,SG,3630
NP,TH,344
NP,TJ,325
NP,TR,300
NP,TW,345
NP,UZ,196
NP,VN,471
OM,AE,265165
OM,AM,798
OM,AZ,1557
OM,BD,241914
OM,BH,337255
OM,BN,43005
OM,BT,5440
OM,GE,1335
OM,HK,5299
OM,ID,2236
OM,IN,24910
OM,JO,25542
OM,JP,1245
OM,KG,1332
OM,KH,978
OM,KR,1460
OM,KW,137840
OM,KZ,908
OM,LA,1030
OM,LB,28039
OM,LK,33414
OM,MM,637
OM,MN,451
OM,MO,7304
OM,MV,170751
OM,MY,18175
OM,NP,23793
OM,OM,4046442
OM,PH,22323
OM,PK,86599
OM,QA,274702
OM,SA,171826
OM,SG,22078
OM,TH,2638
OM,TJ,1225
OM,TR,3054
OM,TW,983
OM,UZ,1159
OM,VN,628
PH,AE,53588
PH,AM,210
PH,AZ,473
PH,BD,1280
PH,BH,39228
PH,BN,33425
PH,BT,2087
PH,GE,325
PH,HK,29552
PH,ID,945
PH,IN,1054
PH,JO,2906
PH,JP,6991
PH,KG,230
PH,KH,1241
PH,KR,4125
PH,KW,66208
PH,KZ,264
PH,LA,876
PH,LB,4160
PH,LK,1826
PH,MM,1194
PH,MN,450
PH,MO,57657
PH,MV,6406
PH,MY,5639
PH,NP,1585
PH,OM,22323
PH,PH,700294
PH,PK,3080
PH,QA,70279
PH,SA,38643
PH,SG,30056
PH,TH,927
PH,TJ,673
PH,TR,596
PH,TW,7276
PH,UZ,390
PH,VN,1249
PK,AE,160504
PK,AM,338
PK,AZ,1506
PK,BD,9337
PK,BH,80857
PK,BN,5109
PK,BT,919
PK,GE,658
PK,HK,2242
PK,ID,2299
PK,IN,3922
PK,JO,2256
PK,JP,608
PK,KG,3862
PK,KH,1451
PK,KR,941
PK,KW,16205
PK,KZ,1001
PK,LA,1249
PK,LB,1960
PK,LK,2164
PK,MM,668
PK,MN,699
PK,MO,855
PK,MV,5591
PK,MY,5770
PK,NP,1907
PK,OM,86599
PK,PH,3080
PK,PK,1009082
PK,QA,38214
PK,SA,94988
PK,SG,1357
PK,TH,790
PK,TJ,2454
PK,TR,3138
PK,TW,428
PK,UZ,1392
PK,VN,1117
QA,AE,295897
QA,AM,1704
QA,AZ,2084
QA,BD,148038
QA,BH,311104
QA,BN,45872
QA,BT,33669
QA,GE,2421
QA,HK,12785
QA,ID,2773
QA,IN,29335
QA,JO,65067
QA,JP,4034
QA,KG,3042
QA,KH,1075
QA,KR,3348
QA,KW,197036
QA,KZ,1400
QA,LA,896
QA,LB,86676
QA,LK,234801
QA,MM,1390
QA,MN,548
QA,MO,24956
QA,MV,131776
QA,MY,25694
QA,NP,325509
QA,OM,274702
QA,PH,70279
QA,PK,38214
QA,QA,2907174
QA,SA,168090
QA,SG,33038
QA,TH,1614
QA,TJ,2080
QA,TR,6120
QA,TW,2360
QA,UZ,1588
QA,VN,642
SA,AE,141906
SA,AM,377
SA,AZ,1089
SA,BD,113465
SA,BH,188240
SA,BN,30182
SA,BT,2276
SA,GE,737
SA,HK,6344
SA,ID,5071
SA,IN,13234
SA,JO,48000
SA,JP,1257
SA,KG,1040
SA,KH,898
SA,KR,1257
SA,KW,129373
SA,KZ,752
SA,LA,608
SA,LB,42791
SA,LK,21908
SA,MM,830
SA,MN,302
SA,MO,9123
SA,MV,92580
SA,MY,16834
SA,NP,42521
SA,OM,171826
SA,PH,38643
SA,PK,94988
SA,QA,168090
SA,SA,682075
SA,SG,16855
SA,TH,544
SA,TJ,1474
SA,TR,5474
SA,TW,1306
SA,UZ,936
SA,VN,757
SG,AE,28739
SG,AM,420
SG,AZ,444
SG,BD,34230
SG,BH,30235
SG,BN,93174
SG,BT,7058
SG,GE,436
SG,HK,60545
SG,ID,14663
SG,IN,7387
SG,JO,1033
SG,JP,10292
SG,KG,502
SG,KH,4242
SG,KR,8800
SG,KW,23912
SG,KZ,634
SG,LA,3223
SG,LB,2065
SG,LK,14388
SG,MM,45215
SG,MN,2081
SG,MO,59023
SG,MV,35237
SG,MY,272336
SG,NP,3630
SG,OM,22078
SG,PH,30056
SG,PK,1357
SG,QA,33038
SG,SA,16855
SG,SG,4772337
SG,TH,8488
SG,TJ,364
SG,TR,557
SG,TW,26843
SG,UZ,593
SG,VN,5762
TH,AE,2584
TH,AM,119
TH,AZ,178
TH,BD,423
TH,BH,7456
TH,BN,4068
TH,BT,2232
TH,GE,190
TH,HK,2708
TH,ID,588
TH,IN,231
TH,JO,300
TH,JP,3090
TH,KG,143
TH,KH,41207
TH,KR,13850
TH,KW,877
TH,KZ,166
TH,LA,103255
TH,LB,291
TH,LK,558
TH,MM,32308
TH,MN,220
TH,MO,4320
TH,MV,3358
TH,MY,7446
TH,NP,344
TH,OM,2638
TH,PH,927
TH,PK,790
TH,QA,1614
TH,SA,544
TH,SG,8488
TH,TH,988236
TH,TJ,219
TH,TR,365
TH,TW,3863
TH,UZ,191
TH,VN,907
TJ,AE,6842
TJ,AM,8378
TJ,AZ,19963
TJ,BD,953
TJ,BH,1159
TJ,BN,417
TJ,BT,948
TJ,GE,6568
TJ,HK,427
TJ,ID,495
TJ,IN,434
TJ,JO,821
TJ,JP,514
TJ,KG,93398
TJ,KH,531
TJ,KR,2132
TJ,KW,1044
TJ,KZ,44922
TJ,LA,519
TJ,LB,761
TJ,LK,564
TJ,MM,193
TJ,MN,5116
TJ,MO,254
TJ,MV,4455
TJ,MY,478
TJ,NP,325
TJ,OM,1225
TJ,PH,673
TJ,PK,2454
TJ,QA,2080
TJ,SA,1474
TJ,SG,364
TJ,TH,219
TJ,TJ,17185254
TJ,TR,5067
TJ,TW,196
TJ,UZ,286118
TJ,VN,353
TR,AE,4802
TR,AM,1370
TR,AZ,23998
TR,BD,742
TR,BH,3226
TR,BN,547
TR,BT,312
TR,GE,10694
TR,HK,475
TR,ID,440
TR,IN,208
TR,JO,9544
TR,JP,426
TR,KG,7768
TR,KH,296
TR,KR,441
TR,KW,3931
TR,KZ,4636
TR,LA,404
TR,LB,21184
TR,LK,361
TR,MM,141
TR,MN,3910
TR,MO,420
TR,MV,1863
TR,MY,464
TR,NP,300
TR,OM,3054
TR,PH,596
TR,PK,3138
TR,QA,6120
TR,SA,5474
TR,SG,557
TR,TH,365
TR,TJ,5067
TR,TR,830078
TR,TW,241
TR,UZ,7297
TR,VN,244
TW,AE,2650
TW,AM,124
TW,AZ,126
TW,BD,211
TW,BH,1657
TW,BN,10562
TW,BT,1985
TW,GE,137
TW,HK,53109
TW,ID,7310
TW,IN,130
TW,JO,252
TW,JP,8957
TW,KG,187
TW,KH,1936
TW,KR,5740
TW,KW,1807
TW,KZ,153
TW,LA,1852
TW,LB,287
TW,LK,397
TW,MM,1182
TW,MN,1315
TW,MO,89237
TW,MV,1283
TW,MY,16889
TW,NP,345
TW,OM,983
TW,PH,7276
TW,PK,428
TW,QA,2360
TW,SA,1306
TW,SG,26843
TW,TH,3863
TW,TJ,196
TW,TR,241
TW,TW,1630723
TW,UZ,172
TW,VN,13455
UZ,AE,5155
UZ,AM,6464
UZ,AZ,20951
UZ,BD,671
UZ,BH,1239
UZ,BN,379
UZ,BT,328
UZ,GE,5098
UZ,HK,292
UZ,ID,264
UZ,IN,297
UZ,JO,641
UZ,JP,1016
UZ,KG,73007
UZ,KH,399
UZ,KR,12121
UZ,KW,999
UZ,KZ,58068
UZ,LA,402
UZ,LB,708
UZ,LK,573
UZ,MM,136
UZ,MN,4411
UZ,MO,347
UZ,MV,2178
UZ,MY,463
UZ,NP,196
UZ,OM,1159
UZ,PH,390
UZ,PK,1392
UZ,QA,1588
UZ,SA,936
UZ,SG,593
UZ,TH,191
UZ,TJ,286118
UZ,TR,7297
UZ,TW,172
UZ,UZ,3746926
UZ,VN,250
VN,AE,1440
VN,AM,85
VN,AZ,203
VN,BD,405
VN,BH,613
VN,BN,1243
VN,BT,659
VN,GE,95
VN,HK,1179
VN,ID,437
VN,IN,257
VN,JO,204
VN,JP,17507
VN,KG,235
VN,KH,5980
VN,KR,11846
VN,KW,662
VN,KZ,111
VN,LA,16546
VN,LB,511
VN,LK,428
VN,MM,1582
VN,MN,338
VN,MO,17149
VN,MV,684
VN,MY,2327
VN,NP,471
VN,OM,628
VN,PH,1249
VN,PK,1117
VN,QA,642
VN,SA,757
VN,SG,5762
VN,TH,907
VN,TJ,353
VN,TR,244
VN,TW,13455
VN,UZ,250
VN,VN,612688
