user_loc	fr_loc	scaled_sci
SK	HU	85618
SK	IE	22371
SK	IM	9149
SK	IS	15959
SK	IT	4486
SK	LT	3689
SK	LU	12390
SK	LV	5344
SK	MD	2294
SK	ME	17017
SK	MK	34022
SK	MT	15656
SK	NL	8509
SK	NO	8397
SK	PL	6209
SK	PT	2586
SK	RO	9291
SK	RS	49452
SK	SE	3572
SK	SI	13354
SK	SK	9071279
SK	UA	12005
UA	AL	1489
UA	AT	4890
UA	BA	1331
UA	BE	3665
UA	BG	8611
UA	BY	51169
UA	CH	3418
UA	CY	11712
UA	CZ	41768
UA	DE	5290
UA	DK	3902
UA	EE	24605
UA	ES	3689
UA	FI	4180
UA	FR	1791
UA	GB	1917
UA	GR	3829
UA	HR	2566
UA	HU	17019
UA	IE	2262
UA	IM	833
UA	IS	2695
UA	IT	7682
UA	LT	11146
UA	LU	4532
UA	LV	18660
UA	MD	31083
UA	ME	12536
UA	MK	4228
UA	MT	5993
UA	NL	2578
UA	NO	2158
UA	PL	33472
UA	PT	5133
UA	RO	2872
UA	RS	3477
UA	SE	3261
UA	SI	3165
UA	SK	12005
UA	UA	1422270
