params,mean_test_score,dataset,model_file_name,pipeline,region,with_distance,model_name
{},0.6462707024549127,CosDist,martin_models/test_1.pkl,"Pipeline(steps=[('StandardScaler', StandardScaler()),
                ('rf', RandomForestRegressor())])",world,True,RandomForestRegressor()
{},0.357055445397677,ManDist,martin_models/test_8.pkl,"Pipeline(steps=[('StandardScaler', StandardScaler()),
                ('rf', RandomForestRegressor())])",world,False,RandomForestRegressor()
{},0.3690363946886895,EucDist,martin_models/test_6.pkl,"Pipeline(steps=[('StandardScaler', StandardScaler()),
                ('rf', RandomForestRegressor())])",world,False,RandomForestRegressor()
{},0.5600172550591622,ManDist,martin_models/test_4.pkl,"Pipeline(steps=[('StandardScaler', StandardScaler()),
                ('rf', RandomForestRegressor())])",world,True,RandomForestRegressor()
{},0.397784121013876,HetDist,martin_models/test_7.pkl,"Pipeline(steps=[('StandardScaler', StandardScaler()),
                ('rf', RandomForestRegressor())])",world,False,RandomForestRegressor()
{},0.5503471001333631,EucDist,martin_models/test_2.pkl,"Pipeline(steps=[('StandardScaler', StandardScaler()),
                ('rf', RandomForestRegressor())])",world,True,RandomForestRegressor()
{},0.5786253117744165,HetDist,martin_models/test_3.pkl,"Pipeline(steps=[('StandardScaler', StandardScaler()),
                ('rf', RandomForestRegressor())])",world,True,RandomForestRegressor()
{},0.5366004972529234,CosDist,martin_models/test_5.pkl,"Pipeline(steps=[('StandardScaler', StandardScaler()),
                ('rf', RandomForestRegressor())])",world,False,RandomForestRegressor()
