params,mean_test_score,dataset,model_file_name,pipeline,region,model_name
"{'rf__max_depth': None, 'rf__max_features': 1.0, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 150}",0.5445618732424912,CosDist,models/test_172.pkl,"Pipeline(steps=[('StandardScaler', StandardScaler()),
                ('rf', RandomForestRegressor())])",world,RandomForestRegressor()
