,scaled_sci,user,friend
6642,395,COL,TUR
6643,9729,COL,TTO
6644,155,COL,TWN
6645,531,COL,TZA
6646,301,COL,UKR
6647,893,COL,UGA
6648,3629,COL,USA
6649,6918,COL,URY
6650,187,COL,UZB
6651,957,COL,VCT
6652,222,COL,VNM
6653,154,COL,VUT
6654,285,COL,WSM
6655,332,COL,XKX
6656,249,COL,MYT
6657,313,COL,ZAF
6658,629,COL,ZMB
6659,251,COL,ZWE
6660,1198,CRI,ARE
6661,3634,CRI,ATG
6662,607,CRI,ALB
6663,245,CRI,ARM
6664,1302,CRI,AGO
6665,7421,CRI,ARG
6666,2275,CRI,AUT
6667,1216,CRI,AUS
6668,23095,CRI,ABW
6669,255,CRI,AZE
6670,437,CRI,BIH
6671,2308,CRI,BRB
6672,314,CRI,BGD
6673,1821,CRI,BEL
6674,573,CRI,BFA
6675,678,CRI,BGR
6676,803,CRI,BHR
6677,406,CRI,BDI
6678,2921,CRI,BEN
6679,499,CRI,BRN
6680,6700,CRI,BOL
6681,1994,CRI,BRA
6682,5588,CRI,BHS
6683,294,CRI,BTN
6684,344,CRI,BWA
6685,709,CRI,BLR
6686,18862,CRI,BLZ
6687,4816,CRI,CAN
6688,570,CRI,COD
6689,531,CRI,CAF
6690,852,CRI,COG
6691,6304,CRI,CHE
6692,1087,CRI,CIV
6693,7533,CRI,CHL
6694,937,CRI,CMR
6695,14315,CRI,COL
6696,18500616,CRI,CRI
6697,1084,CRI,CPV
6698,18566,CRI,CUW
6699,1087,CRI,CYP
6700,965,CRI,CZE
6701,2226,CRI,DEU
6702,386,CRI,DJI
6703,1649,CRI,DNK
6704,16974,CRI,DOM
6705,1009,CRI,DZA
6706,10940,CRI,ECU
6707,1160,CRI,EST
6708,824,CRI,EGY
6709,10806,CRI,ESP
6710,308,CRI,ETH
6711,1110,CRI,FIN
6712,452,CRI,FJI
6713,304,CRI,FSM
6714,1369,CRI,FRA
6715,700,CRI,GAB
6716,1199,CRI,GBR
6717,2138,CRI,GRD
6718,352,CRI,GEO
6719,2163,CRI,GUF
6720,1537,CRI,GHA
6721,2917,CRI,GMB
6722,599,CRI,GIN
6723,2088,CRI,GLP
6724,2997,CRI,GNQ
6725,959,CRI,GRC
6726,24883,CRI,GTM
6727,993,CRI,GUM
6728,1710,CRI,GNB
6729,1974,CRI,GUY
6730,604,CRI,HKG
6731,40414,CRI,HND
6732,788,CRI,HRV
6733,2810,CRI,HTI
6734,826,CRI,HUN
6735,293,CRI,IDN
6736,2091,CRI,IRL
6737,3255,CRI,IMN
6738,234,CRI,IND
6739,3330,CRI,ISL
6740,2392,CRI,ITA
6741,1754,CRI,JEY
6742,5776,CRI,JAM
6743,537,CRI,JOR
6744,563,CRI,JPN
6745,739,CRI,KEN
6746,140,CRI,KGZ
6747,201,CRI,KHM
6748,351,CRI,KIR
6749,243,CRI,COM
6750,466,CRI,KOR
6751,792,CRI,KWT
6752,48981,CRI,CYM
6753,381,CRI,KAZ
6754,175,CRI,LAO
6755,1108,CRI,LBN
6756,2401,CRI,LCA
6757,1054,CRI,LKA
6758,1512,CRI,LBR
6759,204,CRI,LSO
6760,689,CRI,LTU
6761,2631,CRI,LUX
6762,699,CRI,LVA
6763,336,CRI,LBY
6764,2157,CRI,MAR
6765,251,CRI,MDA
6766,759,CRI,MNE
6767,1059,CRI,MDG
6768,824,CRI,MKD
6769,602,CRI,MLI
6770,109,CRI,MMR
6771,195,CRI,MNG
6772,1349,CRI,MAC
6773,1120,CRI,MTQ
6774,516,CRI,MRT
6775,3074,CRI,MLT
6776,838,CRI,MUS
6777,1071,CRI,MDV
6778,401,CRI,MWI
6779,9368,CRI,MEX
6780,365,CRI,MYS
6781,988,CRI,MOZ
6782,670,CRI,NULL
6783,765,CRI,NCL
6784,501,CRI,NER
6785,959,CRI,NGA
6786,825540,CRI,NIC
6787,2433,CRI,NLD
6788,1687,CRI,NOR
6789,203,CRI,NPL
6790,1289,CRI,NZL
6791,626,CRI,OMN
6792,120203,CRI,PAN
6793,8112,CRI,PER
6794,1074,CRI,PYF
6795,365,CRI,PNG
6796,918,CRI,PHL
6797,672,CRI,PAK
6798,443,CRI,POL
6799,11483,CRI,PRI
6800,2130,CRI,PRT
6801,11881,CRI,PRY
6802,1306,CRI,QAT
6803,586,CRI,REU
6804,743,CRI,ROU
6805,795,CRI,SRB
6806,644,CRI,RWA
6807,587,CRI,SAU
6808,341,CRI,SLB
6809,942,CRI,SYC
6810,1749,CRI,SWE
6811,668,CRI,SGP
6812,869,CRI,SVN
6813,561,CRI,SVK
6814,1558,CRI,SLE
6815,938,CRI,SEN
6816,1680,CRI,SUR
6817,1260,CRI,STP
6818,40581,CRI,SLV
6819,772,CRI,SWZ
6820,345,CRI,TCD
6821,1152,CRI,TGO
6822,181,CRI,THA
6823,261,CRI,TJK
6824,560,CRI,TLS
6825,1448,CRI,TUN
6826,400,CRI,TON
6827,406,CRI,TUR
6828,3250,CRI,TTO
6829,395,CRI,TWN
6830,540,CRI,TZA
6831,446,CRI,UKR
6832,1106,CRI,UGA
6833,7802,CRI,USA
6834,7336,CRI,URY
6835,174,CRI,UZB
6836,2083,CRI,VCT
6837,381,CRI,VNM
6838,227,CRI,VUT
6839,293,CRI,WSM
6840,484,CRI,XKX
6841,263,CRI,MYT
6842,355,CRI,ZAF
6843,657,CRI,ZMB
6844,435,CRI,ZWE
6845,1508,CPV,ARE
6846,7695,CPV,ATG
6847,733,CPV,ALB
6848,202,CPV,ARM
6849,317664,CPV,AGO
6850,1027,CPV,ARG
6851,3928,CPV,AUT
6852,714,CPV,AUS
6853,2168,CPV,ABW
6854,591,CPV,AZE
6855,401,CPV,BIH
6856,2914,CPV,BRB
6857,305,CPV,BGD
6858,24337,CPV,BEL
6859,4568,CPV,BFA
6860,791,CPV,BGR
6861,652,CPV,BHR
6862,2166,CPV,BDI
6863,9361,CPV,BEN
6864,203,CPV,BRN
6865,3666,CPV,BOL
6866,14671,CPV,BRA
6867,3200,CPV,BHS
6868,213,CPV,BTN
6869,41466,CPV,BWA
6870,482,CPV,BLR
6871,2355,CPV,BLZ
6872,1321,CPV,CAN
6873,3943,CPV,COD
6874,9901,CPV,CAF
6875,18547,CPV,COG
6876,100422,CPV,CHE
6877,7047,CPV,CIV
6878,578,CPV,CHL
6879,5019,CPV,CMR
6880,1050,CPV,COL
6881,1084,CPV,CRI
6882,314863868,CPV,CPV
6883,12284,CPV,CUW
6884,4349,CPV,CYP
6885,1923,CPV,CZE
6886,4842,CPV,DEU
6887,2166,CPV,DJI
6888,2703,CPV,DNK
6889,3421,CPV,DOM
6890,732,CPV,DZA
6891,1155,CPV,ECU
6892,512,CPV,EST
6893,638,CPV,EGY
6894,26514,CPV,ESP
6895,816,CPV,ETH
6896,3413,CPV,FIN
6897,1289,CPV,FJI
6898,959,CPV,FSM
6899,117084,CPV,FRA
6900,12278,CPV,GAB
6901,13591,CPV,GBR
6902,4888,CPV,GRD
6903,453,CPV,GEO
6904,22046,CPV,GUF
6905,4813,CPV,GHA
6906,67233,CPV,GMB
6907,34265,CPV,GIN
6908,7413,CPV,GLP
6909,47028,CPV,GNQ
6910,1088,CPV,GRC
6911,601,CPV,GTM
6912,641,CPV,GUM
6913,2548646,CPV,GNB
6914,4681,CPV,GUY
6915,428,CPV,HKG
6916,982,CPV,HND
6917,754,CPV,HRV
6918,7108,CPV,HTI
6919,1449,CPV,HUN
6920,356,CPV,IDN
6921,2971,CPV,IRL
6922,16403,CPV,IMN
6923,185,CPV,IND
6924,40722,CPV,ISL
6925,29844,CPV,ITA
6926,15854,CPV,JEY
6927,4861,CPV,JAM
6928,330,CPV,JOR
6929,273,CPV,JPN
6930,3942,CPV,KEN
6931,294,CPV,KGZ
6932,155,CPV,KHM
6933,3616,CPV,KIR
6934,5578,CPV,COM
6935,355,CPV,KOR
6936,675,CPV,KWT
6937,1668,CPV,CYM
6938,2182,CPV,KAZ
6939,125,CPV,LAO
6940,2114,CPV,LBN
6941,3444,CPV,LCA
6942,479,CPV,LKA
6943,15168,CPV,LBR
6944,1865,CPV,LSO
6945,503,CPV,LTU
6946,2726455,CPV,LUX
6947,411,CPV,LVA
6948,790,CPV,LBY
6949,2746,CPV,MAR
6950,270,CPV,MDA
6951,597,CPV,MNE
6952,2611,CPV,MDG
6953,892,CPV,MKD
6954,7233,CPV,MLI
6955,66,CPV,MMR
6956,274,CPV,MNG
6957,40755,CPV,MAC
6958,6724,CPV,MTQ
6959,6747,CPV,MRT
6960,4840,CPV,MLT
6961,2221,CPV,MUS
6962,3571,CPV,MDV
6963,1346,CPV,MWI
6964,537,CPV,MEX
6965,192,CPV,MYS
6966,67680,CPV,MOZ
6967,34594,CPV,NULL
6968,871,CPV,NCL
6969,6617,CPV,NER
6970,3787,CPV,NGA
6971,1370,CPV,NIC
6972,88702,CPV,NLD
6973,8502,CPV,NOR
6974,139,CPV,NPL
6975,490,CPV,NZL
6976,627,CPV,OMN
6977,2143,CPV,PAN
6978,720,CPV,PER
6979,2208,CPV,PYF
6980,1122,CPV,PNG
6981,498,CPV,PHL
6982,459,CPV,PAK
6983,588,CPV,POL
6984,1151,CPV,PRI
6985,1880065,CPV,PRT
6986,1959,CPV,PRY
6987,1851,CPV,QAT
6988,1712,CPV,REU
6989,787,CPV,ROU
6990,1624,CPV,SRB
6991,3290,CPV,RWA
6992,596,CPV,SAU
6993,1406,CPV,SLB
6994,6299,CPV,SYC
6995,9310,CPV,SWE
6996,357,CPV,SGP
6997,2366,CPV,SVN
6998,1304,CPV,SVK
6999,31946,CPV,SLE
7000,120759,CPV,SEN
7001,2988,CPV,SUR
7002,9737628,CPV,STP
7003,714,CPV,SLV
7004,3761,CPV,SWZ
7005,2217,CPV,TCD
7006,9615,CPV,TGO
7007,97,CPV,THA
7008,259,CPV,TJK
7009,55113,CPV,TLS
7010,1096,CPV,TUN
7011,3357,CPV,TON
7012,530,CPV,TUR
7013,2087,CPV,TTO
7014,123,CPV,TWN
7015,2974,CPV,TZA
7016,323,CPV,UKR
7017,4683,CPV,UGA
7018,30562,CPV,USA
7019,1057,CPV,URY
7020,166,CPV,UZB
7021,3272,CPV,VCT
7022,3287,CPV,VNM
7023,702,CPV,VUT
7024,2895,CPV,WSM
7025,331,CPV,XKX
7026,3189,CPV,MYT
7027,2186,CPV,ZAF
7028,4397,CPV,ZMB
7029,2103,CPV,ZWE
7030,2947,CUW,ARE
7031,264541,CUW,ATG
7032,613,CUW,ALB
7033,359,CUW,ARM
7034,1826,CUW,AGO
7035,3060,CUW,ARG
7036,3786,CUW,AUT
7037,2561,CUW,AUS
7038,18000312,CUW,ABW
7039,250,CUW,AZE
7040,644,CUW,BIH
7041,82641,CUW,BRB
7042,250,CUW,BGD
7043,25435,CUW,BEL
7044,785,CUW,BFA
7045,1590,CUW,BGR
7046,1823,CUW,BHR
7047,676,CUW,BDI
7048,6039,CUW,BEN
7049,1018,CUW,BRN
7050,1371,CUW,BOL
7051,1368,CUW,BRA
7052,64235,CUW,BHS
7053,163,CUW,BTN
7054,1228,CUW,BWA
7055,649,CUW,BLR
7056,18992,CUW,BLZ
7057,6494,CUW,CAN
7058,1329,CUW,COD
7059,1054,CUW,CAF
7060,2210,CUW,COG
7061,7228,CUW,CHE
7062,1327,CUW,CIV
7063,14600,CUW,CHL
7064,1396,CUW,CMR
7065,48296,CUW,COL
7066,18566,CUW,CRI
7067,12284,CUW,CPV
7068,283853111,CUW,CUW
7069,2937,CUW,CYP
7070,891,CUW,CZE
7071,3863,CUW,DEU
7072,736,CUW,DJI
7073,2454,CUW,DNK
7074,187969,CUW,DOM
7075,409,CUW,DZA
7076,13060,CUW,ECU
7077,1831,CUW,EST
7078,463,CUW,EGY
7079,10739,CUW,ESP
7080,715,CUW,ETH
7081,1345,CUW,FIN
7082,5555,CUW,FJI
7083,1144,CUW,FSM
7084,2560,CUW,FRA
7085,1592,CUW,GAB
7086,4654,CUW,GBR
7087,90809,CUW,GRD
7088,481,CUW,GEO
7089,178601,CUW,GUF
7090,2977,CUW,GHA
7091,7789,CUW,GMB
7092,974,CUW,GIN
7093,210352,CUW,GLP
7094,5026,CUW,GNQ
7095,1971,CUW,GRC
7096,1330,CUW,GTM
7097,3165,CUW,GUM
7098,1068,CUW,GNB
7099,159324,CUW,GUY
7100,1887,CUW,HKG
7101,3418,CUW,HND
7102,1488,CUW,HRV
7103,105395,CUW,HTI
7104,1489,CUW,HUN
7105,271,CUW,IDN
7106,3821,CUW,IRL
7107,6313,CUW,IMN
7108,502,CUW,IND
7109,5901,CUW,ISL
7110,2646,CUW,ITA
7111,18165,CUW,JEY
7112,320103,CUW,JAM
7113,609,CUW,JOR
7114,532,CUW,JPN
7115,1567,CUW,KEN
7116,310,CUW,KGZ
7117,109,CUW,KHM
7118,12533,CUW,KIR
7119,631,CUW,COM
7120,315,CUW,KOR
7121,1104,CUW,KWT
7122,188495,CUW,CYM
7123,336,CUW,KAZ
7124,112,CUW,LAO
7125,12132,CUW,LBN
7126,161589,CUW,LCA
7127,485,CUW,LKA
7128,9695,CUW,LBR
7129,449,CUW,LSO
7130,715,CUW,LTU
7131,21415,CUW,LUX
7132,1118,CUW,LVA
7133,226,CUW,LBY
7134,1051,CUW,MAR
7135,390,CUW,MDA
7136,1677,CUW,MNE
7137,939,CUW,MDG
7138,945,CUW,MKD
7139,1003,CUW,MLI
7140,63,CUW,MMR
7141,158,CUW,MNG
7142,1782,CUW,MAC
7143,70614,CUW,MTQ
7144,708,CUW,MRT
7145,22102,CUW,MLT
7146,4999,CUW,MUS
7147,1390,CUW,MDV
7148,601,CUW,MWI
7149,1613,CUW,MEX
7150,452,CUW,MYS
7151,979,CUW,MOZ
7152,2663,CUW,NULL
7153,655,CUW,NCL
7154,849,CUW,NER
7155,2090,CUW,NGA
7156,2389,CUW,NIC
7157,1268535,CUW,NLD
7158,2412,CUW,NOR
7159,181,CUW,NPL
7160,1939,CUW,NZL
7161,892,CUW,OMN
7162,31266,CUW,PAN
7163,8270,CUW,PER
7164,1241,CUW,PYF
7165,3073,CUW,PNG
7166,754,CUW,PHL
7167,619,CUW,PAK
7168,761,CUW,POL
7169,21114,CUW,PRI
7170,9717,CUW,PRT
7171,2620,CUW,PRY
7172,1925,CUW,QAT
7173,1878,CUW,REU
7174,936,CUW,ROU
7175,1013,CUW,SRB
7176,992,CUW,RWA
7177,826,CUW,SAU
7178,702,CUW,SLB
7179,3952,CUW,SYC
7180,2485,CUW,SWE
7181,2005,CUW,SGP
7182,1584,CUW,SVN
7183,588,CUW,SVK
7184,6149,CUW,SLE
7185,2357,CUW,SEN
7186,1129700,CUW,SUR
7187,1304,CUW,STP
7188,1811,CUW,SLV
7189,792,CUW,SWZ
7190,487,CUW,TCD
7191,1683,CUW,TGO
7192,166,CUW,THA
7193,152,CUW,TJK
7194,288,CUW,TLS
7195,778,CUW,TUN
7196,2067,CUW,TON
7197,766,CUW,TUR
7198,79915,CUW,TTO
7199,340,CUW,TWN
7200,910,CUW,TZA
7201,496,CUW,UKR
7202,1884,CUW,UGA
7203,8528,CUW,USA
7204,3247,CUW,URY
7205,152,CUW,UZB
7206,180886,CUW,VCT
7207,165,CUW,VNM
7208,638,CUW,VUT
7209,709,CUW,WSM
7210,563,CUW,XKX
7211,1598,CUW,MYT
7212,917,CUW,ZAF
7213,1757,CUW,ZMB
7214,1187,CUW,ZWE
7215,27722,CYP,ARE
7216,7144,CYP,ATG
7217,14261,CYP,ALB
7218,12136,CYP,ARM
7219,3385,CYP,AGO
7220,1130,CYP,ARG
7221,15231,CYP,AUT
7222,15743,CYP,AUS
7223,2840,CYP,ABW
7224,9649,CYP,AZE
7225,5151,CYP,BIH
7226,2941,CYP,BRB
7227,11102,CYP,BGD
7228,11521,CYP,BEL
7229,1901,CYP,BFA
7230,127452,CYP,BGR
7231,20606,CYP,BHR
7232,12224,CYP,BDI
7233,6332,CYP,BEN
7234,6595,CYP,BRN
7235,408,CYP,BOL
7236,747,CYP,BRA
7237,3300,CYP,BHS
7238,3753,CYP,BTN
7239,9191,CYP,BWA
7240,24395,CYP,BLR
7241,2733,CYP,BLZ
7242,7503,CYP,CAN
7243,58085,CYP,COD
7244,7803,CYP,CAF
7245,31156,CYP,COG
7246,16551,CYP,CHE
7247,6759,CYP,CIV
7248,719,CYP,CHL
7249,78182,CYP,CMR
7250,726,CYP,COL
7251,1087,CYP,CRI
7252,4349,CYP,CPV
7253,2937,CYP,CUW
7254,56319033,CYP,CYP
7255,8523,CYP,CZE
7256,17667,CYP,DEU
7257,10314,CYP,DJI
7258,9772,CYP,DNK
7259,1282,CYP,DOM
7260,932,CYP,DZA
7261,476,CYP,ECU
7262,15540,CYP,EST
7263,6287,CYP,EGY
7264,6566,CYP,ESP
7265,2786,CYP,ETH
7266,9240,CYP,FIN
7267,6718,CYP,FJI
7268,874,CYP,FSM
7269,5105,CYP,FRA
7270,9843,CYP,GAB
7271,55685,CYP,GBR
7272,6705,CYP,GRD
7273,40345,CYP,GEO
7274,1442,CYP,GUF
7275,7746,CYP,GHA
7276,31555,CYP,GMB
7277,49424,CYP,GIN
7278,1387,CYP,GLP
7279,19188,CYP,GNQ
7280,664857,CYP,GRC
7281,364,CYP,GTM
7282,3124,CYP,GUM
7283,3202,CYP,GNB
7284,1678,CYP,GUY
7285,5684,CYP,HKG
7286,526,CYP,HND
7287,6149,CYP,HRV
7288,1020,CYP,HTI
7289,10609,CYP,HUN
7290,560,CYP,IDN
7291,13907,CYP,IRL
7292,24280,CYP,IMN
7293,2168,CYP,IND
7294,16369,CYP,ISL
7295,9203,CYP,ITA
7296,29800,CYP,JEY
7297,2651,CYP,JAM
7298,14804,CYP,JOR
7299,1921,CYP,JPN
7300,4992,CYP,KEN
7301,8624,CYP,KGZ
7302,734,CYP,KHM
7303,2064,CYP,KIR
7304,2613,CYP,COM
7305,2013,CYP,KOR
7306,15541,CYP,KWT
7307,17289,CYP,CYM
7308,6080,CYP,KAZ
7309,1358,CYP,LAO
7310,49641,CYP,LBN
7311,4035,CYP,LCA
7312,28012,CYP,LKA
7313,119408,CYP,LBR
7314,1380,CYP,LSO
7315,23234,CYP,LTU
7316,29356,CYP,LUX
7317,30786,CYP,LVA
7318,5691,CYP,LBY
7319,1874,CYP,MAR
7320,42601,CYP,MDA
7321,27631,CYP,MNE
7322,1210,CYP,MDG
7323,15175,CYP,MKD
7324,4331,CYP,MLI
7325,254,CYP,MMR
7326,1498,CYP,MNG
7327,9916,CYP,MAC
7328,1225,CYP,MTQ
7329,1650,CYP,MRT
7330,64439,CYP,MLT
7331,4359,CYP,MUS
7332,12489,CYP,MDV
7333,3231,CYP,MWI
7334,497,CYP,MEX
7335,3968,CYP,MYS
7336,1465,CYP,MOZ
7337,6735,CYP,NULL
7338,1239,CYP,NCL
7339,2187,CYP,NER
7340,35560,CYP,NGA
7341,519,CYP,NIC
7342,13944,CYP,NLD
7343,10753,CYP,NOR
7344,40957,CYP,NPL
7345,5270,CYP,NZL
7346,15240,CYP,OMN
7347,1026,CYP,PAN
7348,429,CYP,PER
7349,1310,CYP,PYF
7350,1008,CYP,PNG
7351,7373,CYP,PHL
7352,13094,CYP,PAK
7353,5876,CYP,POL
7354,1079,CYP,PRI
7355,9694,CYP,PRT
7356,1182,CYP,PRY
7357,25111,CYP,QAT
7358,974,CYP,REU
7359,58091,CYP,ROU
7360,17005,CYP,SRB
7361,10669,CYP,RWA
7362,11560,CYP,SAU
7363,838,CYP,SLB
7364,17839,CYP,SYC
7365,14662,CYP,SWE
7366,6365,CYP,SGP
7367,10025,CYP,SVN
7368,13674,CYP,SVK
7369,147630,CYP,SLE
7370,4755,CYP,SEN
7371,2269,CYP,SUR
7372,945,CYP,STP
7373,393,CYP,SLV
7374,17924,CYP,SWZ
7375,3886,CYP,TCD
7376,6822,CYP,TGO
7377,1018,CYP,THA
7378,3618,CYP,TJK
7379,454,CYP,TLS
7380,2325,CYP,TUN
7381,942,CYP,TON
7382,77826,CYP,TUR
7383,2954,CYP,TTO
7384,1488,CYP,TWN
7385,2429,CYP,TZA
7386,11712,CYP,UKR
7387,7097,CYP,UGA
7388,3522,CYP,USA
7389,1914,CYP,URY
7390,3659,CYP,UZB
7391,8380,CYP,VCT
7392,2999,CYP,VNM
7393,2042,CYP,VUT
7394,637,CYP,WSM
7395,4369,CYP,XKX
7396,1410,CYP,MYT
7397,4768,CYP,ZAF
7398,8695,CYP,ZMB
7399,84673,CYP,ZWE
7400,1689,CZE,ARE
7401,616,CZE,ATG
7402,2997,CZE,ALB
7403,3903,CZE,ARM
7404,339,CZE,AGO
7405,514,CZE,ARG
7406,20745,CZE,AUT
7407,2560,CZE,AUS
7408,1430,CZE,ABW
7409,2334,CZE,AZE
7410,6978,CZE,BIH
7411,699,CZE,BRB
7412,194,CZE,BGD
7413,5086,CZE,BEL
7414,195,CZE,BFA
7415,20132,CZE,BGR
7416,841,CZE,BHR
7417,196,CZE,BDI
7418,1073,CZE,BEN
7419,402,CZE,BRN
7420,271,CZE,BOL
7421,360,CZE,BRA
7422,544,CZE,BHS
7423,409,CZE,BTN
7424,594,CZE,BWA
7425,7821,CZE,BLR
7426,378,CZE,BLZ
7427,2478,CZE,CAN
7428,207,CZE,COD
7429,322,CZE,CAF
7430,400,CZE,COG
7431,14526,CZE,CHE
7432,377,CZE,CIV
7433,490,CZE,CHL
7434,417,CZE,CMR
7435,322,CZE,COL
7436,965,CZE,CRI
7437,1923,CZE,CPV
7438,891,CZE,CUW
7439,8523,CZE,CYP
7440,3925843,CZE,CZE
7441,9749,CZE,DEU
7442,260,CZE,DJI
7443,5640,CZE,DNK
7444,479,CZE,DOM
7445,809,CZE,DZA
7446,297,CZE,ECU
7447,6376,CZE,EST
7448,523,CZE,EGY
7449,3314,CZE,ESP
7450,271,CZE,ETH
7451,4900,CZE,FIN
7452,169,CZE,FJI
7453,99,CZE,FSM
7454,2663,CZE,FRA
7455,336,CZE,GAB
7456,7859,CZE,GBR
7457,553,CZE,GRD
7458,4667,CZE,GEO
7459,527,CZE,GUF
7460,1150,CZE,GHA
7461,1694,CZE,GMB
7462,392,CZE,GIN
7463,680,CZE,GLP
7464,312,CZE,GNQ
7465,5665,CZE,GRC
7466,178,CZE,GTM
7467,434,CZE,GUM
7468,536,CZE,GNB
7469,243,CZE,GUY
7470,786,CZE,HKG
7471,239,CZE,HND
7472,10050,CZE,HRV
7473,221,CZE,HTI
7474,10164,CZE,HUN
7475,202,CZE,IDN
7476,9460,CZE,IRL
7477,5566,CZE,IMN
7478,174,CZE,IND
7479,18588,CZE,ISL
7480,4446,CZE,ITA
7481,5116,CZE,JEY
7482,547,CZE,JAM
7483,561,CZE,JOR
7484,918,CZE,JPN
7485,362,CZE,KEN
7486,2186,CZE,KGZ
7487,134,CZE,KHM
7488,79,CZE,KIR
7489,112,CZE,COM
7490,836,CZE,KOR
7491,606,CZE,KWT
7492,3411,CZE,CYM
7493,1659,CZE,KAZ
7494,225,CZE,LAO
7495,1134,CZE,LBN
7496,470,CZE,LCA
7497,503,CZE,LKA
7498,413,CZE,LBR
7499,72,CZE,LSO
7500,4178,CZE,LTU
7501,9740,CZE,LUX
7502,6780,CZE,LVA
7503,353,CZE,LBY
7504,814,CZE,MAR
7505,32196,CZE,MDA
7506,9135,CZE,MNE
7507,247,CZE,MDG
7508,20263,CZE,MKD
7509,326,CZE,MLI
7510,87,CZE,MMR
7511,17827,CZE,MNG
7512,954,CZE,MAC
7513,777,CZE,MTQ
7514,156,CZE,MRT
7515,13191,CZE,MLT
7516,1074,CZE,MUS
7517,3747,CZE,MDV
7518,101,CZE,MWI
7519,349,CZE,MEX
7520,371,CZE,MYS
7521,237,CZE,MOZ
7522,901,CZE,NULL
7523,930,CZE,NCL
7524,173,CZE,NER
7525,424,CZE,NGA
7526,222,CZE,NIC
7527,5995,CZE,NLD
7528,5338,CZE,NOR
7529,801,CZE,NPL
7530,4859,CZE,NZL
7531,641,CZE,OMN
7532,522,CZE,PAN
7533,297,CZE,PER
7534,737,CZE,PYF
7535,186,CZE,PNG
7536,490,CZE,PHL
7537,272,CZE,PAK
7538,8194,CZE,POL
7539,411,CZE,PRI
7540,3692,CZE,PRT
7541,318,CZE,PRY
7542,1006,CZE,QAT
7543,632,CZE,REU
7544,8101,CZE,ROU
7545,13510,CZE,SRB
7546,379,CZE,RWA
7547,410,CZE,SAU
7548,128,CZE,SLB
7549,3655,CZE,SYC
7550,4445,CZE,SWE
7551,1163,CZE,SGP
7552,11587,CZE,SVN
7553,305718,CZE,SVK
7554,515,CZE,SLE
7555,387,CZE,SEN
7556,569,CZE,SUR
7557,939,CZE,STP
7558,204,CZE,SLV
7559,219,CZE,SWZ
7560,198,CZE,TCD
7561,450,CZE,TGO
7562,309,CZE,THA
7563,1684,CZE,TJK
7564,131,CZE,TLS
7565,2116,CZE,TUN
7566,1096,CZE,TON
7567,849,CZE,TUR
7568,483,CZE,TTO
7569,684,CZE,TWN
7570,375,CZE,TZA
7571,41768,CZE,UKR
7572,494,CZE,UGA
7573,1278,CZE,USA
7574,626,CZE,URY
7575,1724,CZE,UZB
7576,370,CZE,VCT
7577,2724,CZE,VNM
7578,377,CZE,VUT
7579,242,CZE,WSM
7580,5949,CZE,XKX
7581,178,CZE,MYT
7582,290,CZE,ZAF
7583,355,CZE,ZMB
7584,676,CZE,ZWE
7585,5178,DEU,ARE
7586,2335,DEU,ATG
7587,36557,DEU,ALB
7588,7085,DEU,ARM
7589,1434,DEU,AGO
7590,1442,DEU,ARG
7591,94662,DEU,AUT
7592,5747,DEU,AUS
7593,3546,DEU,ABW
7594,4767,DEU,AZE
7595,98577,DEU,BIH
7596,2333,DEU,BRB
7597,637,DEU,BGD
7598,13731,DEU,BEL
7599,1795,DEU,BFA
7600,55216,DEU,BGR
7601,2721,DEU,BHR
7602,921,DEU,BDI
7603,2971,DEU,BEN
7604,881,DEU,BRN
7605,962,DEU,BOL
7606,1222,DEU,BRA
7607,1567,DEU,BHS
7608,711,DEU,BTN
7609,946,DEU,BWA
7610,5055,DEU,BLR
7611,943,DEU,BLZ
7612,4654,DEU,CAN
7613,1207,DEU,COD
7614,1571,DEU,CAF
7615,1755,DEU,COG
7616,67079,DEU,CHE
7617,2093,DEU,CIV
7618,1779,DEU,CHL
7619,7559,DEU,CMR
7620,1202,DEU,COL
7621,2226,DEU,CRI
7622,4842,DEU,CPV
7623,3863,DEU,CUW
7624,17667,DEU,CYP
7625,9749,DEU,CZE
7626,719479,DEU,DEU
7627,8436,DEU,DJI
7628,14590,DEU,DNK
7629,2525,DEU,DOM
7630,1086,DEU,DZA
7631,1198,DEU,ECU
7632,7796,DEU,EST
7633,1904,DEU,EGY
7634,8660,DEU,ESP
7635,6048,DEU,ETH
7636,8171,DEU,FIN
7637,699,DEU,FJI
7638,764,DEU,FSM
7639,7098,DEU,FRA
7640,2360,DEU,GAB
7641,8767,DEU,GBR
7642,2536,DEU,GRD
7643,11442,DEU,GEO
7644,1540,DEU,GUF
7645,6474,DEU,GHA
7646,31557,DEU,GMB
7647,13038,DEU,GIN
7648,1782,DEU,GLP
7649,3862,DEU,GNQ
7650,36666,DEU,GRC
7651,490,DEU,GTM
7652,3206,DEU,GUM
7653,8183,DEU,GNB
7654,573,DEU,GUY
7655,2038,DEU,HKG
7656,718,DEU,HND
7657,66655,DEU,HRV
7658,554,DEU,HTI
7659,30565,DEU,HUN
7660,415,DEU,IDN
7661,10870,DEU,IRL
7662,5403,DEU,IMN
7663,556,DEU,IND
7664,20537,DEU,ISL
7665,16342,DEU,ITA
7666,6571,DEU,JEY
7667,2412,DEU,JAM
7668,5000,DEU,JOR
7669,1625,DEU,JPN
7670,2673,DEU,KEN
7671,1919,DEU,KGZ
