,scaled_sci,user,friend
16066,176,KGZ,SUR
16067,273,KGZ,STP
16068,101,KGZ,SLV
16069,192,KGZ,SWZ
16070,475,KGZ,TCD
16071,1062,KGZ,TGO
16072,143,KGZ,THA
16073,93398,KGZ,TJK
16074,241,KGZ,TLS
16075,756,KGZ,TUN
16076,170,KGZ,TON
16077,7768,KGZ,TUR
16078,178,KGZ,TTO
16079,187,KGZ,TWN
16080,607,KGZ,TZA
16081,7924,KGZ,UKR
16082,723,KGZ,UGA
16083,705,KGZ,USA
16084,135,KGZ,URY
16085,73007,KGZ,UZB
16086,694,KGZ,VCT
16087,235,KGZ,VNM
16088,131,KGZ,VUT
16089,151,KGZ,WSM
16090,626,KGZ,XKX
16091,69,KGZ,MYT
16092,133,KGZ,ZAF
16093,381,KGZ,ZMB
16094,248,KGZ,ZWE
16095,1207,KHM,ARE
16096,248,KHM,ATG
16097,187,KHM,ALB
16098,101,KHM,ARM
16099,340,KHM,AGO
16100,109,KHM,ARG
16101,488,KHM,AUT
16102,4751,KHM,AUS
16103,233,KHM,ABW
16104,251,KHM,AZE
16105,101,KHM,BIH
16106,166,KHM,BRB
16107,1165,KHM,BGD
16108,505,KHM,BEL
16109,379,KHM,BFA
16110,147,KHM,BGR
16111,1162,KHM,BHR
16112,366,KHM,BDI
16113,1058,KHM,BEN
16114,2049,KHM,BRN
16115,219,KHM,BOL
16116,289,KHM,BRA
16117,150,KHM,BHS
16118,1123,KHM,BTN
16119,247,KHM,BWA
16120,214,KHM,BLR
16121,250,KHM,BLZ
16122,1236,KHM,CAN
16123,344,KHM,COD
16124,8916,KHM,CAF
16125,342,KHM,COG
16126,1207,KHM,CHE
16127,402,KHM,CIV
16128,83,KHM,CHL
16129,373,KHM,CMR
16130,190,KHM,COL
16131,201,KHM,CRI
16132,155,KHM,CPV
16133,109,KHM,CUW
16134,734,KHM,CYP
16135,134,KHM,CZE
16136,337,KHM,DEU
16137,356,KHM,DJI
16138,350,KHM,DNK
16139,484,KHM,DOM
16140,484,KHM,DZA
16141,206,KHM,ECU
16142,200,KHM,EST
16143,336,KHM,EGY
16144,136,KHM,ESP
16145,297,KHM,ETH
16146,465,KHM,FIN
16147,570,KHM,FJI
16148,289,KHM,FSM
16149,1549,KHM,FRA
16150,255,KHM,GAB
16151,328,KHM,GBR
16152,276,KHM,GRD
16153,194,KHM,GEO
16154,777,KHM,GUF
16155,1104,KHM,GHA
16156,766,KHM,GMB
16157,363,KHM,GIN
16158,223,KHM,GLP
16159,341,KHM,GNQ
16160,153,KHM,GRC
16161,211,KHM,GTM
16162,566,KHM,GUM
16163,298,KHM,GNB
16164,400,KHM,GUY
16165,1511,KHM,HKG
16166,259,KHM,HND
16167,108,KHM,HRV
16168,337,KHM,HTI
16169,171,KHM,HUN
16170,1350,KHM,IDN
16171,301,KHM,IRL
16172,448,KHM,IMN
16173,502,KHM,IND
16174,211,KHM,ISL
16175,181,KHM,ITA
16176,605,KHM,JEY
16177,305,KHM,JAM
16178,246,KHM,JOR
16179,6590,KHM,JPN
16180,382,KHM,KEN
16181,189,KHM,KGZ
16182,4620736,KHM,KHM
16183,358,KHM,KIR
16184,206,KHM,COM
16185,23210,KHM,KOR
16186,869,KHM,KWT
16187,342,KHM,CYM
16188,162,KHM,KAZ
16189,27666,KHM,LAO
16190,687,KHM,LBN
16191,190,KHM,LCA
16192,1154,KHM,LKA
16193,1009,KHM,LBR
16194,189,KHM,LSO
16195,137,KHM,LTU
16196,426,KHM,LUX
16197,146,KHM,LVA
16198,266,KHM,LBY
16199,628,KHM,MAR
16200,102,KHM,MDA
16201,165,KHM,MNE
16202,476,KHM,MDG
16203,183,KHM,MKD
16204,1429,KHM,MLI
16205,7035,KHM,MMR
16206,296,KHM,MNG
16207,4248,KHM,MAC
16208,240,KHM,MTQ
16209,321,KHM,MRT
16210,400,KHM,MLT
16211,426,KHM,MUS
16212,1583,KHM,MDV
16213,267,KHM,MWI
16214,152,KHM,MEX
16215,7338,KHM,MYS
16216,355,KHM,MOZ
16217,247,KHM,NULL
16218,435,KHM,NCL
16219,411,KHM,NER
16220,1231,KHM,NGA
16221,340,KHM,NIC
16222,342,KHM,NLD
16223,464,KHM,NOR
16224,924,KHM,NPL
16225,5098,KHM,NZL
16226,978,KHM,OMN
16227,203,KHM,PAN
16228,227,KHM,PER
16229,253,KHM,PYF
16230,457,KHM,PNG
16231,1241,KHM,PHL
16232,1451,KHM,PAK
16233,72,KHM,POL
16234,111,KHM,PRI
16235,155,KHM,PRT
16236,228,KHM,PRY
16237,1075,KHM,QAT
16238,251,KHM,REU
16239,156,KHM,ROU
16240,180,KHM,SRB
16241,551,KHM,RWA
16242,898,KHM,SAU
16243,450,KHM,SLB
16244,666,KHM,SYC
16245,404,KHM,SWE
16246,4242,KHM,SGP
16247,133,KHM,SVN
16248,86,KHM,SVK
16249,1195,KHM,SLE
16250,608,KHM,SEN
16251,296,KHM,SUR
16252,310,KHM,STP
16253,238,KHM,SLV
16254,647,KHM,SWZ
16255,326,KHM,TCD
16256,797,KHM,TGO
16257,41207,KHM,THA
16258,531,KHM,TJK
16259,2193,KHM,TLS
16260,440,KHM,TUN
16261,380,KHM,TON
16262,296,KHM,TUR
16263,233,KHM,TTO
16264,1936,KHM,TWN
16265,426,KHM,TZA
16266,153,KHM,UKR
16267,656,KHM,UGA
16268,1231,KHM,USA
16269,98,KHM,URY
16270,399,KHM,UZB
16271,197,KHM,VCT
16272,5980,KHM,VNM
16273,223,KHM,VUT
16274,274,KHM,WSM
16275,144,KHM,XKX
16276,203,KHM,MYT
16277,168,KHM,ZAF
16278,603,KHM,ZMB
16279,199,KHM,ZWE
16280,1935,KIR,ARE
16281,1833,KIR,ATG
16282,172,KIR,ALB
16283,116,KIR,ARM
16284,2649,KIR,AGO
16285,244,KIR,ARG
16286,214,KIR,AUT
16287,42671,KIR,AUS
16288,490,KIR,ABW
16289,147,KIR,AZE
16290,167,KIR,BIH
16291,1730,KIR,BRB
16292,2069,KIR,BGD
16293,124,KIR,BEL
16294,947,KIR,BFA
16295,172,KIR,BGR
16296,1008,KIR,BHR
16297,1319,KIR,BDI
16298,18249,KIR,BEN
16299,689,KIR,BRN
16300,253,KIR,BOL
16301,364,KIR,BRA
16302,1530,KIR,BHS
16303,1091,KIR,BTN
16304,1305,KIR,BWA
16305,279,KIR,BLR
16306,13206,KIR,BLZ
16307,500,KIR,CAN
16308,1589,KIR,COD
16309,1289,KIR,CAF
16310,2220,KIR,COG
16311,1285,KIR,CHE
16312,1154,KIR,CIV
16313,203,KIR,CHL
16314,862,KIR,CMR
16315,299,KIR,COL
16316,351,KIR,CRI
16317,3616,KIR,CPV
16318,12533,KIR,CUW
16319,2064,KIR,CYP
16320,79,KIR,CZE
16321,705,KIR,DEU
16322,742,KIR,DJI
16323,315,KIR,DNK
16324,992,KIR,DOM
16325,580,KIR,DZA
16326,547,KIR,ECU
16327,83,KIR,EST
16328,730,KIR,EGY
16329,414,KIR,ESP
16330,832,KIR,ETH
16331,148,KIR,FIN
16332,4071395,KIR,FJI
16333,536651,KIR,FSM
16334,235,KIR,FRA
16335,718,KIR,GAB
16336,661,KIR,GBR
16337,4315,KIR,GRD
16338,336,KIR,GEO
16339,1132,KIR,GUF
16340,2313,KIR,GHA
16341,2683,KIR,GMB
16342,880,KIR,GIN
16343,460,KIR,GLP
16344,647,KIR,GNQ
16345,149,KIR,GRC
16346,237,KIR,GTM
16347,37103,KIR,GUM
16348,1247,KIR,GNB
16349,12467,KIR,GUY
16350,2007,KIR,HKG
16351,418,KIR,HND
16352,162,KIR,HRV
16353,1470,KIR,HTI
16354,176,KIR,HUN
16355,941,KIR,IDN
16356,309,KIR,IRL
16357,258,KIR,IMN
16358,834,KIR,IND
16359,418,KIR,ISL
16360,648,KIR,ITA
16361,433,KIR,JEY
16362,1957,KIR,JAM
16363,354,KIR,JOR
16364,7008,KIR,JPN
16365,1446,KIR,KEN
16366,138,KIR,KGZ
16367,358,KIR,KHM
16368,771672520,KIR,KIR
16369,2891,KIR,COM
16370,1938,KIR,KOR
16371,2417,KIR,KWT
16372,2678,KIR,CYM
16373,117,KIR,KAZ
16374,260,KIR,LAO
16375,259,KIR,LBN
16376,4433,KIR,LCA
16377,22355,KIR,LKA
16378,3469,KIR,LBR
16379,500,KIR,LSO
16380,120,KIR,LTU
16381,218,KIR,LUX
16382,145,KIR,LVA
16383,203,KIR,LBY
16384,1150,KIR,MAR
16385,81,KIR,MDA
16386,437,KIR,MNE
16387,1964,KIR,MDG
16388,1583,KIR,MKD
16389,1051,KIR,MLI
16390,274,KIR,MMR
16391,366,KIR,MNG
16392,795,KIR,MAC
16393,250,KIR,MTQ
16394,729,KIR,MRT
16395,903,KIR,MLT
16396,10141,KIR,MUS
16397,3007,KIR,MDV
16398,1212,KIR,MWI
16399,201,KIR,MEX
16400,677,KIR,MYS
16401,2234,KIR,MOZ
16402,946,KIR,NULL
16403,44268,KIR,NCL
16404,1196,KIR,NER
16405,1629,KIR,NGA
16406,556,KIR,NIC
16407,287,KIR,NLD
16408,692,KIR,NOR
16409,392,KIR,NPL
16410,462920,KIR,NZL
16411,1080,KIR,OMN
16412,1438,KIR,PAN
16413,371,KIR,PER
16414,106099,KIR,PYF
16415,376073,KIR,PNG
16416,3522,KIR,PHL
16417,1429,KIR,PAK
16418,165,KIR,POL
16419,150,KIR,PRI
16420,191,KIR,PRT
16421,488,KIR,PRY
16422,3695,KIR,QAT
16423,3220,KIR,REU
16424,202,KIR,ROU
16425,243,KIR,SRB
16426,2299,KIR,RWA
16427,2053,KIR,SAU
16428,3450377,KIR,SLB
16429,8861,KIR,SYC
16430,509,KIR,SWE
16431,793,KIR,SGP
16432,311,KIR,SVN
16433,368,KIR,SVK
16434,3890,KIR,SLE
16435,1090,KIR,SEN
16436,6863,KIR,SUR
16437,3312,KIR,STP
16438,321,KIR,SLV
16439,2027,KIR,SWZ
16440,1060,KIR,TCD
16441,3183,KIR,TGO
16442,164,KIR,THA
16443,238,KIR,TJK
16444,8610,KIR,TLS
16445,1006,KIR,TUN
16446,651376,KIR,TON
16447,344,KIR,TUR
16448,4125,KIR,TTO
16449,1965,KIR,TWN
16450,1992,KIR,TZA
16451,121,KIR,UKR
16452,2002,KIR,UGA
16453,2625,KIR,USA
16454,260,KIR,URY
16455,140,KIR,UZB
16456,4681,KIR,VCT
16457,237,KIR,VNM
16458,490963,KIR,VUT
16459,540652,KIR,WSM
16460,134,KIR,XKX
16461,4963,KIR,MYT
16462,603,KIR,ZAF
16463,2550,KIR,ZMB
16464,868,KIR,ZWE
16465,10251,COM,ARE
16466,9804,COM,ATG
16467,231,COM,ALB
16468,139,COM,ARM
16469,5918,COM,AGO
16470,166,COM,ARG
16471,147,COM,AUT
16472,199,COM,AUS
16473,611,COM,ABW
16474,249,COM,AZE
16475,203,COM,BIH
16476,931,COM,BRB
16477,657,COM,BGD
16478,1335,COM,BEL
16479,15235,COM,BFA
16480,257,COM,BGR
16481,1063,COM,BHR
16482,30804,COM,BDI
16483,37572,COM,BEN
16484,256,COM,BRN
16485,229,COM,BOL
16486,321,COM,BRA
16487,2498,COM,BHS
16488,223,COM,BTN
16489,7309,COM,BWA
16490,255,COM,BLR
16491,5737,COM,BLZ
16492,1279,COM,CAN
16493,18569,COM,COD
16494,28409,COM,CAF
16495,24367,COM,COG
16496,1130,COM,CHE
16497,18750,COM,CIV
16498,133,COM,CHL
16499,18105,COM,CMR
16500,294,COM,COL
16501,243,COM,CRI
16502,5578,COM,CPV
16503,631,COM,CUW
16504,2613,COM,CYP
16505,112,COM,CZE
16506,302,COM,DEU
16507,24604,COM,DJI
16508,540,COM,DNK
16509,1046,COM,DOM
16510,1500,COM,DZA
16511,236,COM,ECU
16512,78,COM,EST
16513,2633,COM,EGY
16514,245,COM,ESP
16515,1888,COM,ETH
16516,102,COM,FIN
16517,43050,COM,FJI
16518,404,COM,FSM
16519,122528,COM,FRA
16520,20368,COM,GAB
16521,318,COM,GBR
16522,2751,COM,GRD
16523,161,COM,GEO
16524,13468,COM,GUF
16525,4880,COM,GHA
16526,3343,COM,GMB
16527,40881,COM,GIN
16528,13233,COM,GLP
16529,8909,COM,GNQ
16530,1287,COM,GRC
16531,193,COM,GTM
16532,155,COM,GUM
16533,4781,COM,GNB
16534,4463,COM,GUY
16535,145,COM,HKG
16536,388,COM,HND
16537,116,COM,HRV
16538,6710,COM,HTI
16539,134,COM,HUN
16540,376,COM,IDN
16541,179,COM,IRL
16542,165,COM,IMN
16543,416,COM,IND
16544,149,COM,ISL
16545,241,COM,ITA
16546,204,COM,JEY
16547,3487,COM,JAM
16548,904,COM,JOR
16549,109,COM,JPN
16550,26777,COM,KEN
16551,176,COM,KGZ
16552,206,COM,KHM
16553,2891,COM,KIR
16554,95842519,COM,COM
16555,76,COM,KOR
16556,6800,COM,KWT
16557,513,COM,CYM
16558,273,COM,KAZ
16559,164,COM,LAO
16560,1570,COM,LBN
16561,3635,COM,LCA
16562,1115,COM,LKA
16563,11528,COM,LBR
16564,6061,COM,LSO
16565,86,COM,LTU
16566,6105,COM,LUX
16567,113,COM,LVA
16568,1322,COM,LBY
16569,11945,COM,MAR
16570,152,COM,MDA
16571,188,COM,MNE
16572,1297693,COM,MDG
16573,157,COM,MKD
16574,11738,COM,MLI
16575,92,COM,MMR
16576,163,COM,MNG
16577,355,COM,MAC
16578,7328,COM,MTQ
16579,7588,COM,MRT
16580,770,COM,MLT
16581,177368,COM,MUS
16582,925,COM,MDV
16583,5901,COM,MWI
16584,166,COM,MEX
16585,654,COM,MYS
16586,13029,COM,MOZ
16587,7642,COM,NULL
16588,3963,COM,NCL
16589,41867,COM,NER
16590,2181,COM,NGA
16591,446,COM,NIC
16592,227,COM,NLD
16593,126,COM,NOR
16594,519,COM,NPL
16595,123,COM,NZL
16596,10580,COM,OMN
16597,361,COM,PAN
16598,165,COM,PER
16599,1746,COM,PYF
16600,3382,COM,PNG
16601,466,COM,PHL
16602,976,COM,PAK
16603,104,COM,POL
16604,125,COM,PRI
16605,393,COM,PRT
16606,551,COM,PRY
16607,9588,COM,QAT
16608,3508149,COM,REU
16609,286,COM,ROU
16610,170,COM,SRB
16611,22008,COM,RWA
16612,4324,COM,SAU
16613,79145,COM,SLB
16614,208281,COM,SYC
16615,242,COM,SWE
16616,167,COM,SGP
16617,442,COM,SVN
16618,148,COM,SVK
16619,10798,COM,SLE
16620,141106,COM,SEN
16621,4127,COM,SUR
16622,12708,COM,STP
16623,197,COM,SLV
16624,8049,COM,SWZ
16625,19054,COM,TCD
16626,17498,COM,TGO
16627,97,COM,THA
16628,403,COM,TJK
16629,995,COM,TLS
16630,25716,COM,TUN
16631,2003,COM,TON
16632,1916,COM,TUR
16633,2048,COM,TTO
16634,82,COM,TWN
16635,308287,COM,TZA
16636,1025,COM,UKR
16637,49517,COM,UGA
16638,291,COM,USA
16639,335,COM,URY
16640,230,COM,UZB
16641,1952,COM,VCT
16642,153,COM,VNM
16643,8101,COM,VUT
16644,1515,COM,WSM
16645,180,COM,XKX
16646,28871714,COM,MYT
16647,5142,COM,ZAF
16648,11757,COM,ZMB
16649,2814,COM,ZWE
16650,3160,KOR,ARE
16651,357,KOR,ATG
16652,312,KOR,ALB
16653,312,KOR,ARM
16654,242,KOR,AGO
16655,343,KOR,ARG
16656,1145,KOR,AUT
16657,4343,KOR,AUS
16658,353,KOR,ABW
16659,425,KOR,AZE
16660,162,KOR,BIH
16661,332,KOR,BRB
16662,1444,KOR,BGD
16663,749,KOR,BEL
16664,252,KOR,BFA
16665,511,KOR,BGR
16666,2660,KOR,BHR
16667,693,KOR,BDI
16668,337,KOR,BEN
16669,3119,KOR,BRN
16670,430,KOR,BOL
16671,262,KOR,BRA
16672,636,KOR,BHS
16673,1732,KOR,BTN
16674,292,KOR,BWA
16675,812,KOR,BLR
16676,317,KOR,BLZ
16677,3676,KOR,CAN
16678,265,KOR,COD
16679,511,KOR,CAF
16680,361,KOR,COG
16681,1968,KOR,CHE
16682,278,KOR,CIV
16683,369,KOR,CHL
16684,737,KOR,CMR
16685,288,KOR,COL
16686,466,KOR,CRI
16687,355,KOR,CPV
16688,315,KOR,CUW
16689,2013,KOR,CYP
16690,836,KOR,CZE
16691,1576,KOR,DEU
16692,295,KOR,DJI
16693,881,KOR,DNK
16694,263,KOR,DOM
16695,294,KOR,DZA
16696,301,KOR,ECU
16697,688,KOR,EST
16698,439,KOR,EGY
16699,777,KOR,ESP
16700,636,KOR,ETH
16701,993,KOR,FIN
16702,1743,KOR,FJI
16703,1504,KOR,FSM
16704,915,KOR,FRA
16705,762,KOR,GAB
16706,1212,KOR,GBR
16707,520,KOR,GRD
16708,406,KOR,GEO
16709,248,KOR,GUF
16710,1290,KOR,GHA
16711,1500,KOR,GMB
16712,916,KOR,GIN
16713,303,KOR,GLP
16714,798,KOR,GNQ
16715,616,KOR,GRC
16716,267,KOR,GTM
16717,13550,KOR,GUM
16718,183,KOR,GNB
16719,370,KOR,GUY
16720,7227,KOR,HKG
16721,223,KOR,HND
16722,508,KOR,HRV
16723,229,KOR,HTI
16724,785,KOR,HUN
16725,1628,KOR,IDN
16726,1239,KOR,IRL
16727,744,KOR,IMN
16728,215,KOR,IND
16729,1279,KOR,ISL
16730,896,KOR,ITA
16731,598,KOR,JEY
16732,575,KOR,JAM
16733,518,KOR,JOR
16734,8434,KOR,JPN
16735,429,KOR,KEN
16736,4559,KOR,KGZ
16737,23210,KOR,KHM
16738,1938,KOR,KIR
16739,76,KOR,COM
16740,1758296,KOR,KOR
16741,1911,KOR,KWT
16742,1903,KOR,CYM
16743,3599,KOR,KAZ
16744,5113,KOR,LAO
16745,512,KOR,LBN
16746,425,KOR,LCA
16747,14911,KOR,LKA
16748,4150,KOR,LBR
16749,147,KOR,LSO
16750,503,KOR,LTU
16751,1247,KOR,LUX
16752,612,KOR,LVA
16753,513,KOR,LBY
16754,662,KOR,MAR
16755,316,KOR,MDA
16756,449,KOR,MNE
16757,273,KOR,MDG
16758,308,KOR,MKD
16759,529,KOR,MLI
16760,4279,KOR,MMR
16761,50716,KOR,MNG
16762,7041,KOR,MAC
16763,212,KOR,MTQ
16764,232,KOR,MRT
16765,2130,KOR,MLT
16766,509,KOR,MUS
16767,2287,KOR,MDV
16768,269,KOR,MWI
16769,321,KOR,MEX
16770,3422,KOR,MYS
16771,200,KOR,MOZ
16772,241,KOR,NULL
16773,465,KOR,NCL
16774,217,KOR,NER
16775,623,KOR,NGA
16776,267,KOR,NIC
16777,1075,KOR,NLD
16778,1018,KOR,NOR
16779,11842,KOR,NPL
16780,5652,KOR,NZL
16781,1460,KOR,OMN
16782,456,KOR,PAN
16783,425,KOR,PER
16784,605,KOR,PYF
16785,318,KOR,PNG
16786,4125,KOR,PHL
16787,941,KOR,PAK
16788,408,KOR,POL
16789,995,KOR,PRI
16790,724,KOR,PRT
16791,690,KOR,PRY
16792,3348,KOR,QAT
16793,247,KOR,REU
16794,423,KOR,ROU
16795,439,KOR,SRB
16796,1010,KOR,RWA
16797,1257,KOR,SAU
16798,510,KOR,SLB
16799,1447,KOR,SYC
16800,1041,KOR,SWE
16801,8800,KOR,SGP
16802,618,KOR,SVN
16803,521,KOR,SVK
16804,1153,KOR,SLE
16805,624,KOR,SEN
16806,650,KOR,SUR
16807,252,KOR,STP
16808,239,KOR,SLV
16809,366,KOR,SWZ
16810,169,KOR,TCD
16811,694,KOR,TGO
16812,13850,KOR,THA
16813,2132,KOR,TJK
16814,46261,KOR,TLS
16815,582,KOR,TUN
16816,531,KOR,TON
16817,441,KOR,TUR
16818,409,KOR,TTO
16819,5740,KOR,TWN
16820,484,KOR,TZA
16821,516,KOR,UKR
16822,992,KOR,UGA
16823,2439,KOR,USA
16824,330,KOR,URY
16825,12121,KOR,UZB
16826,233,KOR,VCT
16827,11846,KOR,VNM
16828,701,KOR,VUT
16829,421,KOR,WSM
16830,198,KOR,XKX
16831,102,KOR,MYT
16832,346,KOR,ZAF
16833,301,KOR,ZMB
16834,351,KOR,ZWE
16835,139864,KWT,ARE
16836,2392,KWT,ATG
16837,1194,KWT,ALB
16838,3468,KWT,ARM
16839,1190,KWT,AGO
16840,435,KWT,ARG
16841,2352,KWT,AUT
16842,5002,KWT,AUS
16843,2589,KWT,ABW
16844,1023,KWT,AZE
16845,2154,KWT,BIH
16846,1061,KWT,BRB
16847,81285,KWT,BGD
16848,1539,KWT,BEL
16849,3765,KWT,BFA
16850,1164,KWT,BGR
16851,183999,KWT,BHR
16852,6775,KWT,BDI
16853,10691,KWT,BEN
16854,32834,KWT,BRN
16855,388,KWT,BOL
16856,592,KWT,BRA
16857,1758,KWT,BHS
16858,75771,KWT,BTN
16859,1613,KWT,BWA
16860,1318,KWT,BLR
16861,973,KWT,BLZ
16862,6577,KWT,CAN
16863,1463,KWT,COD
16864,4737,KWT,CAF
16865,2318,KWT,COG
16866,2359,KWT,CHE
16867,8107,KWT,CIV
16868,319,KWT,CHL
16869,7361,KWT,CMR
16870,637,KWT,COL
16871,792,KWT,CRI
16872,675,KWT,CPV
16873,1104,KWT,CUW
16874,15541,KWT,CYP
16875,606,KWT,CZE
16876,2635,KWT,DEU
16877,9973,KWT,DJI
16878,1461,KWT,DNK
16879,992,KWT,DOM
16880,2778,KWT,DZA
16881,496,KWT,ECU
16882,519,KWT,EST
16883,138274,KWT,EGY
16884,1473,KWT,ESP
16885,55477,KWT,ETH
16886,1067,KWT,FIN
16887,3033,KWT,FJI
16888,3661,KWT,FSM
16889,1814,KWT,FRA
16890,3266,KWT,GAB
16891,4499,KWT,GBR
16892,1212,KWT,GRD
16893,1549,KWT,GEO
16894,1070,KWT,GUF
16895,9122,KWT,GHA
16896,7564,KWT,GMB
16897,7927,KWT,GIN
16898,571,KWT,GLP
16899,7683,KWT,GNQ
16900,4322,KWT,GRC
16901,354,KWT,GTM
16902,12278,KWT,GUM
16903,1428,KWT,GNB
16904,2521,KWT,GUY
16905,13065,KWT,HKG
16906,787,KWT,HND
16907,976,KWT,HRV
16908,1074,KWT,HTI
16909,751,KWT,HUN
16910,1503,KWT,IDN
16911,6304,KWT,IRL
16912,2908,KWT,IMN
16913,23810,KWT,IND
16914,2055,KWT,ISL
16915,3360,KWT,ITA
16916,1494,KWT,JEY
16917,1860,KWT,JAM
16918,55730,KWT,JOR
16919,1972,KWT,JPN
16920,5419,KWT,KEN
16921,1227,KWT,KGZ
16922,869,KWT,KHM
16923,2417,KWT,KIR
16924,6800,KWT,COM
16925,1911,KWT,KOR
16926,2493409,KWT,KWT
16927,18093,KWT,CYM
16928,748,KWT,KAZ
16929,639,KWT,LAO
16930,77270,KWT,LBN
16931,1100,KWT,LCA
16932,101954,KWT,LKA
16933,8692,KWT,LBR
16934,1078,KWT,LSO
16935,513,KWT,LTU
16936,2195,KWT,LUX
16937,665,KWT,LVA
16938,14530,KWT,LBY
16939,5236,KWT,MAR
16940,455,KWT,MDA
16941,1504,KWT,MNE
16942,45497,KWT,MDG
16943,1825,KWT,MKD
16944,8961,KWT,MLI
16945,486,KWT,MMR
16946,379,KWT,MNG
16947,16339,KWT,MAC
16948,412,KWT,MTQ
16949,6298,KWT,MRT
16950,15636,KWT,MLT
16951,8412,KWT,MUS
16952,74256,KWT,MDV
16953,5346,KWT,MWI
16954,365,KWT,MEX
16955,12353,KWT,MYS
16956,1327,KWT,MOZ
16957,1849,KWT,NULL
16958,266,KWT,NCL
16959,4487,KWT,NER
16960,2371,KWT,NGA
16961,843,KWT,NIC
16962,1808,KWT,NLD
16963,2066,KWT,NOR
16964,49527,KWT,NPL
16965,6493,KWT,NZL
16966,137840,KWT,OMN
16967,698,KWT,PAN
16968,394,KWT,PER
16969,308,KWT,PYF
16970,1736,KWT,PNG
16971,66208,KWT,PHL
16972,16205,KWT,PAK
16973,486,KWT,POL
16974,1212,KWT,PRI
16975,1810,KWT,PRT
16976,1265,KWT,PRY
16977,197036,KWT,QAT
16978,1606,KWT,REU
16979,1396,KWT,ROU
16980,1872,KWT,SRB
16981,3751,KWT,RWA
16982,129373,KWT,SAU
16983,1624,KWT,SLB
16984,20653,KWT,SYC
16985,2987,KWT,SWE
16986,23912,KWT,SGP
16987,890,KWT,SVN
16988,532,KWT,SVK
16989,67142,KWT,SLE
16990,2438,KWT,SEN
16991,1472,KWT,SUR
16992,826,KWT,STP
16993,480,KWT,SLV
16994,1981,KWT,SWZ
16995,9560,KWT,TCD
16996,8701,KWT,TGO
16997,877,KWT,THA
16998,1044,KWT,TJK
16999,1021,KWT,TLS
17000,8280,KWT,TUN
17001,898,KWT,TON
17002,3931,KWT,TUR
17003,1830,KWT,TTO
17004,1807,KWT,TWN
17005,3187,KWT,TZA
17006,984,KWT,UKR
17007,9675,KWT,UGA
17008,2294,KWT,USA
17009,459,KWT,URY
17010,999,KWT,UZB
17011,850,KWT,VCT
17012,662,KWT,VNM
17013,818,KWT,VUT
17014,890,KWT,WSM
17015,1321,KWT,XKX
17016,5598,KWT,MYT
17017,1855,KWT,ZAF
17018,2001,KWT,ZMB
17019,1474,KWT,ZWE
17020,38058,CYM,ARE
17021,1092215,CYM,ATG
17022,2084,CYM,ALB
17023,1286,CYM,ARM
17024,2307,CYM,AGO
17025,2487,CYM,ARG
17026,11591,CYM,AUT
17027,31267,CYM,AUS
17028,146256,CYM,ABW
17029,814,CYM,AZE
17030,2538,CYM,BIH
17031,1425980,CYM,BRB
17032,519,CYM,BGD
17033,3592,CYM,BEL
17034,821,CYM,BFA
17035,4692,CYM,BGR
17036,26522,CYM,BHR
17037,833,CYM,BDI
17038,1775,CYM,BEN
17039,17173,CYM,BRN
17040,1464,CYM,BOL
17041,1819,CYM,BRA
17042,606896,CYM,BHS
17043,2199,CYM,BTN
17044,15532,CYM,BWA
17045,815,CYM,BLR
17046,504645,CYM,BLZ
17047,106228,CYM,CAN
17048,1258,CYM,COD
17049,1335,CYM,CAF
17050,2446,CYM,COG
17051,16228,CYM,CHE
17052,1508,CYM,CIV
17053,2514,CYM,CHL
17054,1807,CYM,CMR
17055,9770,CYM,COL
17056,48981,CYM,CRI
17057,1668,CYM,CPV
17058,188495,CYM,CUW
17059,17289,CYM,CYP
17060,3411,CYM,CZE
17061,4921,CYM,DEU
17062,1320,CYM,DJI
17063,5924,CYM,DNK
17064,69199,CYM,DOM
17065,380,CYM,DZA
17066,3441,CYM,ECU
17067,3335,CYM,EST
17068,638,CYM,EGY
17069,9990,CYM,ESP
17070,635,CYM,ETH
17071,6563,CYM,FIN
17072,4475,CYM,FJI
17073,20287,CYM,FSM
17074,3479,CYM,FRA
17075,1971,CYM,GAB
17076,76300,CYM,GBR
17077,365894,CYM,GRD
17078,584,CYM,GEO
17079,28193,CYM,GUF
17080,7351,CYM,GHA
17081,7982,CYM,GMB
17082,1337,CYM,GIN
17083,17510,CYM,GLP
17084,5988,CYM,GNQ
17085,3496,CYM,GRC
17086,3298,CYM,GTM
17087,29782,CYM,GUM
17088,1417,CYM,GNB
17089,654725,CYM,GUY
17090,18536,CYM,HKG
17091,462751,CYM,HND
17092,3686,CYM,HRV
17093,17725,CYM,HTI
17094,5693,CYM,HUN
17095,623,CYM,IDN
17096,105104,CYM,IRL
17097,248759,CYM,IMN
17098,3134,CYM,IND
17099,12505,CYM,ISL
17100,9211,CYM,ITA
17101,504256,CYM,JEY
17102,7220568,CYM,JAM
17103,2110,CYM,JOR
17104,3916,CYM,JPN
17105,17969,CYM,KEN
17106,291,CYM,KGZ
17107,342,CYM,KHM
17108,2678,CYM,KIR
17109,513,CYM,COM
17110,1903,CYM,KOR
17111,18093,CYM,KWT
17112,383930175,CYM,CYM
17113,590,CYM,KAZ
17114,256,CYM,LAO
17115,7881,CYM,LBN
