,user_loc,fr_loc,scaled_sci,region
1880,EST,COG,633,Europe
1881,EST,CHE,13261,Europe
1882,EST,CIV,494,Europe
1883,EST,CHL,627,Europe
1884,EST,CMR,2080,Europe
1885,EST,COL,359,Europe
1886,EST,CRI,1160,Europe
1887,EST,CPV,512,Europe
1888,EST,CUW,1831,Europe
1889,EST,CYP,15540,Europe
1890,EST,CZE,6376,Europe
1891,EST,DEU,7796,Europe
1892,EST,DJI,173,Europe
1893,EST,DNK,18236,Europe
1894,EST,DOM,432,Europe
1895,EST,DZA,281,Europe
1896,EST,ECU,389,Europe
1897,EST,EST,35939453,Europe
1898,EST,EGY,597,Europe
1899,EST,ESP,5503,Europe
1900,EST,ETH,252,Europe
1901,EST,FIN,388267,Europe
1902,EST,FJI,312,Europe
1903,EST,FSM,121,Europe
1904,EST,FRA,3056,Europe
1905,EST,GAB,335,Europe
1906,EST,GBR,9518,Europe
1907,EST,GRD,648,Europe
1908,EST,GEO,16153,Europe
1909,EST,GUF,418,Europe
1910,EST,GHA,1598,Europe
1911,EST,GMB,7052,Europe
1912,EST,GIN,393,Europe
1913,EST,GLP,731,Europe
1914,EST,GNQ,797,Europe
1915,EST,GRC,5376,Europe
1916,EST,GTM,228,Europe
1917,EST,GUM,671,Europe
1918,EST,GNB,210,Europe
1919,EST,GUY,402,Europe
1920,EST,HKG,1468,Europe
1921,EST,HND,197,Europe
1922,EST,HRV,4753,Europe
1923,EST,HTI,131,Europe
1924,EST,HUN,5083,Europe
1925,EST,IDN,201,Europe
1926,EST,IRL,16541,Europe
1927,EST,IMN,7547,Europe
1928,EST,IND,244,Europe
1929,EST,ISL,37944,Europe
1930,EST,ITA,4695,Europe
1931,EST,JEY,9773,Europe
1932,EST,JAM,944,Europe
1933,EST,JOR,480,Europe
1934,EST,JPN,1116,Europe
1935,EST,KEN,491,Europe
1936,EST,KGZ,3242,Europe
1937,EST,KHM,200,Europe
1938,EST,KIR,83,Europe
1939,EST,COM,78,Europe
1940,EST,KOR,688,Europe
1941,EST,KWT,519,Europe
1942,EST,CYM,3335,Europe
1943,EST,KAZ,3061,Europe
1944,EST,LAO,95,Europe
1945,EST,LBN,1224,Europe
1946,EST,LCA,979,Europe
1947,EST,LKA,1608,Europe
1948,EST,LBR,1178,Europe
1949,EST,LSO,92,Europe
1950,EST,LTU,46492,Europe
1951,EST,LUX,30352,Europe
1952,EST,LVA,196705,Europe
1953,EST,LBY,132,Europe
1954,EST,MAR,523,Europe
1955,EST,MDA,14237,Europe
1956,EST,MNE,7648,Europe
1957,EST,MDG,248,Europe
1958,EST,MKD,5562,Europe
1959,EST,MLI,386,Europe
1960,EST,MMR,52,Europe
1961,EST,MNG,631,Europe
1962,EST,MAC,822,Europe
1963,EST,MTQ,754,Europe
1964,EST,MRT,145,Europe
1965,EST,MLT,35134,Europe
1966,EST,MUS,2318,Europe
1967,EST,MDV,1730,Europe
1968,EST,MWI,128,Europe
1969,EST,MEX,342,Europe
1970,EST,MYS,399,Europe
1971,EST,MOZ,214,Europe
1972,EST,NULL,779,Europe
1973,EST,NCL,689,Europe
1974,EST,NER,210,Europe
1975,EST,NGA,2306,Europe
1976,EST,NIC,193,Europe
1977,EST,NLD,9363,Europe
1978,EST,NOR,32844,Europe
1979,EST,NPL,869,Europe
1980,EST,NZL,5448,Europe
1981,EST,OMN,729,Europe
1982,EST,PAN,733,Europe
1983,EST,PER,285,Europe
1984,EST,PYF,817,Europe
1985,EST,PNG,132,Europe
1986,EST,PHL,366,Europe
1987,EST,PAK,527,Europe
1988,EST,POL,4157,Europe
1989,EST,PRI,452,Europe
1990,EST,PRT,5911,Europe
1991,EST,PRY,415,Europe
1992,EST,QAT,1302,Europe
1993,EST,REU,1082,Europe
1994,EST,ROU,2723,Europe
1995,EST,SRB,3842,Europe
1996,EST,RWA,344,Europe
1997,EST,SAU,356,Europe
1998,EST,SLB,117,Europe
1999,EST,SYC,1691,Europe
2000,EST,SWE,25764,Europe
2001,EST,SGP,2294,Europe
2002,EST,SVN,8837,Europe
2003,EST,SVK,4036,Europe
2004,EST,SLE,1121,Europe
2005,EST,SEN,301,Europe
2006,EST,SUR,388,Europe
2007,EST,STP,752,Europe
2008,EST,SLV,220,Europe
2009,EST,SWZ,219,Europe
2010,EST,TCD,169,Europe
2011,EST,TGO,474,Europe
2012,EST,THA,442,Europe
2013,EST,TJK,3131,Europe
2014,EST,TLS,450,Europe
2015,EST,TUN,1053,Europe
2016,EST,TON,143,Europe
2017,EST,TUR,1436,Europe
2018,EST,TTO,529,Europe
2019,EST,TWN,463,Europe
2020,EST,TZA,347,Europe
2021,EST,UKR,24605,Europe
2022,EST,UGA,862,Europe
2023,EST,USA,1818,Europe
2024,EST,URY,1011,Europe
2025,EST,UZB,2661,Europe
2026,EST,VCT,531,Europe
2027,EST,VNM,128,Europe
2028,EST,VUT,913,Europe
2029,EST,WSM,115,Europe
2030,EST,XKX,1356,Europe
2031,EST,MYT,165,Europe
2032,EST,ZAF,369,Europe
2033,EST,ZMB,367,Europe
2034,EST,ZWE,438,Europe
2035,ESP,ARE,3543,Europe
2036,ESP,ATG,4581,Europe
2037,ESP,ALB,3427,Europe
2038,ESP,ARM,3258,Europe
2039,ESP,AGO,1464,Europe
2040,ESP,ARG,15275,Europe
2041,ESP,AUT,8224,Europe
2042,ESP,AUS,3120,Europe
2043,ESP,ABW,17563,Europe
2044,ESP,AZE,678,Europe
2045,ESP,BIH,1930,Europe
2046,ESP,BRB,1691,Europe
2047,ESP,BGD,573,Europe
2048,ESP,BEL,13070,Europe
2049,ESP,BFA,1614,Europe
2050,ESP,BGR,18496,Europe
2051,ESP,BHR,2133,Europe
2052,ESP,BDI,679,Europe
2053,ESP,BEN,3507,Europe
2054,ESP,BRN,718,Europe
2055,ESP,BOL,18104,Europe
2056,ESP,BRA,2739,Europe
2057,ESP,BHS,1807,Europe
2058,ESP,BTN,431,Europe
2059,ESP,BWA,475,Europe
2060,ESP,BLR,3142,Europe
2061,ESP,BLZ,2273,Europe
2062,ESP,CAN,2699,Europe
2063,ESP,COD,680,Europe
2064,ESP,CAF,2274,Europe
2065,ESP,COG,2094,Europe
2066,ESP,CHE,21241,Europe
2067,ESP,CIV,2903,Europe
2068,ESP,CHL,10860,Europe
2069,ESP,CMR,2381,Europe
2070,ESP,COL,19287,Europe
2071,ESP,CRI,10806,Europe
2072,ESP,CPV,26514,Europe
2073,ESP,CUW,10739,Europe
2074,ESP,CYP,6566,Europe
2075,ESP,CZE,3314,Europe
2076,ESP,DEU,8660,Europe
2077,ESP,DJI,686,Europe
2078,ESP,DNK,6653,Europe
2079,ESP,DOM,42862,Europe
2080,ESP,DZA,2336,Europe
2081,ESP,ECU,26563,Europe
2082,ESP,EST,5503,Europe
2083,ESP,EGY,677,Europe
2084,ESP,ESP,1074854,Europe
2085,ESP,ETH,383,Europe
2086,ESP,FIN,5678,Europe
2087,ESP,FJI,356,Europe
2088,ESP,FSM,210,Europe
2089,ESP,FRA,9049,Europe
2090,ESP,GAB,3240,Europe
2091,ESP,GBR,11360,Europe
2092,ESP,GRD,1482,Europe
2093,ESP,GEO,6990,Europe
2094,ESP,GUF,4583,Europe
2095,ESP,GHA,3382,Europe
2096,ESP,GMB,25999,Europe
2097,ESP,GIN,10533,Europe
2098,ESP,GLP,4059,Europe
2099,ESP,GNQ,101754,Europe
2100,ESP,GRC,5828,Europe
2101,ESP,GTM,3852,Europe
2102,ESP,GUM,1570,Europe
2103,ESP,GNB,22652,Europe
2104,ESP,GUY,983,Europe
2105,ESP,HKG,1533,Europe
2106,ESP,HND,46408,Europe
2107,ESP,HRV,3137,Europe
2108,ESP,HTI,1118,Europe
2109,ESP,HUN,3830,Europe
2110,ESP,IDN,269,Europe
2111,ESP,IRL,14848,Europe
2112,ESP,IMN,9362,Europe
2113,ESP,IND,229,Europe
2114,ESP,ISL,15971,Europe
2115,ESP,ITA,15696,Europe
2116,ESP,JEY,11059,Europe
2117,ESP,JAM,1496,Europe
2118,ESP,JOR,967,Europe
2119,ESP,JPN,1166,Europe
2120,ESP,KEN,716,Europe
2121,ESP,KGZ,457,Europe
2122,ESP,KHM,136,Europe
2123,ESP,KIR,414,Europe
2124,ESP,COM,245,Europe
2125,ESP,KOR,777,Europe
2126,ESP,KWT,1473,Europe
2127,ESP,CYM,9990,Europe
2128,ESP,KAZ,658,Europe
2129,ESP,LAO,133,Europe
2130,ESP,LBN,2454,Europe
2131,ESP,LCA,1505,Europe
2132,ESP,LKA,468,Europe
2133,ESP,LBR,2469,Europe
2134,ESP,LSO,173,Europe
2135,ESP,LTU,6079,Europe
2136,ESP,LUX,18985,Europe
2137,ESP,LVA,5078,Europe
2138,ESP,LBY,855,Europe
2139,ESP,MAR,21606,Europe
2140,ESP,MDA,9941,Europe
2141,ESP,MNE,4011,Europe
2142,ESP,MDG,666,Europe
2143,ESP,MKD,2780,Europe
2144,ESP,MLI,9400,Europe
2145,ESP,MMR,86,Europe
2146,ESP,MNG,554,Europe
2147,ESP,MAC,1647,Europe
2148,ESP,MTQ,2984,Europe
2149,ESP,MRT,9286,Europe
2150,ESP,MLT,18333,Europe
2151,ESP,MUS,1314,Europe
2152,ESP,MDV,2107,Europe
2153,ESP,MWI,221,Europe
2154,ESP,MEX,3400,Europe
2155,ESP,MYS,425,Europe
2156,ESP,MOZ,891,Europe
2157,ESP,NULL,1197,Europe
2158,ESP,NCL,2100,Europe
2159,ESP,NER,1062,Europe
2160,ESP,NGA,1179,Europe
2161,ESP,NIC,34339,Europe
2162,ESP,NLD,10020,Europe
2163,ESP,NOR,7739,Europe
2164,ESP,NPL,751,Europe
2165,ESP,NZL,2615,Europe
2166,ESP,OMN,1648,Europe
2167,ESP,PAN,11635,Europe
2168,ESP,PER,12016,Europe
2169,ESP,PYF,2588,Europe
2170,ESP,PNG,189,Europe
2171,ESP,PHL,1337,Europe
2172,ESP,PAK,2194,Europe
2173,ESP,POL,3114,Europe
2174,ESP,PRI,6498,Europe
2175,ESP,PRT,26441,Europe
2176,ESP,PRY,60647,Europe
2177,ESP,QAT,2316,Europe
2178,ESP,REU,2245,Europe
2179,ESP,ROU,44581,Europe
2180,ESP,SRB,3600,Europe
2181,ESP,RWA,528,Europe
2182,ESP,SAU,1241,Europe
2183,ESP,SLB,182,Europe
2184,ESP,SYC,2728,Europe
2185,ESP,SWE,6800,Europe
2186,ESP,SGP,1623,Europe
2187,ESP,SVN,5230,Europe
2188,ESP,SVK,3049,Europe
2189,ESP,SLE,3585,Europe
2190,ESP,SEN,25493,Europe
2191,ESP,SUR,1742,Europe
2192,ESP,STP,4447,Europe
2193,ESP,SLV,8979,Europe
2194,ESP,SWZ,365,Europe
2195,ESP,TCD,768,Europe
2196,ESP,TGO,1560,Europe
2197,ESP,THA,310,Europe
2198,ESP,TJK,417,Europe
2199,ESP,TLS,519,Europe
2200,ESP,TUN,1900,Europe
2201,ESP,TON,440,Europe
2202,ESP,TUR,906,Europe
2203,ESP,TTO,2183,Europe
2204,ESP,TWN,591,Europe
2205,ESP,TZA,618,Europe
2206,ESP,UKR,3689,Europe
2207,ESP,UGA,978,Europe
2208,ESP,USA,3316,Europe
2209,ESP,URY,24986,Europe
2210,ESP,UZB,428,Europe
2211,ESP,VCT,932,Europe
2212,ESP,VNM,206,Europe
2213,ESP,VUT,297,Europe
2214,ESP,WSM,330,Europe
2215,ESP,XKX,1179,Europe
2216,ESP,MYT,892,Europe
2217,ESP,ZAF,505,Europe
2218,ESP,ZMB,453,Europe
2219,ESP,ZWE,457,Europe
2220,FIN,ARE,3102,Europe
2221,FIN,ATG,1271,Europe
2222,FIN,ALB,5104,Europe
2223,FIN,ARM,1317,Europe
2224,FIN,AGO,798,Europe
2225,FIN,ARG,625,Europe
2226,FIN,AUT,10308,Europe
2227,FIN,AUS,6137,Europe
2228,FIN,ABW,2060,Europe
2229,FIN,AZE,1108,Europe
2230,FIN,BIH,6753,Europe
2231,FIN,BRB,1983,Europe
2232,FIN,BGD,839,Europe
2233,FIN,BEL,7394,Europe
2234,FIN,BFA,385,Europe
2235,FIN,BGR,6805,Europe
2236,FIN,BHR,1598,Europe
2237,FIN,BDI,1448,Europe
2238,FIN,BEN,1663,Europe
2239,FIN,BRN,991,Europe
2240,FIN,BOL,312,Europe
2241,FIN,BRA,530,Europe
2242,FIN,BHS,990,Europe
2243,FIN,BTN,718,Europe
2244,FIN,BWA,845,Europe
2245,FIN,BLR,4014,Europe
2246,FIN,BLZ,398,Europe
2247,FIN,CAN,3773,Europe
2248,FIN,COD,1228,Europe
2249,FIN,CAF,2444,Europe
2250,FIN,COG,1242,Europe
2251,FIN,CHE,15945,Europe
2252,FIN,CIV,455,Europe
2253,FIN,CHL,947,Europe
2254,FIN,CMR,3181,Europe
2255,FIN,COL,422,Europe
2256,FIN,CRI,1110,Europe
2257,FIN,CPV,3413,Europe
2258,FIN,CUW,1345,Europe
2259,FIN,CYP,9240,Europe
2260,FIN,CZE,4900,Europe
2261,FIN,DEU,8171,Europe
2262,FIN,DJI,7148,Europe
2263,FIN,DNK,18668,Europe
2264,FIN,DOM,741,Europe
2265,FIN,DZA,343,Europe
2266,FIN,ECU,402,Europe
2267,FIN,EST,388267,Europe
2268,FIN,EGY,640,Europe
2269,FIN,ESP,5678,Europe
2270,FIN,ETH,3252,Europe
2271,FIN,FIN,9068132,Europe
2272,FIN,FJI,661,Europe
2273,FIN,FSM,213,Europe
2274,FIN,FRA,3160,Europe
2275,FIN,GAB,592,Europe
2276,FIN,GBR,6821,Europe
2277,FIN,GRD,1607,Europe
2278,FIN,GEO,1831,Europe
2279,FIN,GUF,694,Europe
2280,FIN,GHA,3291,Europe
2281,FIN,GMB,33880,Europe
2282,FIN,GIN,844,Europe
2283,FIN,GLP,970,Europe
2284,FIN,GNQ,1582,Europe
2285,FIN,GRC,7390,Europe
2286,FIN,GTM,177,Europe
2287,FIN,GUM,1034,Europe
2288,FIN,GNB,1109,Europe
2289,FIN,GUY,635,Europe
2290,FIN,HKG,2162,Europe
2291,FIN,HND,412,Europe
2292,FIN,HRV,4742,Europe
2293,FIN,HTI,146,Europe
2294,FIN,HUN,6485,Europe
2295,FIN,IDN,224,Europe
2296,FIN,IRL,8096,Europe
2297,FIN,IMN,5514,Europe
2298,FIN,IND,275,Europe
2299,FIN,ISL,38086,Europe
2300,FIN,ITA,4415,Europe
2301,FIN,JEY,6038,Europe
2302,FIN,JAM,1144,Europe
2303,FIN,JOR,1073,Europe
2304,FIN,JPN,1741,Europe
2305,FIN,KEN,3944,Europe
2306,FIN,KGZ,911,Europe
2307,FIN,KHM,465,Europe
2308,FIN,KIR,148,Europe
2309,FIN,COM,102,Europe
2310,FIN,KOR,993,Europe
2311,FIN,KWT,1067,Europe
2312,FIN,CYM,6563,Europe
2313,FIN,KAZ,794,Europe
2314,FIN,LAO,464,Europe
2315,FIN,LBN,2809,Europe
2316,FIN,LCA,727,Europe
2317,FIN,LKA,1767,Europe
2318,FIN,LBR,1588,Europe
2319,FIN,LSO,92,Europe
2320,FIN,LTU,11694,Europe
2321,FIN,LUX,19853,Europe
2322,FIN,LVA,36452,Europe
2323,FIN,LBY,402,Europe
2324,FIN,MAR,931,Europe
2325,FIN,MDA,5138,Europe
2326,FIN,MNE,4103,Europe
2327,FIN,MDG,231,Europe
2328,FIN,MKD,6104,Europe
2329,FIN,MLI,361,Europe
2330,FIN,MMR,304,Europe
2331,FIN,MNG,443,Europe
2332,FIN,MAC,1682,Europe
2333,FIN,MTQ,795,Europe
2334,FIN,MRT,585,Europe
2335,FIN,MLT,28667,Europe
2336,FIN,MUS,1092,Europe
2337,FIN,MDV,1887,Europe
2338,FIN,MWI,977,Europe
2339,FIN,MEX,419,Europe
2340,FIN,MYS,673,Europe
2341,FIN,MOZ,517,Europe
2342,FIN,NULL,4158,Europe
2343,FIN,NCL,684,Europe
2344,FIN,NER,570,Europe
2345,FIN,NGA,1327,Europe
2346,FIN,NIC,695,Europe
2347,FIN,NLD,9228,Europe
2348,FIN,NOR,29324,Europe
2349,FIN,NPL,4172,Europe
2350,FIN,NZL,5123,Europe
2351,FIN,OMN,983,Europe
2352,FIN,PAN,536,Europe
2353,FIN,PER,418,Europe
2354,FIN,PYF,999,Europe
2355,FIN,PNG,277,Europe
2356,FIN,PHL,1462,Europe
2357,FIN,PAK,628,Europe
2358,FIN,POL,3411,Europe
2359,FIN,PRI,499,Europe
2360,FIN,PRT,5265,Europe
2361,FIN,PRY,358,Europe
2362,FIN,QAT,2758,Europe
2363,FIN,REU,564,Europe
2364,FIN,ROU,5381,Europe
2365,FIN,SRB,4586,Europe
2366,FIN,RWA,5374,Europe
2367,FIN,SAU,1126,Europe
2368,FIN,SLB,593,Europe
2369,FIN,SYC,2552,Europe
2370,FIN,SWE,68403,Europe
2371,FIN,SGP,3640,Europe
2372,FIN,SVN,8181,Europe
2373,FIN,SVK,3575,Europe
2374,FIN,SLE,2948,Europe
2375,FIN,SEN,1718,Europe
2376,FIN,SUR,347,Europe
2377,FIN,STP,326,Europe
2378,FIN,SLV,314,Europe
2379,FIN,SWZ,954,Europe
2380,FIN,TCD,389,Europe
2381,FIN,TGO,911,Europe
2382,FIN,THA,2278,Europe
2383,FIN,TJK,749,Europe
2384,FIN,TLS,198,Europe
2385,FIN,TUN,1576,Europe
2386,FIN,TON,344,Europe
2387,FIN,TUR,2332,Europe
2388,FIN,TTO,937,Europe
2389,FIN,TWN,620,Europe
2390,FIN,TZA,1624,Europe
2391,FIN,UKR,4180,Europe
2392,FIN,UGA,3135,Europe
2393,FIN,USA,2147,Europe
2394,FIN,URY,1347,Europe
2395,FIN,UZB,699,Europe
2396,FIN,VCT,603,Europe
2397,FIN,VNM,1092,Europe
2398,FIN,VUT,456,Europe
2399,FIN,WSM,251,Europe
2400,FIN,XKX,41466,Europe
2401,FIN,MYT,260,Europe
2402,FIN,ZAF,604,Europe
2403,FIN,ZMB,3033,Europe
2404,FIN,ZWE,1074,Europe
2405,FRA,ARE,4320,Europe
2406,FRA,ATG,3535,Europe
2407,FRA,ALB,9331,Europe
2408,FRA,ARM,7055,Europe
2409,FRA,AGO,6062,Europe
2410,FRA,ARG,1320,Europe
2411,FRA,AUT,6431,Europe
2412,FRA,AUS,3684,Europe
2413,FRA,ABW,2509,Europe
2414,FRA,AZE,1041,Europe
2415,FRA,BIH,4417,Europe
2416,FRA,BRB,1771,Europe
2417,FRA,BGD,1503,Europe
2418,FRA,BEL,40013,Europe
2419,FRA,BFA,10151,Europe
2420,FRA,BGR,6536,Europe
2421,FRA,BHR,2432,Europe
2422,FRA,BDI,4887,Europe
2423,FRA,BEN,12869,Europe
2424,FRA,BRN,726,Europe
2425,FRA,BOL,677,Europe
2426,FRA,BRA,1152,Europe
2427,FRA,BHS,1753,Europe
2428,FRA,BTN,744,Europe
2429,FRA,BWA,574,Europe
2430,FRA,BLR,2086,Europe
2431,FRA,BLZ,694,Europe
2432,FRA,CAN,7921,Europe
2433,FRA,COD,12006,Europe
2434,FRA,CAF,85406,Europe
2435,FRA,COG,55871,Europe
2436,FRA,CHE,41110,Europe
2437,FRA,CIV,28178,Europe
2438,FRA,CHL,1493,Europe
2439,FRA,CMR,20212,Europe
2440,FRA,COL,1228,Europe
2441,FRA,CRI,1369,Europe
2442,FRA,CPV,117084,Europe
2443,FRA,CUW,2560,Europe
2444,FRA,CYP,5105,Europe
2445,FRA,CZE,2663,Europe
2446,FRA,DEU,7098,Europe
2447,FRA,DJI,19252,Europe
2448,FRA,DNK,3961,Europe
2449,FRA,DOM,1951,Europe
2450,FRA,DZA,11330,Europe
2451,FRA,ECU,906,Europe
2452,FRA,EST,3056,Europe
2453,FRA,EGY,1126,Europe
2454,FRA,ESP,9049,Europe
2455,FRA,ETH,1399,Europe
2456,FRA,FIN,3160,Europe
2457,FRA,FJI,1478,Europe
2458,FRA,FSM,146,Europe
2459,FRA,FRA,550941,Europe
2460,FRA,GAB,53920,Europe
2461,FRA,GBR,6233,Europe
2462,FRA,GRD,1880,Europe
2463,FRA,GEO,5737,Europe
2464,FRA,GUF,243116,Europe
2465,FRA,GHA,1676,Europe
2466,FRA,GMB,10984,Europe
2467,FRA,GIN,56546,Europe
2468,FRA,GLP,277144,Europe
2469,FRA,GNQ,12988,Europe
2470,FRA,GRC,5798,Europe
2471,FRA,GTM,330,Europe
2472,FRA,GUM,760,Europe
2473,FRA,GNB,25892,Europe
2474,FRA,GUY,1578,Europe
2475,FRA,HKG,2064,Europe
2476,FRA,HND,362,Europe
2477,FRA,HRV,3026,Europe
2478,FRA,HTI,9416,Europe
2479,FRA,HUN,2669,Europe
2480,FRA,IDN,219,Europe
2481,FRA,IRL,6897,Europe
2482,FRA,IMN,3735,Europe
2483,FRA,IND,213,Europe
2484,FRA,ISL,6173,Europe
2485,FRA,ITA,9863,Europe
2486,FRA,JEY,11633,Europe
2487,FRA,JAM,2001,Europe
2488,FRA,JOR,909,Europe
2489,FRA,JPN,1436,Europe
2490,FRA,KEN,959,Europe
2491,FRA,KGZ,487,Europe
2492,FRA,KHM,1549,Europe
2493,FRA,KIR,235,Europe
2494,FRA,COM,122528,Europe
2495,FRA,KOR,915,Europe
2496,FRA,KWT,1814,Europe
2497,FRA,CYM,3479,Europe
2498,FRA,KAZ,540,Europe
2499,FRA,LAO,1454,Europe
2500,FRA,LBN,11914,Europe
2501,FRA,LCA,7444,Europe
2502,FRA,LKA,3556,Europe
2503,FRA,LBR,4524,Europe
2504,FRA,LSO,236,Europe
2505,FRA,LTU,2465,Europe
2506,FRA,LUX,91265,Europe
2507,FRA,LVA,2817,Europe
2508,FRA,LBY,1783,Europe
2509,FRA,MAR,12599,Europe
2510,FRA,MDA,21415,Europe
2511,FRA,MNE,6710,Europe
2512,FRA,MDG,19055,Europe
2513,FRA,MKD,5184,Europe
2514,FRA,MLI,28960,Europe
2515,FRA,MMR,102,Europe
2516,FRA,MNG,1631,Europe
2517,FRA,MAC,1457,Europe
2518,FRA,MTQ,272857,Europe
2519,FRA,MRT,15688,Europe
2520,FRA,MLT,12798,Europe
2521,FRA,MUS,26697,Europe
2522,FRA,MDV,1826,Europe
2523,FRA,MWI,290,Europe
2524,FRA,MEX,652,Europe
2525,FRA,MYS,498,Europe
2526,FRA,MOZ,972,Europe
2527,FRA,NULL,1653,Europe
2528,FRA,NCL,131380,Europe
2529,FRA,NER,10314,Europe
2530,FRA,NGA,1002,Europe
2531,FRA,NIC,446,Europe
2532,FRA,NLD,6873,Europe
2533,FRA,NOR,3943,Europe
2534,FRA,NPL,551,Europe
2535,FRA,NZL,3676,Europe
2536,FRA,OMN,1984,Europe
2537,FRA,PAN,989,Europe
2538,FRA,PER,856,Europe
2539,FRA,PYF,116321,Europe
2540,FRA,PNG,211,Europe
2541,FRA,PHL,576,Europe
2542,FRA,PAK,1341,Europe
2543,FRA,POL,2600,Europe
2544,FRA,PRI,714,Europe
2545,FRA,PRT,42322,Europe
2546,FRA,PRY,1168,Europe
2547,FRA,QAT,3871,Europe
2548,FRA,REU,165487,Europe
2549,FRA,ROU,14300,Europe
2550,FRA,SRB,7603,Europe
2551,FRA,RWA,3358,Europe
2552,FRA,SAU,1602,Europe
2553,FRA,SLB,330,Europe
2554,FRA,SYC,11660,Europe
2555,FRA,SWE,4514,Europe
2556,FRA,SGP,2656,Europe
2557,FRA,SVN,3893,Europe
2558,FRA,SVK,2162,Europe
2559,FRA,SLE,7183,Europe
2560,FRA,SEN,41499,Europe
2561,FRA,SUR,23074,Europe
2562,FRA,STP,15427,Europe
2563,FRA,SLV,443,Europe
2564,FRA,SWZ,483,Europe
2565,FRA,TCD,24498,Europe
2566,FRA,TGO,18655,Europe
2567,FRA,THA,604,Europe
2568,FRA,TJK,586,Europe
2569,FRA,TLS,259,Europe
2570,FRA,TUN,33461,Europe
2571,FRA,TON,2381,Europe
2572,FRA,TUR,2940,Europe
2573,FRA,TTO,1103,Europe
2574,FRA,TWN,726,Europe
2575,FRA,TZA,867,Europe
2576,FRA,UKR,1791,Europe
2577,FRA,UGA,2252,Europe
2578,FRA,USA,1791,Europe
2579,FRA,URY,1506,Europe
2580,FRA,UZB,413,Europe
2581,FRA,VCT,1663,Europe
2582,FRA,VNM,516,Europe
2583,FRA,VUT,2805,Europe
2584,FRA,WSM,537,Europe
2585,FRA,XKX,12344,Europe
2586,FRA,MYT,304984,Europe
2587,FRA,ZAF,706,Europe
2588,FRA,ZMB,637,Europe
2589,FRA,ZWE,548,Europe
2590,GBR,ARE,13775,Europe
2591,GBR,ATG,40165,Europe
2592,GBR,ALB,24637,Europe
2593,GBR,ARM,1011,Europe
2594,GBR,AGO,3015,Europe
2595,GBR,ARG,889,Europe
2596,GBR,AUT,9074,Europe
2597,GBR,AUS,27247,Europe
2598,GBR,ABW,4666,Europe
2599,GBR,AZE,1038,Europe
2600,GBR,BIH,2130,Europe
2601,GBR,BRB,34305,Europe
2602,GBR,BGD,2480,Europe
2603,GBR,BEL,8675,Europe
2604,GBR,BFA,515,Europe
2605,GBR,BGR,36384,Europe
2606,GBR,BHR,8217,Europe
2607,GBR,BDI,1662,Europe
2608,GBR,BEN,874,Europe
2609,GBR,BRN,7288,Europe
2610,GBR,BOL,670,Europe
2611,GBR,BRA,1540,Europe
2612,GBR,BHS,7975,Europe
2613,GBR,BTN,841,Europe
2614,GBR,BWA,5369,Europe
2615,GBR,BLR,2026,Europe
2616,GBR,BLZ,3552,Europe
2617,GBR,CAN,10675,Europe
2618,GBR,COD,2007,Europe
2619,GBR,CAF,1175,Europe
2620,GBR,COG,1880,Europe
2621,GBR,CHE,15031,Europe
2622,GBR,CIV,1427,Europe
2623,GBR,CHL,902,Europe
2624,GBR,CMR,2716,Europe
2625,GBR,COL,820,Europe
2626,GBR,CRI,1199,Europe
2627,GBR,CPV,13591,Europe
2628,GBR,CUW,4654,Europe
2629,GBR,CYP,55685,Europe
2630,GBR,CZE,7859,Europe
2631,GBR,DEU,8767,Europe
2632,GBR,DJI,5943,Europe
2633,GBR,DNK,10440,Europe
2634,GBR,DOM,1666,Europe
2635,GBR,DZA,706,Europe
2636,GBR,ECU,1008,Europe
2637,GBR,EST,9518,Europe
2638,GBR,EGY,1150,Europe
2639,GBR,ESP,11360,Europe
2640,GBR,ETH,4307,Europe
2641,GBR,FIN,6821,Europe
2642,GBR,FJI,13387,Europe
2643,GBR,FSM,455,Europe
2644,GBR,FRA,6233,Europe
2645,GBR,GAB,1144,Europe
2646,GBR,GBR,771894,Europe
2647,GBR,GRD,63726,Europe
2648,GBR,GEO,2017,Europe
2649,GBR,GUF,1754,Europe
2650,GBR,GHA,11744,Europe
2651,GBR,GMB,31937,Europe
2652,GBR,GIN,2266,Europe
2653,GBR,GLP,3290,Europe
2654,GBR,GNQ,5035,Europe
2655,GBR,GRC,20355,Europe
2656,GBR,GTM,294,Europe
2657,GBR,GUM,3027,Europe
2658,GBR,GNB,20253,Europe
2659,GBR,GUY,7247,Europe
2660,GBR,HKG,13491,Europe
2661,GBR,HND,798,Europe
2662,GBR,HRV,4944,Europe
2663,GBR,HTI,476,Europe
2664,GBR,HUN,16668,Europe
2665,GBR,IDN,327,Europe
2666,GBR,IRL,92677,Europe
2667,GBR,IMN,226471,Europe
2668,GBR,IND,1484,Europe
2669,GBR,ISL,20674,Europe
2670,GBR,ITA,11968,Europe
2671,GBR,JEY,210861,Europe
2672,GBR,JAM,29435,Europe
2673,GBR,JOR,1847,Europe
2674,GBR,JPN,1713,Europe
2675,GBR,KEN,3493,Europe
2676,GBR,KGZ,558,Europe
2677,GBR,KHM,328,Europe
2678,GBR,KIR,661,Europe
2679,GBR,COM,318,Europe
2680,GBR,KOR,1212,Europe
2681,GBR,KWT,4499,Europe
