,user_loc,fr_loc,scaled_sci,region
786,BGR,ECU,390,Europe
787,BGR,EST,6030,Europe
788,BGR,EGY,554,Europe
789,BGR,ESP,18496,Europe
790,BGR,ETH,283,Europe
791,BGR,FIN,6805,Europe
792,BGR,FJI,239,Europe
793,BGR,FSM,255,Europe
794,BGR,FRA,6536,Europe
795,BGR,GAB,407,Europe
796,BGR,GBR,36384,Europe
797,BGR,GRD,639,Europe
798,BGR,GEO,3498,Europe
799,BGR,GUF,928,Europe
800,BGR,GHA,955,Europe
801,BGR,GMB,2009,Europe
802,BGR,GIN,357,Europe
803,BGR,GLP,932,Europe
804,BGR,GNQ,587,Europe
805,BGR,GRC,51935,Europe
806,BGR,GTM,260,Europe
807,BGR,GUM,553,Europe
808,BGR,GNB,417,Europe
809,BGR,GUY,455,Europe
810,BGR,HKG,630,Europe
811,BGR,HND,354,Europe
812,BGR,HRV,7604,Europe
813,BGR,HTI,438,Europe
814,BGR,HUN,5142,Europe
815,BGR,IDN,262,Europe
816,BGR,IRL,14301,Europe
817,BGR,IMN,72528,Europe
818,BGR,IND,159,Europe
819,BGR,ISL,13553,Europe
820,BGR,ITA,10441,Europe
821,BGR,JEY,22568,Europe
822,BGR,JAM,946,Europe
823,BGR,JOR,990,Europe
824,BGR,JPN,558,Europe
825,BGR,KEN,501,Europe
826,BGR,KGZ,1980,Europe
827,BGR,KHM,147,Europe
828,BGR,KIR,172,Europe
829,BGR,COM,257,Europe
830,BGR,KOR,511,Europe
831,BGR,KWT,1164,Europe
832,BGR,CYM,4692,Europe
833,BGR,KAZ,2453,Europe
834,BGR,LAO,156,Europe
835,BGR,LBN,3140,Europe
836,BGR,LCA,839,Europe
837,BGR,LKA,390,Europe
838,BGR,LBR,692,Europe
839,BGR,LSO,189,Europe
840,BGR,LTU,5260,Europe
841,BGR,LUX,21580,Europe
