ISO_CODE,AD,AL,AT,BA,BE,BG,BY,CH,CY,CZ,DE,DK,EE,ES,FI,FO,FR,GB,GI,GR,HR,HU,IE,IM,IS,IT,LI,LT,LU,LV,MC,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,SM,UA
AD,5.0532296174207844e-08,0.3372164795569607,0.3490857171547515,0.4058565027077568,0.3553907435504917,0.3424724363713469,0.4989129624812043,0.3456965754541403,0.3581985500273166,0.3831562444672134,0.3871136661122472,0.3877479948812331,0.399013955922316,0.3020384678682182,0.4385763888704658,0.4334589019111348,0.3658881245734013,0.3556923044257482,0.588992282980557,0.3249776532559349,0.3556219204724779,0.3679656863297559,0.460959914466567,0.4143420482232988,0.3448797460740543,0.3551692882456492,0.6829253913227843,0.4982182107563805,0.3292518298141343,0.3909085731926289,0.6339092270480803,0.4070178624059783,0.3614516753608767,0.3523822563805094,0.4294981824691831,0.3895009902346176,0.395164358557793,0.3591401867785543,0.4161696624679016,0.3502002555086901,0.3820135840775768,0.4858118834567342,0.4291390427946577,0.3303849007191178,0.3633143634469887,1.3249338625632043,0.4474409072802406
AL,0.3372164795569607,4.012260442327338e-08,0.2224352394940705,0.2539564974429103,0.2212431814205624,0.2037211616219497,0.3571400056547667,0.2021855311525732,0.2745895657115079,0.2365310156789813,0.2446916582497064,0.2324402663248537,0.2440710185391379,0.2074848407910046,0.2775128440300781,0.3930013309560926,0.2322065860098091,0.1915529963580706,0.6357829931883745,0.2056442348986899,0.2416772688099688,0.2254980278241743,0.3776794522648031,0.3532472848255111,0.2117259193771395,0.3202712622427403,0.6851028653338308,0.4377863547650161,0.2291945136728587,0.2380197010124351,0.6463011642810763,0.2381268468544726,0.209392491897999,0.2173917254174938,0.3983180478305184,0.236364658860378,0.2393357310914326,0.2085357745144604,0.38886565245125,0.1987776882455716,0.2251304936137518,0.3438016568214126,0.279480721012773,0.1777308381307204,0.2134480338484322,1.382361145296586,0.3005055795038042
AT,0.3490857171547515,0.2224352394940705,1.4901161193847656e-08,0.2595760322588389,0.1946585103970895,0.2259819699119568,0.3251827017203672,0.131763383706301,0.3162372062807515,0.2008196845544032,0.1325615901577461,0.1854312800059357,0.2326112133316959,0.1970945460057458,0.2629682089900116,0.3884532372518595,0.20532144018244,0.1887111457372628,0.6652073069962285,0.2539621456835699,0.2466493282975928,0.2400588199944618,0.3938382458570844,0.367320364872885,0.1962515613893614,0.3379342416618263,0.6571380014185123,0.4462059746721578,0.2111146558675919,0.2316393769424429,0.6413546333203877,0.2506913814319678,0.2292456368719846,0.2639201207067799,0.4456918234582042,0.2077655406024381,0.2153318433498075,0.2122562236255205,0.4352471340211326,0.2249269377581579,0.2266532480343668,0.3134382301227397,0.2494960259088072,0.1870576767154868,0.1859314653184514,1.3841880744590804,0.2736076787862377
BA,0.4058565027077568,0.2539564974429103,0.2595760322588389,7.450580596923828e-09,0.2565307130902964,0.224346599275401,0.3018748198661655,0.2399358459915117,0.3588473518426959,0.2101085490614432,0.2570496437391248,0.2292480182285736,0.226430635721804,0.2770814797320656,0.2348740599819481,0.401249229149766,0.2606594878098734,0.2359071705599063,0.695907722641788,0.3023791840192501,0.2265904957334753,0.2235435521990751,0.4418735820716538,0.4037498012060362,0.2445627335320558,0.4322108559028169,0.7091500350171924,0.4308228860741196,0.3017331933581643,0.2049286164846467,0.6680389987420163,0.2409920198433796,0.175662199704477,0.2463540802470333,0.5102646303073187,0.2342343659788217,0.2210542821472327,0.244634195457647,0.5103076527200947,0.2380523081665288,0.1476117499108498,0.2912129499723334,0.2318997673974041,0.1970542664476717,0.1966350927581579,1.4305631218760348,0.242271378682316
BE,0.3553907435504917,0.2212431814205623,0.1946585103970895,0.2565307130902964,2.8370965666561982e-08,0.2169449379139482,0.275020017894569,0.1073792406118599,0.3417975410740612,0.1830130509058339,0.1795852894525393,0.1883990328687906,0.1975922421341822,0.194057174293857,0.2331767696674641,0.3809086762625808,0.0944255953438647,0.1777202820139488,0.682541854503884,0.2649432327439138,0.2540974589281177,0.249949690292637,0.4129468205347673,0.3946392986158852,0.1634204670633962,0.3563396148927268,0.6793255631414787,0.4676714444538417,0.2046665725855939,0.1949680782810722,0.6330998832439458,0.2154554773600285,0.2169525574998902,0.2895180113145065,0.4738426057965693,0.1463236533236652,0.1824030041981344,0.2082180706024821,0.461209798817087,0.2149819114913967,0.2110377256574769,0.2655911319141574,0.2100362539183981,0.1823180857033621,0.1744035068384445,1.410160583080762,0.2396842927517439
BG,0.3424724363713469,0.2037211616219497,0.2259819699119568,0.224346599275401,0.2169449379139483,0.0,0.3452516190272224,0.1947771975836332,0.2782757389339917,0.2200691725448542,0.2488334823558648,0.2333388294907111,0.2373193201461867,0.2146085077652144,0.2807712662428496,0.3959848309689188,0.2266400251473297,0.1897098978084091,0.6447175697075609,0.1962512405394908,0.1994601859045844,0.2255563217677419,0.3846780980512294,0.3625567407479881,0.2050185580810958,0.3325914071944721,0.6836164995562256,0.4250965346762072,0.2433114489145239,0.2226011314732195,0.6355730520590884,0.2330381782392637,0.1991529623117766,0.1972981361802753,0.4256109269362634,0.2278370356899675,0.2351319342303525,0.1937808207001553,0.4075611325542831,0.1626987148010941,0.1791284521735876,0.3307964913437837,0.2664631103015559,0.1639191017994723,0.1894838319544191,1.3738677947130795,0.2831001555948659
BY,0.4989129624812043,0.3571400056547667,0.3251827017203672,0.3018748198661655,0.275020017894569,0.3452516190272224,0.0,0.2571911263446921,0.5065752301393893,0.2160702779850409,0.238364318930535,0.2262972066039928,0.1790305390238483,0.345747811894916,0.1649049071188572,0.452413970145657,0.2652835573207796,0.3018676097569111,0.8207375114653026,0.4285659301369293,0.3808635100260376,0.3246638770792966,0.554662048145735,0.5233647760898507,0.2819136848232542,0.5540850136854752,0.7756377706491323,0.5458947554270969,0.4128686778724736,0.1762812826219275,0.7260867965790743,0.21916314713274,0.2971143066943985,0.4291190742229951,0.6671168557160476,0.1791979932832881,0.1866737702263049,0.3187222075813483,0.6636583855640343,0.3299805749854993,0.2621010966068339,0.0496748516349217,0.1405159228987593,0.2966638318586449,0.2390383416094749,1.5155703453010017,0.1222553612558412
CH,0.3456965754541403,0.2021855311525732,0.1317633837063009,0.2399358459915117,0.1073792406118599,0.1947771975836332,0.2571911263446921,0.0,0.3291165811373223,0.1529692248611883,0.1145281392082105,0.148996118842021,0.1703489339288602,0.1761886359659555,0.2083175721196901,0.3737414942725763,0.1138825695396494,0.1558822437140989,0.678673117646032,0.2491412084138538,0.24110473921504,0.2229893843964009,0.4052508641159228,0.3872477896733925,0.1459190883188985,0.3467918801968115,0.6730401494739598,0.4515906541081945,0.2055160446465898,0.169400569889262,0.635194505190051,0.1985524517981878,0.1960580292035815,0.2718495322771174,0.4713958958452237,0.1248637388776952,0.1506395739921315,0.1836692817533006,0.4556537851307723,0.193299524026371,0.1888418458126656,0.2446441596186213,0.1809780857698234,0.155627052087528,0.1418854872211829,1.404418372029644,0.2162470535464914
CY,0.3581985500273166,0.2745895657115079,0.3162372062807515,0.3588473518426959,0.3417975410740612,0.2782757389339917,0.5065752301393893,0.3291165811373223,8.363255977870393e-08,0.3733521834337229,0.3739629375900407,0.366061773515067,0.3906317467285616,0.2888177505813431,0.420523348813543,0.4535874841785597,0.354941287608483,0.300873643876618,0.5755664063616809,0.2036876818672257,0.2946108252869774,0.3310829907274732,0.3687185758180455,0.358712558717708,0.3235100404938587,0.280162960440358,0.6652518551881774,0.4441935723702699,0.2808917200102908,0.3749076108342139,0.6397268036938557,0.3756363540090796,0.3332214313277395,0.2512312955896987,0.3090211999935775,0.3791436612896633,0.3800612627301885,0.2916073427640227,0.3252293545430807,0.2774214043346917,0.3420601095625136,0.4928354633370979,0.4242750329299284,0.2865559046562728,0.3391013263315349,1.3290443057153118,0.43537780914233
CZ,0.3831562444672134,0.2365310156789812,0.2008196845544032,0.2101085490614432,0.1830130509058339,0.2200691725448542,0.2160702779850409,0.1529692248611883,0.3733521834337229,0.0,0.1735465540876376,0.1360895872031097,0.1529066245998712,0.2237906254376229,0.168808045790053,0.3818194127422997,0.178031607200298,0.1781835598084944,0.705280759738325,0.2932785552229082,0.2492332665145144,0.1944730782587416,0.4359878845527836,0.3974494833391766,0.1879051666751632,0.414133244771145,0.693635637051285,0.4375430109880026,0.2709968401986136,0.1479140312477122,0.6588370281371654,0.1877356131852523,0.202816312211107,0.2978022608839409,0.5185796873320052,0.146929279243492,0.1364842792283169,0.1924283489593879,0.5120211867338819,0.2169799447958392,0.176807900468907,0.2054911312822277,0.1439553142043612,0.1734002511012796,0.0963807025186859,1.4285489725998028,0.1657370645441011
