ISO_CODE,AD,AL,AT,BA,BE,BG,BY,CH,CY,CZ,DE,DK,EE,ES,FI,FO,FR,GB,GI,GR,HR,HU,IE,IM,IS,IT,LI,LT,LU,LV,MC,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,SM,UA
ME,0.7294190392219714,0.5127362188494698,0.5533570734621441,0.4175087869260504,0.5354989129079695,0.5315833183488323,0.7238619322807709,0.5130811357993992,0.5567715457185235,0.5206446648008498,0.5569482674221398,0.5184451343195172,0.5525424942146098,0.5448350796715143,0.5611487820473173,0.8878829798869162,0.6125928271999271,0.5266362871001491,1.2060915905588316,0.5611843114554667,0.6064701331901529,0.5857514363991341,0.6414691524042464,0.8496312845844365,0.6105325757527743,0.6646549289021595,1.359824120011315,0.8748415661021316,0.4908014932120842,0.4829660577185584,1.384866012138149,0.5319032777996682,0.0,0.4455973033745348,0.7300215840856026,0.5328658038971658,0.552165008044343,0.5593489383142177,0.7102147559770923,0.6125512672828329,0.3180003024547768,0.7410072280959504,0.5448415316958586,0.5576300566464499,0.5223823373468821,2.3507495543941865,0.517187234660301
MK,0.7919496668073774,0.5114448033660088,0.6404117439515584,0.4806902885822512,0.6362189021015079,0.5477898196743567,0.8828165395999636,0.6347425935112015,0.5427734667121719,0.6229514447423924,0.6927837825553199,0.5943906902027666,0.6931425813379408,0.648845015884692,0.7038180678494569,0.9811885380252792,0.7403085571371123,0.5910866590589702,1.1689899850398864,0.5594969759846148,0.6460044457485842,0.614852076697711,0.6353646523942186,0.8319897867819275,0.7457781016663908,0.6660949211020187,1.3644206804640089,0.863087901254171,0.5867858385907279,0.6142581942244877,1.4162017948570806,0.6431687515070412,0.4455973033745348,7.300048299977713e-08,0.6392339043620325,0.6359211182348763,0.6633397144678438,0.6326367263800656,0.711490987864533,0.6317570426900706,0.4504645689366764,0.8956986255322607,0.6527738808794744,0.5949353884253654,0.6025532335688377,2.316955694776964,0.6330047147307281
MT,0.8832445846488715,0.7844379363462047,0.781517319501291,0.7787703336765963,0.7804981275896702,0.725412608636989,1.101341338058072,0.8008955115353387,0.6129528708660201,0.7793986826600359,0.872360939676694,0.7330557523018264,0.8769708916473425,0.8103810899567059,0.8807466068031371,1.0666916581743948,0.9046882281174592,0.6876379445828779,1.0803941095361649,0.6844347175816448,0.8039260200310779,0.7043433648884448,0.6294551158119127,0.7845236648157026,0.8817289598471199,0.7755918157235333,1.3771463281971783,0.9425361295704062,0.7102880849655885,0.8214661658231821,1.4408085208432715,0.8663417225068305,0.7300215840856026,0.6392339043620325,0.0,0.816072505693457,0.8539237000509176,0.8059524784827427,0.7524351813313501,0.8313370835616745,0.7636297882108667,1.105358444057273,0.8319232997241415,0.771747335681305,0.7365078217589119,2.275896164308444,0.8379065006516232
NL,0.6353215965508293,0.6419129510731506,0.4210669880704124,0.6911292918802024,0.2701219162299725,0.5298595902154823,0.4638835523305118,0.2875251660325708,0.6129150824702084,0.3580720410378301,0.3209501866323943,0.3238229969760101,0.3144569018084063,0.3667136340436445,0.3541601939241233,0.7825471276665759,0.3712399818943341,0.3774682420234506,1.2484606244900591,0.5706808114918768,0.768736495981686,0.5140677247369456,0.6445801537406599,0.8860704192516909,0.430216939786076,0.6085441695638106,1.32769156623,0.9033370417933104,0.4097192018413753,0.3190291267081478,1.366962931703834,0.3902656181136233,0.5328658038971658,0.6359211182348763,0.816072505693457,1.4901161193847656e-07,0.3226025883487675,0.3694334657726128,0.7264007839860924,0.5372881710667877,0.5551400008877466,0.4909419731839443,0.3345077752337634,0.5371139156289333,0.4067442226518886,2.38216605412394,0.3618518483880764
NO,0.6689964980003534,0.62297244250037,0.464840950493286,0.7083701700175027,0.3329493625107759,0.5875633831639874,0.4435730251601077,0.335332799967251,0.664513824650201,0.3728583428825656,0.3572030541910245,0.3371918179030175,0.318579351780097,0.4062038096076049,0.3327361787091832,0.7396023650025074,0.3842817994954713,0.4319986952746987,1.2780126470048463,0.6039347895472836,0.7773951798940497,0.5530783401400596,0.6917835979866334,0.9043654381652598,0.3899462387633757,0.6680915647172396,1.3292949538204342,0.9244357719988376,0.4512684873871737,0.3542369210596917,1.3903009415081695,0.420185105765248,0.552165008044343,0.6633397144678438,0.8539237000509174,0.3226025883487675,1.0323827311807142e-07,0.4140432862213584,0.7665790213073859,0.5813988391708028,0.5598000537183934,0.4668182642356481,0.3110224429956116,0.5435637615262168,0.4390114741435636,2.390516641588232,0.3843525931609037
PL,0.658965536926648,0.6663437718767774,0.4600390223562556,0.6980201204236809,0.3581418495901036,0.5344242797418891,0.5074080691727894,0.3658899939949172,0.617526246555703,0.3914456903198418,0.4054869581760408,0.4153748228436727,0.3797432969823925,0.4044064217102128,0.4605440423510029,0.8074901084946501,0.4161131617923073,0.4664244309615835,1.2601340895251043,0.5725109195586275,0.775777815684512,0.5375169708527532,0.6905764662859695,0.9277601494209214,0.4876082601813192,0.5935360080938532,1.335919786363547,0.9143535668530988,0.4459232425271405,0.3741670717412002,1.4019387254944635,0.4048229597967506,0.5593489383142177,0.6326367263800656,0.8059524784827427,0.3694334657726128,0.4140432862213584,0.0,0.6705588034173648,0.5378107289994428,0.5603389691981107,0.5290090546317389,0.4208041875931519,0.4997233481227,0.4207337429452847,2.3627091962993667,0.378088170230787
PT,0.7959746478735847,0.7916129779881631,0.7161884288516097,0.7758894301076524,0.6919399014603008,0.7060890824453783,0.9384294787563244,0.6870683463182471,0.6854308280173306,0.7030473089780923,0.761424625705865,0.7030638648263167,0.7608522687042053,0.6709080785522462,0.7895496090706222,1.0077876008762237,0.7700103284751555,0.697909775789923,1.228106711293484,0.6790441249277164,0.8276267218653531,0.6969628512340158,0.7670915377003868,0.9460449527137472,0.811782443835403,0.7181163090487268,1.4009536148078705,0.9865058486598012,0.6257878877382159,0.7345410294720099,1.4238280938800525,0.7476673232417781,0.7102147559770923,0.711490987864533,0.7524351813313501,0.7264007839860924,0.7665790213073859,0.6705588034173648,0.0,0.7619151327112436,0.7198680785441713,0.9475152303798272,0.7532994256755527,0.7140005497645736,0.6844761695497894,2.301349968230934,0.7317054437148015
RO,0.7688559245292932,0.711142411741662,0.5869340699714772,0.711270487566032,0.5438974133393439,0.5070652094837841,0.7015953625785923,0.5496313970696759,0.6548046863628048,0.5428230186608699,0.578942497722098,0.5620845187249678,0.5672085397187691,0.562357725985607,0.6117371525947486,0.9018307157744374,0.6063994588002248,0.578786451140695,1.2546324324021008,0.5887289808077848,0.7992689866014725,0.5857163961583569,0.7492450449193114,0.954117439436325,0.6629655986148703,0.6523743260382284,1.3648149206418825,0.9398664458668534,0.5823211314892933,0.5470828211656462,1.4049557732998992,0.4956777387773013,0.6125512672828329,0.6317570426900706,0.8313370835616745,0.5372881710667877,0.5813988391708028,0.5378107289994428,0.7619151327112436,0.0,0.5804465293828507,0.7220023608934055,0.5821820549746949,0.6353956549306033,0.5202656252431119,2.334129620392171,0.5346276670330569
RS,0.7600417585073068,0.5241977756091071,0.574646712565636,0.386448663801238,0.5571531817130847,0.4928811431730502,0.7213578943216147,0.5439216415554523,0.5902988993577831,0.5269459575906938,0.573093922770367,0.5423412527363386,0.573889484288266,0.5619547546462892,0.5797882920885464,0.9105201928591024,0.627703974504212,0.5625466381052917,1.2292129570033794,0.5522497062794703,0.6029973345707819,0.5756737693996464,0.6902997852897969,0.8873329233243294,0.6454147169605117,0.6892447792491468,1.390596083131294,0.8931959139762037,0.5440395943899669,0.5135120857226169,1.4078864428844176,0.5520930462531534,0.3180003024547768,0.4504645689366764,0.7636297882108667,0.5551400008877466,0.5598000537183934,0.5603389691981107,0.7198680785441713,0.5804465293828507,0.0,0.7350227061339724,0.561358703795872,0.5693468998017001,0.5160455858685056,2.3742592265028475,0.5151013630452019
RU,0.7804208244289196,0.8013851489565139,0.6387760499180044,0.8988184605920946,0.5127672583973883,0.7433814896337156,0.1790737448900148,0.4848410709952908,0.8707589249747084,0.5333177030552673,0.4518564816159941,0.603101303912066,0.4058925326160946,0.5377430052554135,0.4662692590966569,0.8175252467928051,0.4395289668185083,0.662676399984064,1.458729006871271,0.8040575450772752,0.9905405234554634,0.7701555850960256,0.9449396921020824,1.1504032122167982,0.5061168772922685,0.8409594579302954,1.440122238851611,1.1051962586271626,0.6558610097372551,0.4516955542393909,1.455462545002253,0.4668618284080056,0.7410072280959504,0.8956986255322607,1.105358444057273,0.4909419731839443,0.4668182642356481,0.5290090546317389,0.9475152303798272,0.7220023608934055,0.7350227061339724,6.989264130329236e-08,0.5099190343259274,0.7378952910334875,0.628752900984627,2.5030051527799326,0.4697528416015192
