ISO_CODE,AG,AI,AR,AW,BB,BM,BO,BQ,BR,BS,BZ,CA,CL,CO,CR,CW,DM,DO,EC,GD,GF,GL,GP,GT,GY,HN,HT,JM,KN,KY,LC,MQ,MS,MX,NI,PA,PE,PM,PR,PY,SR,SV,SX,TC,TT,US,UY,VC,VE,VG,VI
AG,5.54170631321539,5.605768737536647,5.587529627670127,5.558833349078332,5.679900415423377,5.573791818031423,5.619744850352813,5.571355356854829,5.558789077548378,5.671499944319765,5.626615168586779,5.689091847570118,5.620376093441678,5.678980628579596,5.476062701534693,5.628950611155904,5.6371899056152825,5.671869550856297,5.613176718969199,5.670390665642591,5.680086991788846,5.607988100496269,5.656170078790312,5.647197585190003,5.674742478742753,5.6742965639308665,5.757590168782249,5.702332931392953,5.543180388840442,5.622265469716909,5.654364862296209,5.663117866756263,5.243582188940081,5.600619324140293,5.662209909239621,5.715544291689295,5.663725408727901,5.464658518675711,5.43393007205432,5.54745247486242,5.595489905278583,5.639009218055547,5.612087073234514,5.655449586021494,5.514160432611569,5.67446650503225,5.561158879677411,5.668079727086523,5.702746718852349,5.561584701612892,5.589219632925463
AI,9.212226215542517,8.963333033057841,9.17816736502932,9.12577784821428,9.284248760227268,9.152114607226103,9.207570055717325,9.08447151420454,9.162707134346498,9.271662367193672,9.239099275108218,9.285402531379445,9.207304289122373,9.278127240200876,9.047670730041318,9.213461767045448,9.220071632996628,9.266113272520656,9.209607882809912,9.26583258730158,9.26529873347107,9.193755400932396,9.236247333181812,9.247765348704853,9.276943519580415,9.26851920563636,9.354839304818178,9.306408730578507,9.156510098280094,9.21076176808905,9.260486394428147,9.245870950505044,8.80081589285714,9.192065275015327,9.253488403782464,9.31700013775119,9.259947578138334,9.039449880382772,9.016217711196168,9.12871669586898,9.200791703719004,9.228720633131308,9.174311423832918,9.21502881481481,9.13157762858032,9.270820716949997,9.157485799690903,9.264032682539678,9.296543531891604,9.11451732954545,9.1465037476489
AR,5.143006208315257,5.127186467668585,4.994932129958147,5.029419491717704,5.204578092392099,5.087556898113279,5.06729894235475,5.052213909659235,5.001460681095498,5.183399440929414,5.134237858949271,5.199638547935359,5.064874125721362,5.155395470889065,4.858367147578389,5.11431362540292,5.175053596489806,5.150067616574817,5.071660673940878,5.2071153506333445,5.186100550531926,5.121731782827919,5.143251569054801,5.12621085972557,5.186965860330814,5.152795296297188,5.288712987349979,5.23259775525659,5.109097285803798,5.150727646223793,5.188651500152581,5.150017090557132,4.6707855677995,5.04235333518706,5.1424579438363445,5.215807376269928,5.135989159827539,4.918497513582305,4.83421488137195,4.957395044948521,5.085598280378553,5.09552108030188,5.113553609702666,5.1793694860226624,5.0139734383813135,5.182693726470197,4.992538528130349,5.199818252501754,5.182704600120523,5.083861123929397,5.104894472400408
AW,8.324113879032247,8.284600900162324,8.239223441026487,8.106777684630089,8.389853652790167,8.234943920329659,8.288254014561932,8.20335570535713,8.222949076353423,8.370006409627317,8.319411191581622,8.39941747988353,8.291062714418945,8.375591389846765,8.088048338690466,8.267314325595228,8.35672320105819,8.364529902298692,8.289875113435054,8.393325128684795,8.38391540681817,8.304671081043944,8.348055712321417,8.3406314445132,8.37007755966116,8.367792898311215,8.490183384482132,8.427634934366871,8.268431836872574,8.324153068513109,8.376183335061432,8.355479017261892,7.764520542091823,8.266197059741598,8.351811831728305,8.427805034783823,8.352682047490672,8.11203696898495,8.03160658487781,8.184943324101882,8.285912198484839,8.313876287594237,8.284900294884158,8.347195709656074,8.191569597284726,8.37491163251955,8.222433511971419,8.384204906462571,8.401582811653835,8.240014597098202,8.266132407019692
BB,3.7792300525201616,3.777120919318184,3.74843114884375,3.723902759933036,3.803872236445313,3.73980177948718,3.776816753426758,3.740839994531251,3.73480232155428,3.806145155380437,3.786300348869048,3.825173097109511,3.7727217809625,3.819092754846572,3.664887124117425,3.773912862239585,3.801773809259261,3.810573374326137,3.7731130779693176,3.818846726190477,3.820976765909093,3.778325635416667,3.7949950075312495,3.802749355202055,3.810984955608975,3.815663585569643,3.87867644814375,3.836995225017046,3.755100823648649,3.786775552551021,3.811548684206991,3.800691148333335,3.476182645089287,3.767776990579217,3.806744858299109,3.848531984592106,3.810025953583424,3.675914289473686,3.61758636944079,3.7203576337408095,3.7579848732007584,3.788063002359376,3.7664933761824337,3.806244721064816,3.6998856339041097,3.815596458283864,3.736185294822501,3.816044619444445,3.8368051898456734,3.739215627343752,3.762732792672415
BM,9.376622256410236,9.348487567599047,9.334910755846964,9.27249382875456,9.44330258076921,9.18693721959236,9.37902647427081,9.283429520833312,9.313941186455208,9.42642008851726,9.389106294627576,9.453524983192848,9.37517803746941,9.449376276705523,9.190893667560198,9.370065389957247,9.40297206742638,9.43649242437294,9.372512089778535,9.441716692714673,9.446780383682963,9.353309487836931,9.414906546666646,9.425812768559869,9.439382255884269,9.44585630548716,9.539177244230748,9.478949633403246,9.324779318780298,9.374978117216097,9.429257605183327,9.421007108404538,8.921866529304006,9.367066478413328,9.429856281950531,9.493090746720627,9.433467773345578,9.19743648448041,9.13296369526314,9.291819005558049,9.353859561771545,9.403631319864656,9.354085387387364,9.399058554605867,9.254542851914277,9.437021991287512,9.309122478010238,9.440391597476577,9.480428384678484,9.293953761217928,9.318189603890342
BO,4.854929799949597,4.836297527308239,4.747007311306403,4.7581584342048,4.912672065926757,4.811380985488782,4.773798936928273,4.769444328681642,4.741169396437821,4.894042009799594,4.849012576377232,4.909741981452527,4.793730972710528,4.865359137181406,4.608444940581393,4.833215259270833,4.884472977552083,4.861455927034034,4.794114558168609,4.9125971476984125,4.895149286750001,4.837548929763623,4.860735812549999,4.834474010129281,4.897323530683895,4.860202049719019,4.983359029081719,4.935214451276705,4.828151326866555,4.862521233376913,4.898470664035619,4.867069850046007,4.433575346372767,4.767570571747188,4.849215724859096,4.918903164231826,4.846977064560716,4.647706907154604,4.586229377867435,4.695945377088374,4.808797644754736,4.80837175772244,4.829425714577702,4.884530898327547,4.74600383503596,4.892701444523051,4.734397107816375,4.904763219181548,4.886653971072633,4.79864769147461,4.822094318965516
BQ,10.173091243951614,10.079749923295456,10.098473216110888,10.0398110625,10.24324624453125,10.082334969551283,10.13599526618164,9.71539970703125,10.081761370180288,10.219891892934784,10.173900163095238,10.23931736414674,10.143410107307693,10.22552467642742,9.934050248049244,10.14471750989583,10.166241275462964,10.211019110306818,10.1445804529375,10.227326475198414,10.223286152272728,10.122277919871795,10.19139787375,10.189479289340753,10.229881710096151,10.215217184660716,10.331170703656252,10.270885528579544,10.10362591891892,10.15140862882653,10.21877386155914,10.198726263541667,9.63763247767857,10.120178133878763,10.193944510558037,10.27656392375,10.200733445581522,9.816142878289472,9.876085333125,10.035852109007354,10.13568037632576,10.162934496319446,10.11215491385135,10.161385752314814,10.037324481849316,10.218085732099716,10.08436920035,10.218127719246034,10.24904967966346,10.00222764453125,10.07388599137931
BR,5.185217018491279,5.18267759728353,5.072412041393268,5.084096487342411,5.261900625400397,5.137538689019293,5.132412387783939,5.106453424026407,5.023156221365202,5.241424210558058,5.185948452576156,5.2566749562617865,5.132111560022158,5.221854330168393,4.921198071663536,5.17405972013099,5.224522941350392,5.2172393975488704,5.131588108530472,5.264420371288487,5.241760548005838,5.170469605748485,5.200130076156771,5.190559291553789,5.242834417060852,5.217216388415992,5.349632688421475,5.290465466340699,5.154415372135931,5.200817031442508,5.243933275873827,5.208283359590604,4.703950338010953,5.109537376232907,5.207397179242763,5.285266137681009,5.202559053759551,4.968257658704418,4.885797785592839,5.024733065338344,5.133287721867585,5.1647629189167406,5.171456150312646,5.238552185791417,5.055143791361398,5.239372076616498,5.055962438558853,5.257859500081894,5.251962720051974,5.136850732299484,5.158919940986703
BS,4.049361374894786,4.04306631976282,4.005784290859303,3.982587310248423,4.084676948858672,4.001451080713465,4.0367184907778295,3.9960174364130183,3.9928577001901777,4.05979904733457,4.042127320041383,4.092452947780506,4.034379876617702,4.085112774491842,3.9106786486705953,4.038719221847802,4.067371665861489,4.073103990624484,4.0334941514039295,4.088809811249113,4.088566337628434,4.041684149052372,4.060935599456497,4.066510639159596,4.0785318694202655,4.079703518679479,4.146234155893455,4.103950442422901,4.023189944065781,4.052552752440082,4.079083524263649,4.066519531304324,3.705098642857118,4.027080639684157,4.068133945358672,4.116882071981669,4.073951641357633,3.917484687642996,3.868921801345514,3.974138826978237,4.01761539590248,4.0476821059866905,4.030469756521715,4.06695631207727,3.954676050946969,4.079693926910155,3.995893092149542,4.083007457487899,4.102404851078237,3.995246227445628,4.0183747679160176
