ISO_CODE,AD,AL,AT,BA,BE,BG,BY,CH,CY,CZ,DE,DK,EE,ES,FI,FO,FR,GB,GI,GR,HR,HU,IE,IM,IS,IT,LI,LT,LU,LV,MC,MD,ME,MK,MT,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,SM,UA
AD,0.0,0.1536863874337898,0.1162386775095897,0.157580683218047,0.098659934347117,0.1335966621167434,0.1488433992261405,0.0927224397067043,0.1228929851952742,0.1142521211567265,0.1120295976058656,0.1069340525038333,0.1111134661315464,0.0868459946027896,0.1215561029595502,0.1864267216917604,0.1088526035168454,0.1074735020655269,0.1981147898205998,0.1245425357691393,0.1671752284064385,0.1264716550221488,0.1385294865015325,0.1581627468911804,0.1150092061927678,0.1378320532594166,0.279586198229357,0.1911962933936409,0.0952593393233812,0.1099757105724957,0.2958845677996211,0.1143420212279564,0.1293653046614101,0.136504471758816,0.1409893458626573,0.1035514128017949,0.1154364250997357,0.1117065762010851,0.1360531545874119,0.1455602355653034,0.1412185733737789,0.1573961648063481,0.1169778575780072,0.1293970512668232,0.1157038618194324,0.3963220819335022,0.1145893004985166
AL,0.1536863874337898,0.0,0.1120032103065836,0.0825500083233357,0.1004565697926905,0.1004979609732733,0.153549896826734,0.0947308520547559,0.088156905251132,0.0976440574772042,0.1099721910018607,0.0967946917201816,0.1085527387522156,0.0968984307221024,0.1059192632195602,0.2162038697085563,0.1176532467897853,0.1047218632813057,0.2297252850670436,0.0823640335504769,0.1095871828653096,0.1188228564259902,0.1148664966796159,0.160984786486379,0.1145308924689605,0.1203899494014848,0.3295072416783494,0.1720999260012516,0.0937777258029997,0.0896903489191822,0.3394763075049221,0.0983622121011564,0.0628999158145527,0.0551022498937753,0.1084141876253138,0.1023795261758531,0.095004908418404,0.1110866629844302,0.1337639364416896,0.1224221163219163,0.066019576506207,0.1608846733599733,0.0954037786909941,0.1069294214118586,0.101651351173117,0.45157688302244,0.1009450084414289
AT,0.1162386775095897,0.1120032103065836,0.0,0.1051530402543293,0.0415726339091733,0.0639294258945796,0.0996961019753033,0.0297441847547982,0.0746274826257274,0.0546911930614699,0.0247510381654064,0.0462272084649716,0.0541698399865155,0.0533095352561409,0.0600143062083859,0.1798201666956232,0.0598004976227899,0.0505544162089593,0.2079110227990055,0.0802269117135837,0.1149633313010647,0.0645545639749415,0.0913183281652265,0.1407953960184101,0.0760776221195876,0.0903878343463636,0.2564445810169675,0.1529218443126511,0.0431211502438709,0.0526397920869431,0.299199818723717,0.0625079760406466,0.0768618948293918,0.0873236234013272,0.1029306051580112,0.0482402039968676,0.0588684321800967,0.0581146775816477,0.1092941992909189,0.0883022850679904,0.0836817587004977,0.1109257179402509,0.053381459896748,0.0751386109317472,0.052073178313189,0.4227588925188853,0.0560393823459132
BA,0.157580683218047,0.0825500083233357,0.1051530402543293,0.0,0.1074995710743367,0.0844945129105978,0.1725900486997702,0.1018257485782,0.0842358093784305,0.0978511391930621,0.1115989633236316,0.0966803283702971,0.1081272285376326,0.1063481122617716,0.1154385609013554,0.2374847014308758,0.133961097232419,0.0957946585414007,0.2218555898512548,0.0849886879752052,0.0618492764453594,0.0961756133588305,0.1125759460325591,0.1497830765788216,0.1457257230799131,0.1281713485145508,0.3274428928810626,0.1586804534020141,0.0937996764361172,0.0921428360057499,0.3331939332969087,0.1033143679657472,0.036381764650749,0.04778464088858,0.107974430278358,0.1021214580447089,0.1064013481986076,0.105940512047817,0.1234410216026795,0.1114826317772635,0.030511383751683,0.1777291379908963,0.1060737840882705,0.0929796106210596,0.0931021172770008,0.4501374802998131,0.098551207849747
BE,0.098659934347117,0.1004565697926905,0.0415726339091733,0.1074995710743367,0.0,0.0594166222575857,0.0690918917506824,0.0182866765412847,0.0718992075749517,0.0360909021571721,0.0286958019943572,0.0267318391564761,0.0308795308140834,0.0336933483529684,0.0407032891811701,0.1549058826978721,0.0236482552733175,0.0375327564290967,0.2006108374321696,0.0716622827912473,0.1147620999474358,0.0538883713809049,0.0780954384380339,0.1303397573631205,0.0503279827041167,0.0780799580068694,0.275283307138553,0.1458738047508744,0.0314692339270111,0.0338882680233381,0.2918867870069996,0.0465189827077515,0.0717774239354539,0.0821091489131667,0.0946425230645454,0.0221813702589824,0.033995871515192,0.0381843129957378,0.0979355230510519,0.0766267173719877,0.0792219542568262,0.079911770555809,0.0329517666519816,0.0632112231047545,0.0374299646265551,0.4248951893714421,0.0390830871353663
BG,0.1335966621167434,0.1004979609732733,0.0639294258945796,0.0844945129105978,0.0594166222575857,0.0,0.1250244391730317,0.0589447268593125,0.0657159768499161,0.0541107837570344,0.0722252128464916,0.0616562856539257,0.0703994795113031,0.0680392469578676,0.0723222908590568,0.1935505458660875,0.0831138802420698,0.0642818282341106,0.1943107613530542,0.068519425097112,0.1006945852295101,0.0487612814803175,0.0971480026209505,0.1421512778449236,0.1039977332355495,0.0970801270094156,0.2890763553005014,0.1387706229498387,0.0664583578510832,0.0625296625505663,0.2988482300842835,0.0685262453572937,0.0678825471498298,0.0635590724515136,0.0904103122562279,0.0676287121737262,0.0839976728085816,0.0698828337955043,0.1058816374817011,0.0623547527946207,0.058599425387275,0.1342460385007028,0.0784884880314968,0.077856044826474,0.0434956851143895,0.4212626836352017,0.055262680114082
BY,0.1488433992261405,0.153549896826734,0.0996961019753033,0.1725900486997702,0.0690918917506824,0.1250244391730317,0.0,0.0619253432455131,0.1585413502583601,0.0758537555132931,0.0577375273966659,0.0910518812824326,0.0475552692803167,0.0764356557805236,0.0678359510059559,0.1799206078965025,0.0557485346817206,0.1077612699404497,0.3048415507675256,0.143042087817129,0.1912227750057027,0.1311397077915788,0.1765041737079163,0.2329163775028646,0.0740941545155529,0.1490962848122592,0.3345598892945197,0.2227474274743959,0.1039962354866079,0.0570300921497669,0.3454914669634962,0.0547253369506585,0.1278833388648047,0.1617370019231505,0.2140637873971481,0.0641502801428651,0.0628021660549914,0.0734896860118135,0.1866467023272758,0.1234701417405983,0.1292340723208135,0.0135031998308992,0.0734832244741018,0.1254616975803925,0.0967633214436758,0.5037755136885509,0.0564623839045342
CH,0.0927224397067043,0.0947308520547559,0.0297441847547982,0.1018257485782,0.0182866765412847,0.0589447268593125,0.0619253432455131,0.0,0.0689097681873236,0.0353051557418202,0.0182089014905253,0.0291096458165084,0.0280319475966333,0.0281556037509711,0.0358936436200291,0.1541708150833463,0.0278074920762966,0.0380328230247996,0.2013537005409096,0.0668561401840341,0.1091844040479362,0.0565735035470901,0.0816802039824935,0.1377045110895908,0.0430399501229762,0.0745420729669082,0.2656096716682515,0.1536818250698544,0.0286698082543332,0.0297425623761362,0.2900785425018041,0.0408002005446369,0.0648597717638987,0.080355701555676,0.0998850217341578,0.0255302854783766,0.0353132552250117,0.0401514609507477,0.0950955922233155,0.0781126683800066,0.0748938332545691,0.073155085179303,0.0341677619269416,0.0632899412668281,0.0383246783707971,0.426561269150767,0.0377923518364889
CY,0.1228929851952742,0.088156905251132,0.0746274826257274,0.0842358093784305,0.0718992075749517,0.0657159768499161,0.1585413502583601,0.0689097681873236,0.0,0.0666608625659057,0.0861313631976848,0.0607701426518478,0.0869936876074467,0.0735617253467723,0.0826639291345993,0.2049812323905562,0.0991026554032894,0.0586003023857554,0.1768659514076104,0.0439671017820021,0.094516462875742,0.0647973032751935,0.0740937128308986,0.1132072075609758,0.1093500070183566,0.0891026010487477,0.2762299516609068,0.1350114943920261,0.0663164352112786,0.0721255461205822,0.2935874237447531,0.083062193001449,0.0674302815547329,0.0611083887859872,0.0645658729597543,0.0772354839999777,0.0919043308723048,0.0805759484038615,0.0965712996188342,0.0945138637474776,0.0761415809810478,0.1650251601287342,0.0806451403091337,0.0868450765110572,0.0638510513075609,0.4042441642149762,0.0770014769847482
CZ,0.1142521211567265,0.0976440574772042,0.0546911930614699,0.0978511391930621,0.0360909021571721,0.0541107837570344,0.0758537555132931,0.0353051557418202,0.0666608625659057,0.0,0.0450447096373579,0.0376295063588475,0.0388351922801241,0.0460208081423381,0.0446726642261535,0.173665858020189,0.0515511970648172,0.0462260875881129,0.2106361265802688,0.063395499520082,0.0929606785177687,0.0437087871590322,0.0850454115871711,0.1336486214665229,0.0683058513443157,0.0876570101113535,0.2815950145125749,0.1426354281790858,0.0502425492090751,0.0387159841711627,0.3060957481754855,0.0523764882504216,0.0678497750523754,0.0789382601815027,0.0958943297151276,0.0384325569017844,0.0418988910891028,0.0452025351700304,0.1025604094389051,0.0764042704555348,0.0705464635203215,0.0846566484305083,0.0446887209430918,0.0511481381331102,0.0223670207366906,0.4335159284971295,0.0375233457067478
