ISO_CODE,AO,BF,BI,BJ,BW,CD,CF,CG,CI,CM,CV,DJ,DZ,EG,ER,ET,GA,GH,GM,GN,GQ,GW,KE,KM,LR,LS,LY,MA,MG,ML,MR,MU,MW,MZ,NA,NE,NG,RE,RW,SC,SL,SN,SO,SS,ST,SZ,TD,TG,TN,TZ,UG,YT,ZA,ZM,ZW
AO,0.0,16.86844742063485,10.389275000000048,9.582080357142829,24.20573456260023,8.985582857142825,12.902801071428591,9.460754325396774,11.119209270186335,10.172952767857142,12.823549500000054,11.750014166666666,12.97418773809519,19.18993526833979,14.424094015679444,9.692867827380882,9.923776742424211,12.022661468253904,10.75113988095239,10.754030912698422,15.73785962454213,12.464209587912094,13.26939751006028,12.250561785714282,10.203299775132267,12.724756762672827,24.598566392857112,14.865303732142882,12.27543726190478,10.41111821428574,10.600225317460325,29.642299023809425,10.746143668831149,9.149344428571467,17.79372226190479,10.990557499999996,10.855899821428537,25.069582559523734,10.536195255102054,23.203563170995523,13.377512608958853,10.012571116071449,10.962803214285715,14.17183464285718,13.14919964285712,11.432438373015858,11.87746101648352,9.573264182027652,22.289059220321874,12.014029880952364,12.028914741379284,14.804657649501658,10.986292710083994,12.884853293650794,11.478424642857128
BF,16.86844742063485,0.0,15.091394419191856,12.406798181818155,26.863068278288484,13.966484848484724,17.238336363636243,14.269061471861384,12.29440416556871,13.584423396464668,20.301323474747434,16.706098484848376,17.376550672438565,22.353291557466545,19.89818612958856,15.383028011363486,14.026747979797909,15.72462031986518,15.919805303030143,13.184941060606125,20.13549953379953,18.082088966588856,16.45135290795267,17.529502669552535,15.577957912457798,17.221731247963433,24.84910102272717,19.064349167929265,16.074883578643522,12.174804078282817,15.120857196969537,31.369330949495083,16.194878535353393,15.959071914141507,21.060403131313123,12.770652283706518,14.682329813636304,28.272726452020127,15.599116821273888,27.482740404040584,18.135081698339334,13.285158424873767,15.564064393939391,17.8441785353535,19.82634308603271,16.819369696969602,17.07577109557095,13.815435174323833,25.597867737942643,15.502831111111044,15.96462267502613,19.129162391355354,17.406020505644626,17.09497590909089,15.79839766081859
BI,10.389275000000048,15.091394419191856,0.0,7.666800681818162,25.03102132022465,6.999305000000011,9.871522954545428,7.709589880952333,9.975535543478305,8.124183750000034,14.258957500000056,8.872188055555487,13.415420166666546,20.11455193243254,12.142338353658602,7.048218541666636,8.817014469696938,10.72507027777768,7.515855833333338,8.396475833333295,13.874694679487265,9.97851211538455,12.044470387323846,9.438134642857117,6.983396574074032,10.62358427419352,25.14865474999989,15.181042750000012,11.486190357142869,8.413801249999977,8.031766666666657,30.95957150000024,8.237077954545388,9.65409900000006,17.56476416666668,7.642078369565225,8.810495649999988,26.954147083333144,7.0481997448979445,23.714140833333275,11.163521737288194,8.683132187500046,7.912990833333368,10.991247499999988,12.103843534482753,9.56380027777773,9.72179288461534,7.0141678225806565,24.38270728873217,9.517203928571428,10.323011465517252,13.90103784883725,11.033870676470546,12.44965250000001,9.59118223684204
BJ,9.582080357142829,12.406798181818155,7.666800681818162,0.0,25.503315546476014,5.823712500000002,9.919243636363571,6.681356190476151,7.054754130434776,6.784461363636384,14.977643636363709,9.443594444444397,13.178748173160065,19.83517438574942,11.313517649667313,6.929698958333248,7.607665151515087,10.266440286195186,7.733526818181791,8.046910858585818,12.389893473193377,9.745406573426497,11.403269487836011,8.934555454545366,7.987390235690197,10.147168445747765,24.71642652272716,14.745393852272786,11.31699930735929,6.992207386363634,7.77102345959595,30.969566181818468,7.716943181818105,9.681815136363706,17.64570333333337,6.838116640316164,8.23348013181815,26.50232882575748,7.058349090909078,23.89617090909093,12.398485701078563,6.693380653409084,8.68046484848485,12.373971363636338,11.97217072100305,9.313532727272666,8.640274545454455,5.164033225806435,23.907516888604288,9.18322627705624,10.60199009404388,12.91940156448196,10.796456390374289,11.724446919191903,8.949512057416229
BW,24.20573456260023,26.863068278288484,25.03102132022465,25.503315546476014,0.0,25.970725739700114,27.9858985699692,25.89018145175668,24.82409134098672,24.84204405898864,24.98889006741566,27.742664107365563,23.36648975708923,25.16737363346498,31.809727678815893,26.70704176264056,25.141784252638608,21.907402532251275,26.465478370786297,23.851502977528,31.74488035148348,29.69123604148641,21.87743382022459,29.60392945425345,24.63116974615057,23.00279427328732,27.691372530898693,24.660527480336963,21.58660447298013,24.43659514044941,26.683692431335796,26.61264474906375,26.480398646577992,22.14040187078643,20.406831385767745,25.031089081582657,22.948443938763944,27.61703658707856,27.191493579454164,29.388387436159245,21.512551818701198,25.496919996488607,24.012982397003647,23.37963578651677,30.503665323517804,25.125233083645263,29.679766292134683,26.71291480608911,23.96141035132129,23.44881974852858,20.53005346764814,29.315074915076917,21.98249520885662,20.16903011860175,23.063336510940267
CD,8.985582857142825,13.966484848484724,6.999305000000011,5.823712500000002,25.970725739700114,0.0,9.290279090909031,5.313887063492023,8.255368478260856,6.728329583333329,15.029265833333278,8.660336111111077,13.463260476190394,20.100755013513467,10.313128008129931,5.4295022916666325,7.686969318181748,10.225357314814694,7.121543333333342,7.873344722222159,11.795732179487022,9.14121929487172,11.626511830985825,8.147410714285675,7.434747870370373,10.155083198924622,25.235001749999856,15.176912875000037,11.603319642857157,7.118780416666698,7.209435000000009,31.900482499999995,7.029622272727221,9.1984156666667,18.022649999999945,7.308987173913043,8.096521616666656,27.519812083333264,6.244794795918373,24.15163734848464,11.79598418079082,7.043406562500008,8.056438333333348,11.93696583333328,11.43366054597686,8.758610833333265,7.732013076923046,5.409052311827978,24.50172355633787,8.772030833333295,10.398977499999935,12.966170775193604,10.753988127450926,11.93602833333325,8.15162907894736
CF,12.902801071428591,17.238336363636243,9.871522954545428,9.919243636363571,27.9858985699692,9.290279090909031,0.0,9.568858152958104,12.079984525691698,10.846052727272763,16.82550290909085,9.729308585858654,15.947440069263935,22.205430921376,13.68878403547679,9.307358503787771,11.204371212121188,14.108943080807942,9.88276994949502,11.668648939393965,14.695315151515194,10.044851748251745,14.781760140844924,10.089603246753304,10.54605959595964,12.999310557184776,27.255246749999746,17.91863231818179,14.341340606060577,11.24600000000002,10.257189267676692,32.70422618181841,10.762293181818146,12.935062863636483,20.667855151515106,10.627627075098742,11.886003131818152,28.56717291666647,9.660685714285776,23.88944242424237,15.015389676425364,11.213828323863687,11.338701666666706,13.634883181818156,12.496900626959333,10.820981818181886,10.036140559440575,9.006231818181847,26.232302624839928,12.568530909090878,14.117198808777442,13.83324397463014,13.01751665775392,15.705720353535414,12.16980066985636
CG,9.460754325396774,14.269061471861384,7.709589880952333,6.681356190476151,25.89018145175668,5.313887063492023,9.568858152958104,0.0,8.65164898895786,7.074800009920603,14.53086057142854,8.773876984126929,13.26156063492055,19.75957652552556,11.500915021292917,6.643312946428471,6.694488528138436,10.78301097883585,7.386776587301571,8.122249444444371,12.731219902319744,9.732258241758132,12.362908166778316,8.843842063491952,7.671168783068754,10.662105069124369,24.86675568650778,15.019823994047638,11.559864444444406,7.774549464285665,7.374052579365047,31.011321841270146,8.398962662337546,9.63514546825401,18.06986539682544,7.848924120082809,8.579645759523757,26.40602073412698,7.182727210884315,23.592145021645184,12.072982351358624,7.488179449404736,8.506026269841204,12.429924206349112,11.627893377120836,9.239334920634825,8.55724273504262,5.4330314132104105,24.033967290408977,10.13526444444439,11.195823218390755,12.810813990402265,10.933906127917757,12.72576595238096,9.604132598161955
CI,11.119209270186335,12.29440416556871,9.975535543478305,7.054754130434776,24.82409134098672,8.255368478260856,12.079984525691698,8.65164898895786,0.0,7.383861820652173,15.31968691304344,11.710652294685968,13.142950262939884,18.49966850528786,14.223851320254406,9.844903070652109,8.847172602107992,11.235359452495896,10.736968164251223,8.552755314009653,14.918024743589646,12.623901153846088,11.808119874464095,12.011904503105535,10.439211924315613,12.623392727910211,23.105301554347854,14.584759831521785,11.394247815734982,7.960288586956516,10.310513079710118,28.690095840579765,11.033954782608625,10.689416413043537,17.4520912318841,8.8918810869565,9.544052636956469,25.159598170289797,10.506548061224484,23.101971982872172,13.986609885777488,7.506175774456521,10.828604565217388,14.0568104347826,14.067518253373244,11.500166207729412,11.688571555183875,8.547460918653568,21.881050168401597,11.26518632505173,11.726163800599672,14.026122542972654,11.697604439897685,12.551053236714967,11.188808043478202
CM,10.172952767857142,13.584423396464668,8.124183750000034,6.784461363636384,24.84204405898864,6.728329583333329,10.846052727272763,7.074800009920603,7.383861820652173,0.0,14.7776495,10.604393958333322,12.702911488095127,18.86417765202704,12.72586597560983,7.522395208333312,7.812067481060588,9.499401620370334,8.552020277777782,7.383512638888827,13.976679583333397,11.498565865384665,11.08635232394358,10.533140625000032,8.451805671296276,11.007342177419364,23.377266124999885,14.28162087499997,11.050301041666645,7.6119187500000285,8.774811111111116,30.33386733333333,9.192733181818168,9.812518875000062,17.712208958333363,8.045927065217384,7.3970587,26.1568912499998,8.235735854591866,23.248026174242412,11.951307086864423,6.924569687500009,8.681536041666678,11.96054687500004,13.078416163793143,9.678485416666678,10.468146057692325,7.114883487903245,22.861832059858955,9.52125669642854,9.957429116379268,14.114850668604712,11.385244477941107,11.289673541666671,9.596183684210493
