ISO_CODE,AE,AF,AM,AZ,BD,BH,BN,BT,CN,GE,HK,ID,IL,IN,IQ,JO,JP,KG,KH,KR,KW,KZ,LA,LB,LK,MM,MN,MO,MV,MY,NP,OM,PH,PK,PS,QA,SA,SG,TH,TJ,TM,TR,TW,UZ,VN,YE
AE,0.0,10.55454949438197,8.983505168539306,8.921454897554488,8.126637979775245,5.73388276404497,12.024554811632427,10.47009104671787,8.626867378277138,9.094809114606758,16.119633025384886,9.487978184961028,11.7966378814787,8.331573934248775,12.532813592200874,14.026013310445194,9.115169391011134,9.23308159176026,10.435604885393182,12.257573488433504,5.677150565543084,8.84037993579449,10.339099474157226,8.479501466747623,7.579069215454371,10.090226279716104,9.489110308988762,16.8586164044944,13.874303654989989,16.467109637029772,8.878344990636654,6.029813163808381,8.903500147719749,7.564941820224706,13.841332022471846,5.15951535313001,5.710237080758357,9.649963752286324,18.065291295280858,9.75046266114719,13.551496479400544,9.446981383809952,19.287774528089816,8.711421477772303,19.45413773382403,9.290263092562853
AF,10.55454949438197,0.0,10.391481960784333,9.711227352941147,8.738943513725427,10.56214323529412,14.52903147058816,9.735544226006157,9.447488254901945,10.431515517647018,17.754388202614276,9.88087898371035,12.89179874762801,10.291930293246116,11.65164976470583,15.265062832243943,9.951915816470516,9.86635196078424,11.666692223529331,13.091368294117554,10.4977230196078,10.01832343137252,11.218716529411688,10.353243728139866,9.893011264189868,10.86464110835906,10.822324735294195,18.62524941176463,15.05666382352934,18.093330690536973,8.846298823529336,9.30216199690399,11.56627079411755,9.351379999999944,13.939531806722687,9.954881176470629,9.214947474264635,12.910893590971186,19.454910684705816,10.423772987616015,14.035415924369584,10.699635295454506,19.792293715170093,9.752244322250595,19.97071688640955,8.402127408963578
AM,8.983505168539306,10.391481960784333,0.0,5.543355686274493,7.828311333333298,8.539052666666636,13.195663235293974,9.761593421052597,6.185395666666667,5.365210266666694,16.719003148147987,8.34041483589743,11.301628440860146,8.133362925925864,12.244322549019616,14.97888351851842,6.507688346666651,6.16824666666664,10.13623546666655,10.602386196078418,8.860221666666698,6.040122619047617,9.649544866666687,9.261840900900856,8.550599035087739,9.082913385964828,6.736803166666675,17.55050333333346,15.202869901960646,18.231196463768065,9.458202708333316,7.191323070175412,9.992763009803898,9.344214058823535,13.555966190476214,8.48944666666669,7.701041645833263,11.307083178294478,18.083343133333265,7.1134850877192966,11.269308571428576,7.6860061893939875,18.711816999999847,5.727260652173897,18.945413655172405,8.039175714285735
AZ,8.921454897554488,9.711227352941147,5.543355686274493,0.0,7.018261709803869,8.389018705882378,13.15944999999987,9.528599071207406,5.526010078431318,5.5817249882352895,16.819662352941076,7.706507770135698,11.481572969639377,7.658111747276605,11.779931470588233,14.745044281045626,5.847172623529356,6.144187745097971,10.031000164705782,10.161785647058744,8.358354686274524,5.562110924369693,9.301258894117591,9.010994133545209,8.030033777089743,8.676480851393109,7.14268914705881,17.69714470588249,15.4619276470587,18.15022984910481,8.887223541666577,6.56059678018571,9.802947529411703,8.606534117647008,13.492751260504226,8.137180798319307,6.978865437499888,11.417554391244783,18.15400422588228,6.817667058823471,10.282007170868258,6.02340073128339,18.90777716099063,5.447592186700731,19.19390964097354,6.970377535013954
BD,8.126637979775245,8.738943513725427,7.828311333333298,7.018261709803869,0.0,7.901732466666687,13.324054368627378,9.054022070175396,6.139199666666659,7.7375635333333825,17.395506177777676,7.789293882051239,12.904312939784829,6.618432911111077,12.58147426274505,15.6137320148147,6.7314553733333184,7.890230799999968,9.55915079999995,11.117927592156809,8.007759933333338,7.644759228571405,9.73472166666663,10.094119203603594,6.790382670175388,7.844212456140288,8.206985433333296,18.402448399999997,14.89632707058814,18.018013927536213,6.85749864999995,5.6963087192981705,9.23463806862742,6.645000011764663,14.444453790476166,7.4297920190476,6.3806514708333015,11.364745627906863,18.72658642666661,8.196264543859598,11.279518266666608,8.470835262121176,19.777043933333303,7.330380817391266,19.728840551724076,7.346656314285689
BH,5.73388276404497,10.56214323529412,8.539052666666636,8.389018705882378,7.901732466666687,0.0,11.600412823529291,9.701623789473658,8.172936000000078,8.650170400000034,16.41257170370365,8.977176876923107,11.425219903225752,8.303386466666687,12.09456841176473,13.984374629629569,8.719410680000003,8.631788333333294,10.432567999999929,11.973547647058831,5.334522333333352,8.427094000000007,10.395091199999982,8.886895081081084,8.000307333333371,10.153843736842106,9.326423499999995,16.815121000000143,13.514309764705748,16.545120304347794,9.132078958333322,5.599400105263218,9.626678794117668,8.284959764705922,13.22370485714285,5.162758714285709,5.925698562499967,10.003354279069736,17.915500519999963,9.332673263157863,12.949137904761944,9.153129977272773,19.05734089473684,8.117004739130408,19.694769586206924,8.422616571428588
BN,12.024554811632427,14.52903147058816,13.195663235293974,13.15944999999987,13.324054368627378,11.600412823529291,0.0,13.066891486067933,13.494405450980326,13.229975647058616,16.27101649237457,12.307486330316664,14.515378719164934,14.077783778649096,15.475266529411687,17.444201710239483,13.741046971764506,12.786417549019443,13.66732763921553,14.650400705882276,12.271346764705797,12.898817394957838,12.978481223529242,13.047535262321189,12.582433415892703,13.0328991238389,13.414856617647114,15.637075294117595,13.982005882352732,13.667234079283867,13.736579938725454,12.622291795665683,12.804651852941118,13.498205058823524,16.82192008403347,11.974491092436924,12.363180334558798,10.493059165526578,18.65831578352931,13.435475077399198,17.93232254901931,13.829999814171051,18.826951030959613,12.5966793478259,20.548515135902512,13.626475434173516
BT,10.47009104671787,9.735544226006157,9.761593421052597,9.528599071207406,9.054022070175396,9.701623789473658,13.066891486067933,0.0,9.156679192982509,9.671579452631542,17.975830779726966,9.88210851578949,13.131070144312275,9.279114207017509,14.129132009287927,16.836297982456,9.489494507368372,9.520739736842076,11.705985480701676,12.6318131950464,10.348807491228037,9.74150872180449,11.205131010526266,11.283705476529184,9.384486491228095,10.479852052631502,10.321486078947384,17.95678000000006,14.21045278637756,18.70034439588098,7.483087598684132,9.256227368420983,10.94368061455102,9.791686092879266,15.415549624060128,10.01024172932328,9.53123749671045,12.190182570379308,19.550758261052607,9.45495789473678,13.804372431077605,10.78466759928227,19.92201352631571,9.210605434782543,20.57672213430125,9.402371127819531
CN,8.626867378277138,9.447488254901945,6.185395666666667,5.526010078431318,6.139199666666659,8.172936000000078,13.494405450980326,9.156679192982509,0.0,5.956721466666704,16.807463777777638,6.032908917948658,12.43830138709669,5.956782940740669,12.69101437254895,15.904643148148043,3.343532626666624,6.452256333333355,9.362566799999977,8.79771764705882,7.942013000000056,5.604277047619048,8.439302933333401,9.817203819819786,7.761656210526328,8.112948157894696,6.500684833333385,18.0501013333333,16.361990235294016,18.61872456521736,8.611170666666675,5.1401698596490775,8.942919205882298,8.334216549019583,14.638390285714276,7.849755142857142,5.99105106249997,11.17890302325577,18.36786117333324,6.342364210526329,8.210313333333366,6.598035537878773,18.71099464912272,5.772119289855088,19.351203459770066,5.934652476190488
GE,9.094809114606758,10.431515517647018,5.365210266666694,5.5817249882352895,7.7375635333333825,8.650170400000034,13.229975647058616,9.671579452631542,5.956721466666704,0.0,17.381046429629443,8.499535569230776,11.50886841935478,8.123877651851856,12.688726529411708,15.21742617037019,6.579390760000033,7.203365666666691,9.79940493333332,10.5762519764706,8.710819400000043,6.712161523809574,9.53299479999999,9.22802141621623,8.30396577543864,9.006216200000035,6.0575475000000045,18.020994999999814,14.498047788235066,18.51462346956522,9.333506333333371,7.203068926315787,9.699984470588216,8.936765847058878,13.682567542856937,8.208614371428578,7.672345562499992,11.454772837209228,18.74825891999997,7.722410147368454,11.14512476190462,7.73109918636368,19.48460805263136,6.58366915652178,19.692358151724104,8.004913561904818
HK,16.119633025384886,17.754388202614276,16.719003148147987,16.819662352941076,17.395506177777676,16.41257170370365,16.27101649237457,17.975830779726966,16.807463777777638,17.381046429629443,0.0,16.295398785185046,15.149508142174351,17.954697933333204,16.359394167755898,18.11694388888877,16.52490178222204,15.86260092592576,17.07015871111094,16.25576505446615,16.56008366666649,15.778892857142758,14.800537407407212,15.909027297297229,16.64278064327478,16.74416662573089,17.283613944444365,9.7829379629629,19.741131111110903,15.386483167471829,17.036603240740686,16.928744912280607,16.93673779738554,18.05897803050107,18.904343492063383,16.5083351058201,16.581224997685144,12.503190930232424,16.432788801481333,17.199307738791244,20.78421719576688,17.180180894781103,11.118042368420983,15.80394234299498,18.19375160280967,16.75733597883585
ID,9.487978184961028,9.88087898371035,8.34041483589743,7.706507770135698,7.789293882051239,8.977176876923107,12.307486330316664,9.88210851578949,6.032908917948658,8.499535569230776,16.295398785185046,0.0,12.410146929528452,7.516945412535568,12.40682126606328,15.776629197150925,5.906612079999969,7.670326138461522,10.0905509333333,9.294325484162837,8.847645430769209,6.814552352380937,8.485777584615413,10.1955943563409,8.582726996761098,8.684380482591063,8.788234407692315,17.77339830769227,16.130524248868678,16.976002930434746,9.280522969871765,7.020362955465537,8.847779010407196,9.125091764705829,14.599834672527384,8.91427478461535,7.015011491346121,10.75802950518773,17.13830525846148,8.011265155465571,10.667170795604322,7.871734802447531,18.10287276599183,7.057803411371224,18.34613045464184,6.982981111355312
IL,11.7966378814787,12.89179874762801,11.301628440860146,11.481572969639377,12.904312939784829,11.425219903225752,14.515378719164934,13.131070144312275,12.43830138709669,11.50886841935478,15.149508142174351,12.410146929528452,0.0,12.837324514217348,11.536716910815873,11.865896475507746,12.299725050322422,10.857256021505256,14.10363939569877,13.721611531309192,11.482587698924666,10.846804247311752,12.650999154838614,9.162328984306871,12.136266652518362,13.201704682512617,12.831469080645046,16.188845161290192,16.06043147058806,16.837203178120543,12.710366686827909,12.126467869269822,13.456131908918364,13.06933579316882,11.448179239631283,11.860953087557514,11.650689530241891,11.165949276068954,17.626267922580546,12.431172962648397,16.307798010752332,11.441408934750662,17.47550301188445,10.853844670406646,19.008815968854226,11.085503049155063
IN,8.331573934248775,10.291930293246116,8.133362925925864,7.658111747276605,6.618432911111077,8.303386466666687,14.077783778649096,9.279114207017509,5.956782940740669,8.123877651851856,17.954697933333204,7.516945412535568,12.837324514217348,0.0,13.235913045751577,15.793752414814666,6.452396306666641,7.911414155555488,10.879199570370304,10.688205897603428,8.07544160740735,7.376445057142797,10.151199125925867,10.137464567967912,7.564419321637351,9.24940481403501,8.85031664814813,19.2863370148147,15.840830546840788,18.674884887278512,7.7874681898147475,5.785148632358617,9.560957901742873,7.944368368191697,15.090775461375523,7.859520660317398,6.584196272685169,11.894333294228984,18.967540759999977,7.9337340120857,10.937927757671824,8.170708153703663,19.90996173099405,7.311801609983838,20.16579029833963,7.855204045502597
IQ,12.532813592200874,11.65164976470583,12.244322549019616,11.779931470588233,12.58147426274505,12.09456841176473,15.475266529411687,14.129132009287927,12.69101437254895,12.688726529411708,16.359394167755898,12.40682126606328,11.536716910815873,13.235913045751577,0.0,11.726320261437836,12.741419524705789,11.58828847058824,13.788868035293987,14.50903217647052,11.42108556862742,11.732035470588231,12.272705258823526,10.277662147853713,12.49123124561403,13.160505139318875,13.315266500000051,17.775536823529507,16.858499352941138,17.266641299232734,12.987740813725502,12.031796139318873,13.945389999999984,12.926339529411784,11.350808159663863,11.71526591596637,11.07013731985296,13.838237938440402,17.37554760705885,12.998106721362223,16.288921924369724,11.968081509358251,19.040117207430296,11.457664976982098,18.63582325152124,10.098820613445394
JO,14.026013310445194,15.265062832243943,14.97888351851842,14.745044281045626,15.6137320148147,13.984374629629569,17.444201710239483,16.836297982456,15.904643148148043,15.21742617037019,18.11694388888877,15.776629197150925,11.865896475507746,15.793752414814666,11.726320261437836,0.0,15.982204100740574,14.719821111110928,16.505207266666506,17.575407457516267,13.308257777777603,14.892879656084515,15.216562185184989,10.790469674674574,14.703951939571072,16.08314817153986,15.92151787037034,19.31312833333323,18.20965648148127,18.650369146537862,15.46783562499994,14.587216384015472,16.327653314814793,15.178417705882367,10.593804523809412,13.57883656084659,13.426020581018484,15.14953486218758,18.94032681925917,16.117055389863367,19.483084100528824,14.868346606902277,20.064919356725017,14.447644830917692,20.14271700893993,13.304730661375563
JP,9.115169391011134,9.951915816470516,6.507688346666651,5.847172623529356,6.7314553733333184,8.719410680000003,13.741046971764506,9.489494507368372,3.343532626666624,6.579390760000033,16.52490178222204,5.906612079999969,12.299725050322422,6.452396306666641,12.741419524705789,15.982204100740574,0.0,6.15108623999998,9.880736519999916,7.986144289411743,8.461623253333292,5.015540702857137,8.609633640000014,10.001111590270142,8.150769530526267,8.458830639999949,7.118828380000017,17.94827951999987,16.568831691764473,18.844715686956352,9.011125719999928,5.8907229873683455,9.152794765882293,8.885108602352885,14.817710085714122,8.558934108571343,6.418818507499976,11.5252766930231,17.826341919999887,6.225288730526297,8.095389952380954,6.422066919090879,18.07767524631564,5.462698417391271,19.0368512455171,6.1835157504761815
KG,9.23308159176026,9.86635196078424,6.16824666666664,6.144187745097971,7.890230799999968,8.631788333333294,12.786417549019443,9.520739736842076,6.452256333333355,7.203365666666691,15.86260092592576,7.670326138461522,10.857256021505256,7.911414155555488,11.58828847058824,14.719821111110928,6.15108623999998,0.0,10.473209266666531,9.86556362745094,8.818188000000028,4.231372142857127,9.070466466666634,9.465092117117026,8.71519763157893,9.002737508771826,8.161328833333318,16.802111666666836,15.343447745097851,17.650408376811534,9.031905833333273,7.306577105263014,9.844405156862676,9.377481176470534,13.670693571428618,8.838352619047617,7.441356604166558,10.89454259689908,17.378556386666602,5.887997280701705,10.458197380952328,7.222198098484869,17.731378385964895,4.277473043478233,18.250690218390726,7.026195952380937
