ISO_CODE,AO,BF,BI,BJ,BW,CD,CF,CG,CI,CM,CV,DJ,DZ,EG,ER,ET,GA,GH,GM,GN,GQ,GW,KE,KM,LR,LS,LY,MA,MG,ML,MR,MU,MW,MZ,NA,NE,NG,RE,RW,SC,SL,SN,SO,SS,ST,SZ,TD,TG,TN,TZ,UG,YT,ZA,ZM,ZW
DZ,1.07503130435101,1.1040224991479677,1.135908736656876,1.0774551468028477,1.676770559508007,1.1402732526107164,1.0934418593797246,1.0073654836632702,1.0222589710019352,0.9832467901311576,1.020621223814992,1.0308268452431948,0.0,1.2096012277697354,1.530769194082649,1.0958255659339984,0.9795764878663362,1.1307712977884132,1.060347946370481,0.951671635153682,1.4181831286803683,1.3427885538019635,1.1111943333016403,1.3375281239993069,1.1214993478888058,1.1546756017852826,1.4438510765888974,0.899564403809993,1.0305087102723902,0.976140627787454,0.9555163003449956,1.48851384933215,1.1252023157570006,1.060206203125153,1.2853640417632912,1.0577143666127746,1.0459943631945832,1.2812533931208543,1.1339996277377518,1.0871160821508692,1.411985562837462,0.9824559928460284,1.1692801620567137,1.1696329610279652,1.274344978063422,1.0998279549511472,1.251822597471169,1.1066503675577168,1.2073398477081447,1.1634469931788711,1.1313363913421666,1.1744264002923053,1.0008951915878606,1.139002252946567,1.0788894376490108
EG,1.5513932658739211,1.527608305669108,1.723224024131194,1.6522785250939551,1.7155501732802394,1.7028830153519323,1.7078532707469951,1.6248497709540703,1.5151691627204706,1.5217141952098108,1.53627040847773,1.6666423996069044,1.2096012277697354,0.0,2.1186693776983816,1.6951375366013752,1.5740327196304715,1.5145676795237544,1.671984370688525,1.5511663397537911,2.0022204899495315,1.9521177044051776,1.433599742433771,1.9523743323366771,1.6830651928866724,1.630896018521299,1.3476169819756154,1.3066592177029308,1.5265744736506262,1.604878563872577,1.58142048928663,1.4964426264215271,1.6889626278800924,1.5394912421841334,1.5120064915008566,1.6379966796306709,1.50148153122069,1.5125021022024234,1.7429452025088243,1.453001966496859,1.7739180212920902,1.55344317284322,1.6082366032636282,1.6135022669617358,1.8627103765209976,1.6206695674972118,1.873027590739325,1.7289639782635453,1.3310618494384268,1.657794636973523,1.487267953462715,1.760713819611407,1.4712672005261576,1.4535487320325489,1.5691508127609024
ER,1.298659709070145,1.5628590419390949,1.0137253705269973,0.9052081928143784,2.476976957040203,1.027695878729546,0.8505992257817233,0.9806284616643444,1.3108308544318683,1.20648830800008,1.4427872334051943,0.8985631783800134,1.530769194082649,2.1186693776983816,0.0,0.9306612046742202,1.0682397765135534,1.5589124096217728,0.8778662306533536,1.288541231502814,0.6619640635190328,0.5440258022327535,1.592632491794414,0.5393656420903746,1.0889020639297045,1.2722502020616622,2.49241165994098,1.713619276929045,1.339250290359006,1.210015298574454,0.9271558793615244,2.396286588807284,0.9043456108460756,1.3096955080105768,1.8649968306027969,1.1900194333156484,1.4254296212119102,2.0168624224453,0.8145684516810864,1.571283137148228,1.7600074265794383,1.2271333978880872,1.5433204348371292,1.5305282734423702,0.7024937202288811,1.0951604940194763,0.8238166707416719,0.7584172058936433,2.394935746224397,1.2743254788421428,1.643949881489267,1.0308188335432622,1.1880391786981492,1.6477610702718657,1.217370434155014
ET,0.9558314806379198,1.1744614757192748,0.6554130821936703,0.7551854912947822,1.887280430159529,0.766828396925112,0.6173727539620785,0.6994776089839562,1.029127385676412,0.8322233177946341,1.0985373443341615,0.6488253021391301,1.0958255659339984,1.6951375366013752,0.9306612046742202,0.0,0.818182753129636,1.0545337816874685,0.5714266072409548,0.846504472688012,0.9128484915479004,0.8087723964582617,1.1412774731764437,0.8048089798043846,0.7450632718663862,0.8834794934102995,2.0266159441332765,1.3019443543639462,0.9072479937770984,0.7895723678072559,0.6693483788389821,1.9307285686492357,0.6153573830840087,0.8854986459483724,1.4190007450345483,0.7896446044278339,0.9206224589062796,1.6606789350479836,0.5244287897164278,1.2166943781453678,1.1848048565645537,0.9255931422886504,0.9362794699924368,0.9390127361024838,0.8174003833600502,0.7801898946503009,0.7348246871186198,0.6403392498453976,1.911261538777772,0.7894440221908885,1.070187970676322,0.9610978580091728,0.889342864036826,1.110273549986978,0.7231574786712078
GA,0.9019353990732506,0.9569142809732438,0.7428959280771069,0.5559408248291912,1.8562660147922612,0.6836593919649671,0.6438125546951544,0.4622846852897029,0.7541918382926214,0.7260886050246521,1.00945294869225,0.6372518261092811,0.9795764878663362,1.5740327196304715,1.0682397765135534,0.818182753129636,1.0745380149674385e-07,1.1057965718771932,0.7125715029681552,0.7285562639755712,0.9432830705572116,0.8446609072496983,1.116311434247286,0.8050168917536479,0.7949751419241068,0.9434574560771396,1.9123228343427188,1.1413955894787946,0.8267820255473238,0.6978696025727811,0.6356722062646917,1.7524142998503096,0.7400173103264326,0.8823090396258535,1.3012011413053364,0.7232073997552314,0.9895240127412536,1.378959942301722,0.7305456644978713,1.0911736954473787,1.3797914531448516,0.7076461132019488,1.1675512612761043,1.1503182353615986,0.848441819209748,0.8262654229406468,0.7469065853282194,0.5349709071335204,1.679058575216782,1.002971895712114,1.1544961373183091,0.8337488572519883,0.8081700042018914,1.1249498237617022,0.8695629287878199
GH,1.1830549745879346,1.1418157994646652,1.0968805823200116,1.0871442962095978,1.4378978905243027,1.1093428472319584,1.1350187893356902,1.084562721933378,1.0154842052398978,0.8821574738869346,1.2769086254508275,1.1707571404126518,1.1307712977884132,1.5145676795237544,1.5589124096217728,1.0545337816874687,1.1057965718771932,3.009887021291875e-07,1.0253682071949473,0.9700000564921109,1.4779669197408525,1.4189314318589117,0.8324872315227768,1.4165921399305297,1.0774858840147743,0.9473742100601904,1.812908620694489,1.2206238325017176,0.9089867166000174,1.0079852591597254,1.121544673306019,1.6363350405404091,1.0178274137426977,0.9636177956798556,1.2518297738036988,1.0042447534952426,0.6314741867460586,1.5705828658400536,1.019235939042686,1.237971219989088,0.9821594346321136,1.0412039926163574,1.1464629045778003,0.8232844205454152,1.3558481764558536,0.961966558198692,1.3319936933763834,1.1390155286349837,1.630765854693411,0.761090045792904,0.67290779731928,1.3422066193744566,0.9759970607212596,0.8086050732301222,0.8034245073704045
GM,0.9331738624157704,1.1284777943244406,0.6494425469959845,0.6472208449016196,1.873987141174048,0.7270272149958954,0.5375853831077244,0.6006299128807111,0.9440313171945334,0.7787383045070421,1.030702878921736,0.5440492913937639,1.060347946370481,1.671984370688525,0.8778662306533536,0.5714266072409548,0.7125715029681552,1.0253682071949473,8.429369702178808e-08,0.7741467623383155,0.8358551030745685,0.7011692752116435,1.1142861247761278,0.6992567165846767,0.5845174949608646,0.8131509289532083,2.0103559492459677,1.2605004894776082,0.8696519035877646,0.7623693212495751,0.5710136881632778,1.893916071624176,0.5679138743269212,0.8619408060900161,1.34634219155022,0.7111221146676727,0.8946165053622769,1.6024245084805109,0.4862195022153068,1.1538379921554904,1.1634761957965924,0.8527413508230993,1.0425017332044306,0.9375342949608728,0.7243959265606961,0.6864501062790342,0.7202909737002493,0.5034850068754562,1.8793661947554547,0.8698694394144767,1.0851532520466758,0.8684692502935951,0.8108232086579393,1.09722978527199,0.7422969310437119
GN,1.0171599446847148,0.8315713695539679,0.6949926856068976,0.6908519889005278,1.738092958668529,0.7856062462289727,0.7890701796024666,0.7036034341347338,0.8023479822838656,0.683818052390472,1.0169885064257722,0.7814833509083359,0.951671635153682,1.5511663397537911,1.288541231502814,0.846504472688012,0.7285562639755712,0.9700000564921109,0.7741467623383155,7.884953353001449e-08,1.174863016458886,1.065210215418721,1.0550122849014207,1.060099333694883,0.8165308955486554,0.998536978763871,1.8000032567658495,1.1609951090909325,0.8379634695750795,0.4893229997345195,0.7614649869540073,1.6911414306881036,0.8597113719597851,0.9366863081371284,1.290070928076438,0.5356212102813575,0.8969983186006859,1.431287152838234,0.8313856421275556,1.102051431579543,1.2339672333668292,0.7023150195004724,1.0307997136399027,0.9622147837215708,1.0550983786819677,0.9258499020019608,0.9166326521945528,0.7802608955336001,1.631258117183765,0.9203632009696632,1.025580464384245,1.0230467476292522,0.8820350757319978,1.0316044498601926,0.8392278179348862
GQ,1.1736061806457043,1.4240725743431684,0.9356662051467144,0.804062801942775,2.3367652342800733,0.9176969066795012,0.773051488921649,0.8701205240514177,1.181957589906658,1.1047415651881998,1.347560703257091,0.7886043266109567,1.4181831286803683,2.0022204899495315,0.6619640635190328,0.9128484915479004,0.9432830705572116,1.4779669197408525,0.8358551030745685,1.174863016458886,0.0,0.5558386277200761,1.5026045462262176,0.5549537745312249,1.0354314354570713,1.2009447716541095,2.3812999286166043,1.5773871511057382,1.222699081889322,1.0973528851671286,0.8576025778653225,2.254498065322806,0.8363020675708414,1.2214025364236232,1.7347906051171011,1.0840521119720845,1.3538542310776556,1.864327537384024,0.7858783157348266,1.457191048911025,1.697767663765957,1.0852341904686156,1.4849819938021276,1.4643787040880676,0.7012521166330157,1.038481723772287,0.7153055304967468,0.6853354010605388,2.2308477857218065,1.214783225775044,1.5448516849804776,0.9241647170080975,1.0861760498600823,1.5385834797308628,1.137628328895884
GW,1.0546061979200478,1.3680727771188563,0.7978279260147099,0.6901561717179402,2.3030937728722582,0.8180942020730354,0.6226930795809443,0.7485585448340011,1.1009895060877024,1.0233938339658415,1.2271827487314926,0.6649573349062319,1.3427885538019635,1.9521177044051776,0.5440258022327535,0.8087723964582617,0.8446609072496983,1.4189314318589117,0.7011692752116435,1.065210215418721,0.5558386277200761,0.0,1.4355054761585215,0.3623043215278805,0.8805888540781022,1.1350323640651236,2.3382036441590306,1.5173091357768522,1.165289468824088,1.0088889364856308,0.7284357072137074,2.2168787445330183,0.7359726282893172,1.1138061444346667,1.6786383481547738,0.9684414021214506,1.262197308690274,1.8215838482245472,0.6646397172713397,1.3890842134008603,1.6333817620834297,1.007763960254738,1.4008229106753711,1.3957523261843805,0.4945599749691367,0.9506801239752848,0.5974704937380338,0.5283980383682082,2.191806136131692,1.1539568115187395,1.4828023770437333,0.834905198582729,0.9996968778039048,1.4814108426386676,1.0615428671628069
