ISO_CODE,AS,AU,CK,FJ,FM,GU,KI,MH,MP,NC,NR,NU,NZ,PF,PG,PW,SB,TK,TL,TO,TV,VU,WF,WS
AS,0.0,1.6831814182692304,2.098090909090909,1.4474916923076926,1.0920655270655264,1.41945,1.3968695652173908,1.2565652173913042,1.021842105263157,1.3012865384615384,3.204757834757834,1.6860769230769217,1.7629530536130529,1.6212714932126684,1.256413765182186,2.3260475113122165,1.0827674208144793,1.6860769230769217,1.4759105580693812,1.1024372469635633,2.876008097165991,1.1025256410256403,2.4576956521739124,0.8663630769230762
AU,1.6831814182692304,0.0,1.8809587784090904,1.2668689375000004,2.1894612615740745,0.9318871874999998,2.068506752717392,1.9549850135869575,1.6165866940789473,1.3759496875000004,2.5522251504629634,2.5530121875000007,0.5318729564393938,1.2848586875000003,2.0408097203947384,1.8962180698529416,1.9122092463235305,2.5530121875000007,1.3454343075980406,1.8909580208333348,3.1074858717105265,1.909633982371796,2.7999361005434795,1.6994171874999997
CK,2.098090909090909,1.8809587784090904,0.0,1.9773469090909088,2.3280707070707063,2.0220939393939386,2.222383399209485,1.8862687747035567,1.8753779904306207,1.9067579545454536,3.1571144781144773,2.6721818181818167,2.0750969696969674,2.1424855614973257,2.197415550239234,2.2011310160427806,2.1819582887700526,2.6721818181818167,1.9780144385026728,2.0729409888357253,3.0856794258373204,2.1251689976689967,3.067877470355731,1.8727199999999995
FJ,1.4474916923076926,1.2668689375000004,1.9773469090909088,0.0,1.7778902222222226,0.9214859999999998,1.71311095652174,1.717177739130435,1.4473618947368416,1.2350480000000004,2.472753037037036,2.0988240000000005,1.1612976969696955,1.280156,1.538066210526318,1.8460063529411763,1.395803294117648,2.0988240000000005,1.023306509803923,1.4055747368421063,2.4707924210526304,1.446854051282052,2.276919652173913,1.157444
FM,1.0920655270655264,2.1894612615740745,2.3280707070707063,1.7778902222222226,0.0,1.8687092592592585,0.684096618357487,0.6948582930756846,1.2678187134502914,1.4710064814814812,3.230296296296295,0.8612222222222211,2.2925902356902346,1.737254030501088,0.708718713450291,2.4848812636165567,0.6354666666666661,0.8612222222222211,1.475900435729846,0.865136452241715,2.8412787524366463,0.6043005698005692,2.173288244766505,0.805864444444445
GU,1.41945,0.9318871874999998,2.0220939393939386,0.9214859999999998,1.8687092592592585,0.0,1.6919485507246368,1.7433478260869557,1.4066026315789468,1.0498583333333322,2.265403703703704,2.130783333333332,0.992436666666666,1.0039127450980383,1.6291561403508774,1.8132823529411757,1.4931833333333324,2.130783333333332,1.0272049019607847,1.4906271929824562,2.568590350877192,1.4979730769230764,2.55035724637681,1.2775966666666665
KI,1.3968695652173908,2.068506752717392,2.222383399209485,1.71311095652174,0.684096618357487,1.6919485507246368,0.0,0.8959565217391298,1.397068649885582,1.4524978260869563,2.9813397745571653,0.5916956521739124,2.259872990777336,1.6909028132992303,0.643104004576657,2.504420716112531,0.747078260869564,0.5916956521739124,1.4119908780903647,0.9936773455377568,2.7627963386727687,0.6695200668896312,2.087478260869565,0.9637582608695656
MH,1.2565652173913042,1.9549850135869575,1.8862687747035567,1.717177739130435,0.6948582930756846,1.7433478260869557,0.8959565217391298,0.0,1.1950320366132718,1.4998429347826086,3.1139049919484694,1.172608695652173,2.0735969696969683,1.7746890025575426,0.7758670480549189,2.332985933503835,0.8063462915601017,1.172608695652173,1.3748346973572023,0.9614569031273832,2.852272311212814,0.8150117056856185,2.30691304347826,0.9242260869565218
MP,1.021842105263157,1.6165866940789473,1.8753779904306207,1.4473618947368416,1.2678187134502914,1.4066026315789468,1.397068649885582,1.1950320366132718,0.0,1.2599690789473663,3.080296296296296,1.8371578947368392,1.774746762360446,1.4964817337461287,1.2573342105263148,2.2538715170278625,1.1739040247678008,1.8371578947368392,1.2465117647058817,1.1063333333333325,3.0177894736842097,1.1280870445344124,2.662590389016017,1.0356505263157876
NC,1.3012865384615384,1.3759496875000004,1.9067579545454536,1.2350480000000004,1.4710064814814812,1.0498583333333322,1.4524978260869563,1.4998429347826086,1.2599690789473663,0.0,2.5827337962962957,1.6576375,1.4593234848484826,0.6726294117647047,1.1940690789473694,1.7388110294117636,1.1862735294117643,1.6576375,0.8670526960784304,1.279910745614035,2.5731486842105262,1.1890067307692307,2.062323913043478,1.0266925000000002
NR,3.204757834757834,2.5522251504629634,3.1571144781144773,2.472753037037036,3.230296296296295,2.265403703703704,2.9813397745571653,3.1139049919484694,3.080296296296296,2.5827337962962957,0.0,3.291296296296295,2.406543097643095,2.5104418300653584,2.960009454191032,2.947162309368192,2.958743355119825,3.291296296296295,2.3772673202614363,2.933120857699804,3.45428849902534,2.9432065527065507,2.8688405797101444,2.778996296296297
NU,1.6860769230769217,2.5530121875000007,2.6721818181818167,2.0988240000000005,0.8612222222222211,2.130783333333332,0.5916956521739124,1.172608695652173,1.8371578947368392,1.6576375,3.291296296296295,0.0,2.6311121212121176,1.912929411764703,0.7008157894736813,2.706029411764705,0.8429764705882331,0.0,1.7182764705882323,1.1563508771929805,2.776578947368421,0.8119102564102543,1.7336956521739129,1.1618200000000003
NZ,1.7629530536130529,0.5318729564393938,2.0750969696969674,1.1612976969696955,2.2925902356902346,0.992436666666666,2.259872990777336,2.0735969696969683,1.774746762360446,1.4593234848484826,2.406543097643095,2.6311121212121176,0.0,1.2915765775401065,2.098149441786283,1.8864089126559695,2.014903386809268,2.6311121212121176,1.3381078431372546,1.9598439872408289,2.939828229665068,2.0107857808857794,2.715558761528324,1.7473818181818166
PF,1.6212714932126684,1.2848586875000003,2.1424855614973257,1.280156,1.737254030501088,1.0039127450980383,1.6909028132992303,1.7746890025575426,1.4964817337461287,0.6726294117647047,2.5104418300653584,1.912929411764703,1.2915765775401065,0.0,1.4251332817337456,1.7046411764705864,1.3651176470588222,1.912929411764703,0.8667941176470582,1.3962049535603709,2.7621089783281723,1.3457986425339352,2.4065856777493586,1.2447305882352937
PG,1.256413765182186,2.0408097203947384,2.197415550239234,1.538066210526318,0.708718713450291,1.6291561403508774,0.643104004576657,0.7758670480549189,1.2573342105263148,1.1940690789473694,2.960009454191032,0.7008157894736813,2.098149441786283,1.4251332817337456,0.0,2.192634674922599,0.3908696594427233,0.7008157894736813,1.0420526831785346,0.6155640350877183,2.7381842105263146,0.4071174089068813,1.8026693363844373,0.6104505263157906
PW,2.3260475113122165,1.8962180698529416,2.2011310160427806,1.8460063529411763,2.4848812636165567,1.8132823529411757,2.504420716112531,2.332985933503835,2.2538715170278625,1.7388110294117636,2.947162309368192,2.706029411764705,1.8864089126559695,1.7046411764705864,2.192634674922599,0.0,2.2057117647058813,2.706029411764705,1.5513647058823514,2.225475232198141,2.747561919504644,2.250093514328807,2.3484974424552423,2.072908235294117
SB,1.0827674208144793,1.9122092463235305,2.1819582887700526,1.395803294117648,0.6354666666666661,1.4931833333333324,0.747078260869564,0.8063462915601017,1.1739040247678008,1.1862735294117643,2.958743355119825,0.8429764705882331,2.014903386809268,1.3651176470588222,0.3908696594427233,2.2057117647058813,0.0,0.8429764705882331,1.041119607843136,0.4872926728586165,2.7118687306501537,0.3414746606334832,1.9948603580562647,0.4619894117647064
TK,1.6860769230769217,2.5530121875000007,2.6721818181818167,2.0988240000000005,0.8612222222222211,2.130783333333332,0.5916956521739124,1.172608695652173,1.8371578947368392,1.6576375,3.291296296296295,0.0,2.6311121212121176,1.912929411764703,0.7008157894736813,2.706029411764705,0.8429764705882331,0.0,1.7182764705882323,1.1563508771929805,2.776578947368421,0.8119102564102543,1.7336956521739129,1.1618200000000003
TL,1.4759105580693812,1.3454343075980406,1.9780144385026728,1.023306509803923,1.475900435729846,1.0272049019607847,1.4119908780903647,1.3748346973572023,1.2465117647058817,0.8670526960784304,2.3772673202614363,1.7182764705882323,1.3381078431372546,0.8667941176470582,1.0420526831785346,1.5513647058823514,1.041119607843136,1.7182764705882323,0.0,1.041196594427244,2.7619658410732693,1.079909803921567,1.937411167945436,0.9507686274509796
TO,1.1024372469635633,1.8909580208333348,2.0729409888357253,1.4055747368421063,0.865136452241715,1.4906271929824562,0.9936773455377568,0.9614569031273832,1.1063333333333325,1.279910745614035,2.933120857699804,1.1563508771929805,1.9598439872408289,1.3962049535603709,0.6155640350877183,2.225475232198141,0.4872926728586165,1.1563508771929805,1.041196594427244,0.0,2.768894736842104,0.5329925775978398,2.0316254767353152,0.5035147368421049
