ISO_CODE,AE,AF,AM,AZ,BD,BH,BN,BT,CN,GE,HK,ID,IL,IN,IQ,JO,JP,KG,KH,KR,KW,KZ,LA,LB,LK,MM,MN,MO,MV,MY,NP,OM,PH,PK,PS,QA,SA,SG,TH,TJ,TM,TR,TW,UZ,VN,YE
AE,8.912122301496964,9.575005893897137,9.11063114501886,9.52553748352526,9.38972137717406,9.010189931740957,8.937985373289107,9.728308157241225,10.154640713680468,9.40297282498664,8.561328650623208,9.45486933015822,8.779701963372636,9.626084606508382,8.926843909657878,8.248805127121525,9.901177788307876,9.47637499418871,9.083194323298224,8.842322927147876,8.904668398857476,9.38743994354184,9.179345269596574,8.757084787791657,9.210586819331995,9.251260337884975,9.16786869538944,8.623837383995452,8.805898074992346,8.477560145662693,9.354602422978983,9.407340929081377,9.428733876872116,9.14939782949616,8.449145911849707,9.124720476886864,9.256193066110292,9.006880898334227,8.333915384405456,9.796942349865706,10.213261997651095,9.311947787932636,8.397269777587358,9.561519333886606,8.4368853844547,9.973650883044517
AF,5.1113684781668045,5.341436844358946,5.161927362535736,5.418822258163447,5.323762099660205,5.119259603458187,5.050869267536284,5.50688799245661,5.809670938455636,5.3470904817304215,4.866987647015202,5.376256738435158,5.0033021362407,5.473629462034731,5.004935404159017,4.637556770906325,5.649038479576327,5.37954681379309,5.109293591127834,5.09320083775592,5.085587932648088,5.333123584134405,5.175471464182186,4.975393855288029,5.198278233762077,5.235730356942847,5.195612617315689,4.886091584300687,4.945513073646146,4.798200175987662,5.301259755965607,5.3624759582549055,5.347552916997831,5.182869645782917,4.771038059129785,5.203078620431255,5.272342786386771,5.130072417489691,4.676044241908175,5.573742629999951,5.842179695406115,5.258211696641515,4.767415475902723,5.437547314869198,4.727068542353953,5.685424278601073
AM,8.035897062621883,8.55083069586909,7.946713058613858,8.43329808651713,8.404415864199304,8.060949829484139,7.983792520247523,8.68806357711401,9.091018259000249,8.317251349123639,7.676448228862005,8.494091531903658,7.793054442115295,8.65100703315954,7.96223705671453,7.334208116341331,8.857518644424504,8.421494872038863,8.073308455716305,7.965307876929725,7.985445952380804,8.331441896338863,8.16040397163664,7.752700117560333,8.195083437982428,8.24952972869813,8.074138373276638,7.69443094488539,7.801087541637227,7.596348681200987,8.359614470778011,8.458906199448219,8.430920953644787,8.185659038706074,7.510956003990449,8.191896574440449,8.316190343966428,8.06317430794474,7.480323033229105,8.747724376359624,9.159260648571406,8.33235892018408,7.552598202755278,8.501612290354142,7.507243769268379,8.94654200251545
AZ,5.471335361912578,5.828257552281096,5.453830047301423,5.729548883386804,5.727802098481795,5.484382951218778,5.420401090029366,5.923452331498406,6.210767340074659,5.681896917528188,5.211482065267056,5.792614624723496,5.305342422877469,5.90436255163725,5.406016337937704,4.9881214965155305,6.050012583825105,5.741926302022503,5.4898851913215205,5.432148625381026,5.434315159272698,5.6823405236198425,5.560256892403013,5.276317086543357,5.595946858659706,5.608295192983794,5.514021774657893,5.2297284432749525,5.322741283714486,5.157377844344173,5.701257982933778,5.764803464085402,5.7495587287707055,5.579463632226977,5.119755756320124,5.574066795202265,5.66383974889451,5.484006974843045,5.08573012811226,5.971147065247632,6.259343437871104,5.670144518319392,5.141209295036363,5.804024644928982,5.115260745292946,6.0968880894551365
BD,6.271544728110419,6.669222866326896,6.360973297532642,6.663827571030838,6.4709575136256845,6.310202376575042,6.2293208847881125,6.787147414626993,7.11920724684034,6.560802331585216,5.989279051024866,6.600360520595901,6.141392147377012,6.701706513364141,6.213398473404283,5.745539685327556,6.929961419693393,6.615716718171642,6.29404447006358,6.191898704039223,6.244788650148051,6.558843800435992,6.382409284655081,6.110617280295046,6.382267447534424,6.421016797358146,6.387431136157993,6.035820480894142,6.107057176824192,5.9040740192001815,6.492073601100293,6.590711387129817,6.584764273459266,6.349834685448887,5.881882491476975,6.393591185501569,6.490504303094447,6.304079190167625,5.761009878148562,6.855251180283484,7.1669130694872765,6.458648179523788,5.861386664486975,6.692620475365953,5.8595490133948624,6.9972247105113405
BH,8.456726516010674,9.029433603458235,8.582220496150834,8.98512165710118,8.8749156099084,8.450082861118004,8.43358005344412,9.18698225321316,9.607801778080333,8.877646068533602,8.09123620263278,8.938582836121693,8.271801105609518,9.094609119234732,8.393781306903824,7.76145880935426,9.365045925809198,8.947937887010003,8.562973348883334,8.409898991154058,8.386614967279666,8.854507741893812,8.679484152488401,8.243182187637297,8.695030421376492,8.73533388711284,8.659289396497002,8.141955969392502,8.303432100976472,8.007678774162086,8.83439358438677,8.87846753846211,8.899968540199678,8.656236659592825,7.974432258965001,8.593152725825,8.728161366263876,8.489464148588606,7.904984983676241,9.251234937447371,9.67197838114286,8.817196672816616,7.938068322845947,9.024402812546745,7.952864570608603,9.42209899354286
BN,11.495946192852898,12.072467502830404,11.61648742220829,12.032564031205837,11.905458353415543,11.545004288738191,11.221050908278498,12.24713328221358,12.695444765197992,11.930478112016427,10.996343435670978,11.968462135002424,11.265046480600049,12.199276263609905,11.370982609827635,10.636157002813135,12.451688234615837,11.983163121627411,11.573394340576034,11.373968272556702,11.44235895807152,11.894620345897716,11.645310136296429,11.227757300071495,11.730804651413782,11.719805898990046,11.663876772073488,11.056931842066133,11.21761255221449,10.777143806448162,11.872186535196953,11.967581827478288,11.940512428726556,11.676734371245542,10.840195661483152,11.651224258338194,11.803817638388008,11.485304019222257,10.732658728284251,12.341015355448876,12.723960338655424,11.780204358800557,10.80410736373432,12.06774419288039,10.834034024817855,12.487384560789874
BT,4.928738636247759,5.170955887193473,4.963228138517518,5.17808493211762,5.105754542697168,4.940876147949974,4.88960294165632,5.209151335976431,5.505275285866641,5.115624087967344,4.712413299728532,5.142641612429307,4.8092126974711125,5.207628841610783,4.868108337871492,4.565035796317715,5.362887520188606,5.133698901552605,4.945570957736816,4.872690295194247,4.90040846168594,5.091185118402229,4.987167705017868,4.8029307769501886,4.9866895423623925,5.03824343658474,5.008268153972343,4.737396782447343,4.78664222297985,4.667478950138762,5.062223488023001,5.133586862436263,5.12504693962633,4.978076136212824,4.66599632584584,5.015055426107117,5.069097972930073,4.930482287536083,4.578487799094658,5.300463585720195,5.534882886842077,5.019174769589329,4.6194664162846015,5.2025957015646185,4.59776346436386,5.40989986387466
CN,2.026618631283485,2.145286271788984,2.0377302590002424,2.136947379290357,2.1093618135069985,2.033243111413631,2.0094618632372208,2.1768227244631237,2.285653496537965,2.106063562261965,1.9294271625007056,2.1279842848650423,1.9792908776969007,2.164873508131928,2.006967171411357,1.8741872641345327,2.2257747326189783,2.1259216389438538,2.0299119630349423,2.004950287643318,2.0172038418748537,2.105237750855838,2.051811101843298,1.973041406638884,2.0619643743699063,2.070729734153913,2.0514349221072985,1.940058339814965,1.9744713320117295,1.9140583358636023,2.0979216889823613,2.125088401788737,2.1147385793954405,2.053307979090132,1.9193210395309173,2.064688123577465,2.092455291879673,2.028102684942523,1.879304325265719,2.201227565038561,2.3030031390158388,2.0883508601848515,1.8961360270221053,2.1510157418851104,1.8836272187085223,2.250843173464727
GE,6.663075809256361,7.070830881730472,6.652088415790336,6.996202023410591,6.939081964918574,6.691212468533601,6.632620276722357,7.175296593230528,7.494188628928668,6.8447541933582405,6.364085490526373,7.014807366084355,6.485909822713225,7.133313226709003,6.627922619990824,6.140996267508668,7.310840379442529,6.980598350348669,6.684656241234935,6.596263174763435,6.634549918401068,6.914547904513337,6.765269281133762,6.453066457180761,6.793613403149475,6.817196908767791,6.687700672993802,6.378720162107,6.5167927465729445,6.32510468983647,6.903399712617127,7.000944168924632,6.96767148996396,6.7730183521307055,6.275724246889144,6.782301420802859,6.8901801553313256,6.677124984332465,6.219055358188832,7.2311186135473715,7.549791002438099,6.878633733817609,6.2671998933619575,7.047411331559132,6.265791629930863,7.387977965724765
HK,16.938216049707687,17.707512461830014,17.128069710343468,17.64257158596422,17.484343099172985,17.021587017447537,16.815270015191665,17.888870219806474,18.434336643982167,17.480869905341127,15.958905628834852,17.573942072849952,16.552872303121426,17.83059168670207,16.751564814142572,15.793208159320317,18.10939969352724,17.548175521658283,17.071976798994445,16.607206641128936,16.878399586641983,17.450808076539804,17.076354334227354,16.564341780706805,17.24346877697737,17.195247391997707,17.145701695829487,16.090197090801798,16.640477141019012,16.089107674368176,17.386520751205296,17.561069170003265,17.48998182617856,17.16446701498941,16.087120605886454,17.137480308985133,17.354019152559108,16.86453571758005,15.746660376134932,17.99986513280599,18.4594227400264,17.34368260558042,15.737067304419895,17.653946197655547,15.860314371685863,18.19203950591688
ID,5.315576791350987,5.700601615358252,5.4295330754933975,5.707524207528943,5.579244630852304,5.352753713044738,5.2712087766313935,5.802918594615536,6.116713828454791,5.6154118430074,5.057762134958239,5.541213222768314,5.198509263738829,5.743669855906869,5.2873640428261535,4.833759523453539,5.935260694293506,5.6509836953572,5.361707384840558,5.250387369222343,5.289323736132494,5.589250630346697,5.4458901680681375,5.210860379163515,5.461083838710853,5.49220343696902,5.459223817011681,5.120666692396912,5.19807197364024,4.982920900698845,5.553916125468569,5.6047834883799394,5.612469617266092,5.421583681694112,4.999499566026261,5.434981143591736,5.5171124216566,5.342071325770633,4.906304543678297,5.8655292823730045,6.161364820657843,5.505295831024593,4.950019275921384,5.726757220407679,4.960461111252706,6.005298202080401
IL,12.183616160545528,12.870853749143924,12.271702721685164,12.763458741663053,12.663482993613544,12.229178718512694,12.110999858209157,13.012696415637476,13.511227157266775,12.629721035616406,11.579899101209836,12.74171599971896,11.724000073318996,12.96646824403757,12.001828297899246,11.103591019187466,13.22084845922795,12.687512030417697,12.295559689543584,11.98659357998083,12.100095439025218,12.582193619845729,12.368283623255245,11.793199332487744,12.434488424017974,12.46885729636007,12.343966105943824,11.624563753663663,11.926376387966274,11.530225619163584,12.59073590716109,12.7135911012626,12.698226689722736,12.37539238801281,11.355691466549144,12.35298861317219,12.536424218698832,12.160510608080225,11.347462311995368,13.095261627314898,13.55301427275725,12.52006907303088,11.358491991920893,12.789237562224882,11.40168772041633,13.283516531919153
IN,5.045800972259544,5.356983243516227,5.145457481307679,5.378281039001095,5.239599528178945,5.067788900716179,5.061031809797274,5.426914728355412,5.712611956280076,5.292926608190449,4.873420653368759,5.302678760465266,4.982270412615843,5.232423364070894,5.041924306425276,4.7146063301829,5.560380949522265,5.33292087079381,5.089415630597797,5.027496315139082,5.0206741284720175,5.287691247014323,5.177579758596562,4.964135554538821,5.13079716380204,5.20334041330993,5.17520293442738,4.91116117643264,4.95087144934565,4.812293402318529,5.211206399670135,5.272327359401435,5.291112091608237,5.107618988185002,4.815655271848954,5.141037234437371,5.210106467039469,5.084284386844818,4.72185836783753,5.497460420942421,5.754890010528007,5.207856787673817,4.771929862285028,5.395555071972252,4.77210560547318,5.625563844095275
IQ,10.304543905692263,10.84627281592374,10.414671135145898,10.837918455584775,10.709275118502314,10.324944718668492,10.190721786298235,11.045377854899344,11.512689249842731,10.745519631755492,9.752377411092484,10.804356577667775,9.975614096760742,10.999907936708505,9.933641253302152,9.249492605266113,11.247895582195666,10.750646216411925,10.35559875491634,10.149619235494583,10.217241894431456,10.67164674391288,10.415690024258058,9.971301691479583,10.503352967064094,10.531200044297,10.470715926542551,9.794743186496584,10.014598441211731,9.66207379663485,10.675058250937797,10.770297374597922,10.74220803475547,10.473879295136165,9.497088801125134,10.448813541416037,10.595398593048891,10.293406948026028,9.449492468689847,11.120280019684484,11.551131307005567,10.62131978222714,9.532745443191756,10.846583546100218,9.503707291078385,11.262311493413211
