ISO_CODE,AS,AU,CK,FJ,FM,GU,KI,MH,MP,NC,NR,NU,NZ,PF,PG,PW,SB,TK,TL,TO,TV,VU,WF,WS
AS,2.1073424255447017e-08,0.4350187567918872,0.8779329755875124,0.4303449585719116,0.450779406849763,0.3867082515662018,0.4853460703974488,0.4962898591036989,0.4832528469155916,0.4636442043859482,1.3990988243886415,0.4975945897411312,0.4196659048250891,0.5210939960058726,0.3959152027037783,1.0288738021155737,0.4002942391087836,0.4975945897411312,0.413810952455495,0.4159459325458243,1.0365025999725583,0.4043875859753764,1.0378444743640964,0.385517323597126
AU,0.4350187567918872,0.0,0.8461224495570875,0.2221862823813847,0.4228396261186145,0.3041938689542176,0.460105062304991,0.4935165593187504,0.4642613183715334,0.2510160619377611,1.3694912510772277,0.5019515132086568,0.1315835825039025,0.3004788289496877,0.3135527896539983,0.9910189631754144,0.3410837612030292,0.5019515132086568,0.2805113449369906,0.3610306437859582,1.0129837372464705,0.3253466220091088,0.9678328132876848,0.2934214698304481
CK,0.8779329755875124,0.8461224495570875,5.771194914292421e-08,0.8610624192035453,0.912155659264795,0.8774634361834369,0.9265448507320448,0.9222400998281346,0.8605612621782718,0.8666339523758443,1.444970151326315,0.999604343215458,0.8446250741056595,0.8761138438462825,0.8961047392544671,1.1731699373462934,0.9031660550810706,0.999604343215458,0.8521060547645548,0.8868708603375629,1.2674878558522569,0.889467521695754,1.2164448266866437,0.8744200673811438
FJ,0.4303449585719116,0.2221862823813847,0.8610624192035453,1.4901161193847656e-08,0.4184018267373049,0.2887766321524883,0.4472366127738612,0.4801461561530766,0.4625349416166286,0.2847451913750042,1.3665548143799084,0.4867401814561851,0.2131068533754148,0.3347124094396964,0.2803320636928724,1.005431760026999,0.3155639806660876,0.4867401814561851,0.2624356019822599,0.3376104467206551,0.9931678474832292,0.2908324338616313,0.997757482481101,0.2704844500225476
FM,0.450779406849763,0.4228396261186145,0.912155659264795,0.4184018267373049,0.0,0.3618427686082749,0.3957003379918763,0.4305594461696702,0.4840387274938163,0.4544204109607192,1.4234076093031902,0.3723704385208694,0.395365036938941,0.5194989033003173,0.3234085458519686,1.016328092374913,0.3147999980474159,0.3723704385208694,0.3776191102088195,0.3361956072156171,1.012221722604083,0.3210465512524922,1.0276380010035504,0.3272489988878711
GU,0.3867082515662018,0.3041938689542176,0.8774634361834369,0.2887766321524883,0.3618427686082749,2.686345037418596e-08,0.395698599694979,0.4313588057437693,0.3926961267934972,0.3390779143385603,1.4034911395649956,0.3893597126480003,0.2732351933191191,0.4055054600762762,0.2632848917313507,0.996042916762562,0.273712179603964,0.3893597126480003,0.3052800613633549,0.3048699200747083,0.9749948590708988,0.2662106965894357,0.9901284194641424,0.242005469084207
KI,0.4853460703974488,0.460105062304991,0.9265448507320448,0.4472366127738612,0.3957003379918763,0.395698599694979,0.0,0.4362081998000252,0.5269054751815525,0.4815305099642706,1.4039506771583958,0.3469092835882276,0.4258766242740337,0.5630281853297251,0.3288808833164507,1.0324295327028967,0.3283446091518628,0.3469092835882276,0.3962632400333551,0.358711879257004,0.9774695063111224,0.3404060034082571,1.038308389597841,0.3468488253963505
MH,0.4962898591036989,0.4935165593187504,0.9222400998281344,0.4801461561530766,0.4305594461696702,0.4313588057437693,0.4362081998000252,1.2904784139758924e-08,0.5218439366636071,0.5146905589879492,1.436032767390247,0.4493917081705008,0.4710378547145545,0.5774027445018413,0.4049501863367798,1.0434367155942086,0.3941309158709141,0.4493917081705008,0.4477296666071858,0.4058056493224047,0.9932320701578544,0.3925356509520505,1.0483786004975,0.4012742893780751
MP,0.4832528469155916,0.4642613183715334,0.8605612621782718,0.4625349416166286,0.4840387274938163,0.3926961267934972,0.5269054751815525,0.5218439366636071,0.0,0.4808169002880866,1.3791228964346294,0.5613614695060413,0.451265749721898,0.5231912662232112,0.4562764575715813,1.0043779157121018,0.4597803112375428,0.5613614695060413,0.4492175675084345,0.4629512329672292,1.0149390133554943,0.440475379428101,1.0229737013362885,0.419383222725799
NC,0.4636442043859482,0.2510160619377611,0.8666339523758443,0.2847451913750042,0.4544204109607192,0.3390779143385603,0.4815305099642706,0.5146905589879492,0.4808169002880866,2.1073424255447017e-08,1.3750586152504154,0.5171968388507299,0.2432605318564055,0.2453028632424384,0.3555493480104419,1.013547873562468,0.3762628881622413,0.5171968388507299,0.3198859856417573,0.3912951473791798,1.0408416989023714,0.3491556332472652,0.9494146694735218,0.3372953577981587
