ISO_CODE,AE,AF,AM,AZ,BD,BH,BN,BT,CN,GE,HK,ID,IL,IN,IQ,JO,JP,KG,KH,KR,KW,KZ,LA,LB,LK,MM,MN,MO,MV,MY,NP,OM,PH,PK,PS,QA,SA,SG,TH,TJ,TM,TR,TW,UZ,VN,YE
AE,0.0,38.16649099140751,32.19197206928817,30.365658955716956,28.94510679176021,17.797610044943852,40.14618681427616,34.210417829686385,33.119411632958624,30.80647308314581,50.080222890137314,31.68469082834909,42.2628332185573,28.782255998626606,44.30284408856551,52.10740215563866,33.27912887999979,32.42773204119837,32.3389495775279,35.52349850099135,18.371214449438032,31.02955751203836,33.13539472359531,31.581847005770044,28.789755160654487,32.07047361028981,35.39075224157298,50.25694011235962,43.92959012557831,49.439770270151456,33.37283860135773,20.71821030159657,28.284703065267585,26.397279269001828,51.12583258426942,18.66137637239168,19.74695495294913,34.570810190750024,55.307912431235934,33.15811481963303,48.82743139646809,31.149849276812947,54.08457748255439,31.555329926721782,54.06807336129386,31.98094136436578
AF,38.16649099140751,0.0,35.95892455882231,36.156733529410495,32.02516348627427,37.57820564705846,49.79032999999874,34.60990436532416,36.78944439215651,36.618083505881664,57.504954063180094,37.59788152307662,45.87855409867101,36.55911471481465,38.79999305882365,55.39253712418226,38.04092990117603,34.89372950980257,37.01804648627351,42.39373564705875,34.961976705881966,35.9073619887944,38.38967489411672,37.9188501112877,35.76944012383869,35.9478049752317,40.78262155882263,56.78112676470483,46.909542941175154,56.139763076726325,33.400443106617615,34.322950619194486,37.68483533823508,32.35312135294108,48.21712058823368,36.044428067226,33.77951133455837,47.61069673050568,62.79389556588226,36.34611371516885,52.24994921568437,37.19565127807464,59.67639619504661,35.46169429667388,56.05261364198766,30.471370616245533
AM,32.19197206928817,35.95892455882231,0.0,20.406412499999856,26.59260030000001,30.93417583333374,45.42213887254866,28.563504868420647,23.346968166666493,19.49313776666617,56.09035231481408,28.01056424871775,45.09040712365522,27.127994451851613,44.84249942156862,58.820772870369645,25.501342299999493,24.170532499999567,31.69739643333292,33.33871006862795,29.07963383333292,24.490846309523494,30.61466143333264,34.68810844594688,28.79656960526347,28.67799334210472,26.999236666666008,55.27728749999954,45.73670455882311,58.34622110869525,31.288327604166707,24.70052557017566,28.52102345588223,28.387959519607755,51.91684678571336,31.55194630952315,26.496864562499727,43.10221928294546,61.06785334666686,23.852804605262723,40.21725416666557,27.090566833333355,58.22613774561437,22.676446847825783,56.02578556321864,27.50940249999954
AZ,30.365658955716956,36.156733529410495,20.406412499999856,0.0,24.98496493725485,28.91417035294196,44.45554058823449,28.02397142414856,20.71064156862732,20.16781559999986,55.88032438997764,25.805298433484023,45.73145233396493,25.061994605446397,44.82154811764689,58.989899389977055,23.62038947764669,23.801400294117578,30.517173952941093,32.235866470588405,27.498898745097776,23.276624789915942,28.411064047058694,34.680458585055874,27.835964736842172,27.18378129721339,25.6922132058823,55.2677702941168,48.51461764705822,57.74817240664926,31.67769824142168,21.959659938080616,27.11363363235279,27.643788235293933,53.88554403361201,29.494017310924136,24.11393911397031,41.94079978112137,59.26121606470622,22.659559690402418,37.08978644257595,23.68102002941172,57.7744997058824,21.33590079283873,55.78614479614637,25.803961204481727
BD,28.94510679176021,32.02516348627427,26.59260030000001,24.98496493725485,0.0,27.579976466666945,44.26936096470567,25.99621284210527,22.77559619999988,25.485844333333315,56.02396722962973,24.975360482051126,47.74620578709634,21.857558625925886,44.346329654901744,58.47010391111088,25.38664087999968,28.035270733333373,28.834313599999938,34.01864729019606,27.16176933333324,28.371358961904832,29.400968733333457,36.65536431711701,23.62676795438585,24.748315708771933,29.575791566666865,55.37664986666646,44.05353544313706,56.18631046666656,24.463260829166646,21.190449101754407,25.48206374803917,20.6271986117647,53.864137076190126,27.837692895238,22.49921814583345,41.90370546356543,59.24716859333334,26.19452909824563,40.08274756190464,28.080267372727345,58.40224190175471,26.61791186086961,55.527556442528855,25.475494095238066
BH,17.797610044943852,37.57820564705846,30.93417583333374,28.91417035294196,27.579976466666945,0.0,39.085208352941706,32.25977515789527,32.0919473333336,30.256660400000047,50.94390699999976,31.285407692307693,43.122059935483726,28.33799447037029,44.12439635294124,51.6455560740738,32.61519055999973,31.172340333334205,32.579235200000035,36.239974941176776,17.191219333333397,30.420443238095974,31.93252640000046,31.65007345946024,28.1999638596496,31.761262999999907,35.4264755000002,50.085787,43.12958164705926,50.417310999999856,32.71958964583376,18.65364747368449,28.69992877941169,26.842006882352887,50.73656028571436,17.848318428571474,19.702045062499927,36.22521632558159,55.65918182000029,32.54882273684299,47.95971323809544,30.108313590909315,54.7274691052634,30.601650000000856,54.82370063793143,30.691171619048557
BN,40.14618681427616,49.79032999999874,45.42213887254866,44.45554058823449,44.26936096470567,39.085208352941706,0.0,43.76901950464468,48.07401274509788,44.70595976470538,50.466648594770994,41.79338064162871,46.63724250474282,45.53282324509779,53.37814176470588,57.96413063180807,47.19273421176482,42.49716794117661,42.69434406274483,46.69262776470587,39.98331537254861,42.43326694677904,42.08820312941149,42.56685793322772,40.93750718266221,43.4613268390094,47.73496308823472,48.31233500000061,45.76418529411846,40.67871399744207,46.21007881740185,42.19548640866861,40.36833363235269,41.95319894117607,56.2720368907557,41.10292882352892,40.5931240257347,36.71501306429551,55.34128165529432,45.75946981424197,61.68687072829295,44.38816609358278,54.918599470588816,42.78533069053746,56.3586740699802,45.84553652661117
BT,34.210417829686385,34.60990436532416,28.563504868420647,28.02397142414856,25.99621284210527,32.25977515789527,43.76901950464468,0.0,24.20383171929812,29.184088421052383,56.132570126705545,27.98866686153836,47.71080303904851,25.45486045243642,47.93359123839024,61.232346959064,26.89277785263108,27.76217184210529,34.24707820350868,35.978553442724866,31.92629035087676,30.240335538847138,32.413474884210345,39.2691188620203,30.147375789473863,31.283984263157546,33.46683244736827,53.19475447368432,44.23857167182758,57.73660691761998,26.062695959430105,26.826067894737047,28.762188115325028,28.19445599690396,55.664020902254975,33.61106883458586,28.546981773026022,42.50081619338981,62.077059729474165,25.683965789473696,40.990435964912365,30.825880284689013,58.015522578947696,27.56460480549193,57.96835900635246,28.5949842105264
CN,33.119411632958624,36.78944439215651,23.346968166666493,20.71064156862732,22.77559619999988,32.0919473333336,48.07401274509788,24.20383171929812,0.0,21.081787733333147,59.93111329629623,19.235608712820348,51.30657795698916,19.69600538888866,48.97884294117642,65.26726207407413,12.674913759999862,24.841314333333187,32.15907506666633,28.289388862745277,29.115132666666504,24.815309999999943,26.665402266666632,39.551027063063,29.42697635087707,26.992923070175284,24.573076499999928,59.502762000000125,52.4270294117645,63.36173876811559,33.061768770833254,19.068222175438617,24.99145536764702,28.206649803921408,59.5005611428565,32.50747152380898,22.29818785416672,45.73926175193753,62.89218206000021,20.283983649122742,26.389928095237977,23.948490121212004,60.23618664912304,22.75805750724633,58.51156628160899,22.1531363809524
GE,30.80647308314581,36.618083505881664,19.49313776666617,20.16781559999986,25.485844333333315,30.256660400000047,44.70595976470538,29.184088421052383,21.081787733333147,0.0,55.6708519777772,27.63046959999988,45.7722355612899,26.408053588888805,45.32378282352939,59.24105096296231,24.04577135999975,27.144135266666336,30.854055199999667,33.07389924705928,27.84482093333308,26.70702243809501,28.72238279999961,34.56668590270268,28.057202385964896,28.054736831578587,23.616562299999725,54.98697000000008,46.58841767058766,57.476908130434346,32.654216154166626,23.17696688421053,26.36178863235286,27.66883564705878,53.672731885713205,30.325340485713824,25.1436315624998,42.117021944186114,59.921919660000256,25.41246406315757,38.67769373333287,26.79258883636368,57.68583584210548,25.07171711304324,55.9935972793104,27.55139173333328
