iso_o,dist
KG_CA,10058.08
KG_CH,5147.775
KG_CL,16847.26
KG_CI,8687.037
KG_CM,7554.792
KG_CG,7926.337
KG_CO,13925.09
KG_CV,9535.076
KG_CR,13761.28
KG_CY,3631.016
KG_CZ,4550.853
KG_DE,5016.011
KG_DJ,4618.074
KG_DK,4550.91
KG_DO,12288.56
KG_DZ,5967.73
KG_EC,14580.09
KG_EG,4082.692
KG_ES,6270.474
KG_EE,3814.75
KG_ET,5125.031
KG_FI,3810.267
KG_FJ,12489.66
KG_FR,5424.702
KG_FM,8976.654
KG_GA,7993.479
KG_GB,5483.192
KG_GE,2442.178
KG_GH,8363.497
KG_GN,9323.316
KG_GP,12105.81
KG_GM,9101.979
KG_GW,9141.479
KG_GQ,7776.384
KG_GR,4276.769
KG_GD,12474.31
KG_GT,13452.27
KG_GF,12502.67
KG_GY,12737.05
KG_HK,4304.952
KG_HN,13425.83
KG_HR,4571.676
KG_HT,12402.62
KG_HU,4292.904
KG_ID,6349.42
KG_IN,1606.963
KG_IE,5788.183
KG_IS,6101.94
KG_IT,4985.388
KG_JM,12653.82
KG_JO,3591.625
KG_JP,5529.738
KG_KE,6198.08
KH_AW,17292.0
KH_AO,10393.31
KH_AL,8762.518
KH_AE,5501.911
KH_AR,16965.0
KH_AM,6684.962
KH_AG,16521.16
KH_AU,7037.221
KH_AT,8951.857
KH_AZ,6243.39
KH_BI,8527.714
KH_BE,9747.627
KH_BJ,11214.3
KH_BF,11498.55
KH_BD,2046.331
KH_BG,8464.106
KH_BH,5899.115
KH_BS,15945.58
KH_BA,8846.778
KH_BY,8153.75
KH_BZ,16491.24
KH_BO,19108.25
KH_BR,16743.93
KH_BB,16799.04
KH_BN,1331.028
KH_BT,2378.5
KH_BW,9469.82
KH_CF,9516.589
KH_CA,13870.98
KH_CH,9636.398
KH_CL,17553.43
KH_CI,11945.82
KH_CM,10300.7
KH_CG,10077.02
KH_CO,18228.95
KH_CV,13628.26
KH_CR,17435.91
KH_CY,7607.711
KH_CZ,9064.88
KH_DE,9552.044
KH_DJ,6719.562
KH_DK,9099.859
KH_DO,16635.41
KH_DZ,10281.84
KH_EC,18715.38
KH_EG,7811.32
KH_ES,10707.77
KH_EE,8352.953
KH_ET,7226.194
KH_FI,8342.702
KH_FJ,8720.375
KH_FR,9947.79
KH_FM,5874.029
KH_GA,10607.95
KH_GB,10026.82
KH_GE,6691.694
KH_GH,11534.11
KH_GN,13058.61
KH_GP,16629.98
KH_GM,13007.54
KH_GW,12966.7
KH_GQ,10598.21
KH_GR,8458.608
KH_GD,17016.43
KH_GT,16655.87
KH_GF,16915.54
KH_GY,17262.7
KH_HK,1541.641
KH_HN,16878.28
KH_HR,9015.03
KH_HT,16666.48
KH_HU,8760.564
KH_ID,1982.272
KH_IN,3445.198
KH_IE,10337.0
KH_IS,10499.88
KH_IT,9357.015
KH_JM,16739.56
KH_JO,7362.277
KH_JP,4409.127
KH_KE,7661.198
KH_KG,4549.036
KI_AW,12879.52
KI_AO,17657.94
KI_AL,14570.17
KI_AE,12833.37
KI_AR,13533.33
KI_AM,13075.43
KI_AG,13662.76
KI_AU,4549.427
KI_AT,14074.23
KI_AZ,12656.34
KI_BI,16006.26
KI_BE,14125.72
KI_BJ,18679.76
KI_BF,18403.26
KI_BD,9219.659
KI_BG,14275.67
KI_BH,13148.09
KI_BS,11908.21
KI_BA,14404.11
KI_BY,13118.28
KI_BZ,10826.28
KI_BO,13114.93
KI_BR,15088.22
KI_BB,13991.34
KI_BN,6475.983
KI_BT,9294.468
KI_BW,15656.63
KI_CF,17129.81
KI_CA,11304.19
KI_CH,14476.49
KI_CL,12510.68
KI_CI,19224.36
KI_CM,17909.44
KI_CG,17558.83
KI_CO,12418.95
KI_CV,17454.43
KI_CR,11390.05
KI_CY,14204.11
KI_CZ,13954.77
KI_DE,14008.35
KI_DJ,14319.13
KI_DK,13443.02
KI_DO,12807.21
KI_DZ,15660.22
KI_EC,12059.29
KI_EG,14689.3
KI_ES,15370.67
KI_EE,12727.99
KI_ET,14837.14
KI_FI,12654.7
KI_FJ,2247.497
KI_FR,14371.47
KI_FM,1764.307
KI_GA,18212.88
KI_GB,14114.23
KI_GE,12970.45
KI_GH,18969.1
KI_GN,18472.52
KI_GP,13701.25
KI_GM,18058.66
KI_GW,18267.02
KI_GQ,18201.62
KI_GR,14641.89
KI_GD,13786.72
KI_GT,10659.57
KI_GF,14928.13
KI_GY,14262.3
KI_HK,6783.19
KI_HN,11016.54
KI_HR,14323.18
KI_HT,12541.33
KI_HU,14039.25
KI_ID,7424.928
KI_IN,10522.22
KI_IE,13943.68
KI_IS,12634.76
KI_IT,14838.9
KI_JM,12084.54
KI_JO,14198.9
KI_JP,5142.157
KI_KE,15173.31
KI_KG,10607.28
KI_KH,7613.603
KR_AW,14183.6
KR_AO,12705.4
KR_AL,8562.792
KR_AE,6909.236
KR_AR,19447.35
KR_AM,6882.943
KR_AG,13883.16
KR_AU,8329.652
KR_AT,8289.029
KR_AZ,6461.836
KR_BI,10923.19
KR_BE,8722.114
KR_BJ,12492.37
KR_BF,12325.82
KR_BD,3800.079
KR_BG,8244.246
KR_BH,7136.002
KR_BS,12617.7
KR_BA,8473.069
KR_BY,7292.729
KR_BZ,12882.87
KR_BO,17263.13
KR_BR,18364.51
KR_BB,14359.76
KR_BN,3825.485
KR_BT,3640.837
KR_BW,12595.07
KR_CF,11320.14
KR_CA,10617.7
KR_CH,8878.165
KR_CL,18375.18
KR_CI,13079.55
KR_CM,11957.9
KR_CG,12217.9
KR_CO,14817.3
KR_KM,10261.17
KR_CV,13433.69
KR_CR,13836.1
KR_CY,8012.453
KR_CZ,8262.063
KR_DE,8543.784
KR_DJ,8695.975
KR_DK,7955.016
KR_DO,13557.66
KR_DZ,9954.01
KR_EC,15129.37
KR_EG,8497.368
KR_ES,10012.64
KR_EE,7122.724
KR_ET,9244.567
KR_FI,7070.555
KR_FJ,8202.271
KR_FR,8981.467
KR_FM,4641.335
KR_GA,12387.74
KR_GB,8875.39
KR_GE,6783.199
KR_GH,12774.57
KR_GN,13518.34
KR_GP,14009.49
KR_GM,13206.97
KR_GW,13297.23
KR_GQ,12190.48
KR_GR,8528.293
KR_GD,14442.14
KR_GT,13029.69
KR_GF,15310.55
KR_GY,15077.83
KR_HK,2095.843
KR_HN,13268.34
KR_HR,8485.063
KR_HT,13474.77
KR_HU,8182.963
KR_ID,5291.684
KR_IN,4692.672
KR_IE,8968.355
KR_IS,8396.076
KR_IT,8982.659
KR_JM,13375.87
KR_JO,8009.55
KR_JP,1156.67
KR_KE,10118.59
KR_KG,4422.647
KR_KH,3628.807
KR_KI,6194.548
KW_AW,11922.28
KW_AO,5649.504
KW_AL,2868.303
KW_AE,835.7674
KW_AR,13226.28
KW_AM,1248.981
KW_AG,10901.94
KW_AU,12907.86
KW_AT,3416.626
KW_AZ,1239.9
KW_BI,4149.601
KW_BE,4329.824
KW_BJ,5403.08
KW_BF,5455.293
KW_BD,4242.899
KW_BG,2657.817
KW_BH,434.559
KW_BS,11621.35
KW_BA,3072.489
KW_BY,3192.599
KW_BZ,13079.66
KW_BO,13413.1
KW_BR,11694.86
KW_BB,10950.94
KW_BN,7517.651
KW_BT,4069.492
KW_BW,6465.817
KW_CF,4157.964
KW_CA,10302.77
KW_CH,3995.36
KW_CL,14274.37
KW_CI,6074.369
KW_CM,4777.457
KW_CG,5117.58
KW_CO,12883.49
KW_KM,4591.498
KW_CV,7438.518
KW_CR,13284.84
KW_CY,1521.355
KW_CZ,3636.297
KW_DE,4177.56
KW_DJ,2036.75
KW_DK,4047.51
KW_DO,11496.36
KW_DZ,4239.049
KW_EC,13508.27
KW_EG,1620.011
KW_ES,4809.398
KW_EE,3781.446
KW_ET,2451.796
KW_FI,3836.194
KW_FJ,14869.49
KW_FR,4415.222
KW_FM,11566.09
KW_GA,5207.133
KW_GB,4653.481
KW_GE,1407.802
KW_GH,5710.296
KW_GN,6956.418
KW_GP,10963.67
KW_GM,6845.511
KW_GW,6828.529
KW_GQ,5016.831
KW_GR,2436.665
KW_GD,11206.34
KW_GT,13416.07
KW_GF,10743.35
KW_GY,11192.6
KW_HK,6590.399
KW_HN,13217.88
KW_HR,3333.628
KW_HT,11704.47
KW_HU,3202.095
KW_ID,7411.27
KW_IN,2838.48
KW_IE,5098.006
KW_IS,6140.833
KW_IT,3471.372
KW_JM,12108.67
KW_JO,1190.885
KW_JP,8313.143
KW_KE,3608.884
KW_KG,2809.597
KW_KH,6191.493
KW_KI,13282.0
KW_KR,7181.025
LA_AW,16543.05
LA_AO,10254.81
LA_AL,8119.246
LA_AE,5029.932
LA_AR,17399.46
LA_AM,6049.0
LA_AG,15771.17
LA_AU,7731.611
LA_AT,8263.672
LA_AZ,5599.605
LA_BI,8376.234
LA_BE,9038.533
LA_BJ,10858.64
LA_BF,11064.68
LA_BD,1424.819
LA_BG,7813.486
LA_BH,5405.576
LA_BS,15240.57
LA_BA,8185.584
LA_BY,7439.534
LA_BZ,15920.88
LA_BO,19042.2
LA_BR,16782.53
LA_BB,16063.03
LA_BN,1977.488
LA_BT,1694.36
LA_BW,9575.224
LA_CF,9234.079
LA_CA,13171.04
LA_CH,8948.459
LA_CL,18182.13
LA_CI,11580.53
LA_CM,10002.67
LA_CG,9887.858
LA_CO,17504.0
LA_KM,7307.531
LA_CV,13082.95
LA_CR,16835.28
LA_KY,15861.09
LA_CY,7019.955
LA_CZ,8365.918
LA_DE,8842.204
LA_DJ,6415.583
LA_DK,8376.064
LA_DO,15889.42
LA_DZ,9648.822
LA_EC,18054.4
LA_EG,7270.904
LA_ES,10040.42
LA_EE,7618.033
LA_ET,6945.237
LA_FI,7605.646
LA_FJ,9211.924
LA_FR,9245.57
LA_FM,6146.08
LA_GA,10344.23
LA_GB,9311.193
LA_GE,6043.036
LA_GH,11178.98
LA_GN,12602.22
LA_GP,15881.37
LA_GM,12506.39
LA_GW,12485.86
LA_GQ,10292.88
LA_GR,7842.732
LA_GD,16274.18
LA_GT,16127.41
LA_GF,16284.22
LA_GY,16564.29
LA_HK,1293.925
LA_HN,16304.17
LA_HR,8340.332
LA_HT,15930.62
LA_HU,8077.644
LA_ID,2721.996
LA_IN,2846.594
LA_IE,9609.647
LA_IS,9746.758
LA_IT,8703.752
LA_JM,16032.17
LA_JO,6805.3
LA_JP,4143.801
LA_KZ,3705.352
LA_KE,7511.309
LA_KG,3828.007
LA_KH,753.4552
LA_KI,7908.775
LA_KR,3218.349
LA_KW,5660.884
LB_AW,10635.64
LB_AO,5301.993
LB_AL,1609.733
LB_AE,2110.076
LB_AR,12396.9
LB_AM,1063.763
LB_AG,9615.645
LB_AU,14194.54
LB_AT,2252.977
LB_AZ,1464.592
LB_BI,4194.6
LB_BE,3144.598
LB_BJ,4567.346
LB_BF,4457.962
LB_BD,5407.258
LB_BG,1444.918
LB_BH,1686.69
LB_BS,10371.56
LB_BA,1844.805
LB_BY,2311.437
LB_BZ,11840.02
LB_BO,12272.51
LB_BR,10772.67
LB_BB,9671.262
LB_BN,8738.391
LB_BT,5180.441
LB_BW,6602.303
LB_CF,3717.779
LB_CA,9173.474
LB_CH,2766.189
LB_CL,13358.57
LB_CI,5165.91
LB_CM,4163.231
LB_CG,4745.371
LB_CO,11600.13
LB_KM,5134.142
LB_CV,6251.983
LB_CR,12006.16
LB_KY,11107.43
LB_CY,243.4737
LB_CZ,2493.329
LB_DE,3013.148
LB_DJ,2597.384
LB_DK,2997.819
LB_DO,10212.97
LB_DZ,2954.492
LB_EC,12229.17
LB_EG,584.2617
LB_ES,3524.9
LB_EE,2951.418
LB_ET,2783.078
LB_FI,3021.702
LB_FJ,15961.68
LB_FR,3197.032
LB_FM,12494.47
LB_GA,4613.839
LB_GB,3464.002
LB_GE,1196.376
LB_GH,4848.538
LB_GN,5872.742
LB_GP,9678.124
LB_GM,5709.52
LB_GW,5717.202
LB_GQ,4345.616
LB_GR,1154.756
LB_GD,9926.005
LB_GT,12172.57
LB_GF,9511.352
LB_GY,9934.48
LB_HK,7652.198
LB_HN,11959.22
LB_HR,2123.404
LB_HT,10424.03
LB_HU,2048.187
LB_ID,8694.866
LB_IN,3985.349
LB_IE,3920.219
LB_IS,5106.05
LB_IT,2199.887
LB_JM,10834.25
LB_JO,217.1311
LB_JP,8999.5
LB_KZ,3714.015
LB_KE,3914.655
LB_KG,3521.326
LB_KH,7407.508
LB_KI,14120.7
LB_KR,7926.322
LB_KW,1286.701
LB_LA,6831.931
LR_AW,6538.721
LR_AO,3154.236
LR_AL,4933.823
LR_AE,7214.983
LR_AR,6772.831
LR_AM,6649.885
LR_AG,5675.93
LR_AU,16446.83
LR_AT,5320.935
LR_AZ,7093.001
LR_BI,4583.263
LR_BE,5147.445
LR_BJ,1469.321
LR_BF,1201.556
LR_BD,10857.22
LR_BG,5247.031
LR_BH,6856.259
LR_BS,7359.646
LR_BA,5054.884
LR_BY,6307.776
LR_BZ,8540.287
LR_BO,6808.984
LR_BR,5121.55
LR_BB,5403.297
LR_BN,13875.39
LR_BT,10718.97
LR_BW,5268.814
LR_CF,3262.795
LR_CA,7815.56
LR_CH,4843.69
LR_CL,7704.238
LR_CI,755.8931
LR_CM,2485.423
LR_CG,3119.354
LR_CO,7122.128
LR_KM,6308.064
LR_CV,1687.763
LR_CR,8071.195
LR_KY,7751.789
LR_CY,5530.354
LR_CZ,5407.654
LR_DE,5283.326
LR_DJ,5948.4
LR_DK,5867.398
LR_DO,6528.108
LR_DZ,3671.629
LR_EC,7557.706
LR_EG,5122.017
LR_ES,3858.067
LR_EE,6629.479
LR_ET,5475.274
LR_FI,6698.1
LR_FJ,18385.07
LR_FR,4892.298
LR_FM,18120.11
LR_GA,2337.25
LR_GB,5121.267
LR_GE,6731.37
LR_GH,1167.441
LR_GN,650.5386
LR_GP,5653.518
LR_GM,1022.661
LR_GW,816.7297
LR_GQ,2188.031
LR_GR,4951.708
LR_GD,5628.195
LR_GT,8739.451
LR_GF,4605.484
LR_GY,5239.27
LR_HK,13243.58
LR_HN,8389.551
LR_HR,5090.702
LR_HT,6797.062
LR_HU,5387.021
LR_ID,13125.17
LR_IN,9483.593
LR_IE,5247.114
LR_IS,6496.945
LR_IT,4575.671
LR_JM,7266.44
LR_JO,5615.076
LR_JP,14433.92
LR_KZ,9349.786
LR_KE,5355.925
LR_KG,9160.446
LR_KH,12639.97
LR_KI,19071.03
LR_KR,13479.35
LR_KW,6653.45
LR_LA,12238.58
LR_LB,5654.372
LR_LC,5556.836
LR_LK,10001.76
LY_AW,8638.483
LY_AO,4626.358
LY_AL,1126.319
LY_AE,4112.479
LY_AR,10587.62
LY_AM,2911.988
LY_AG,7613.511
LY_AU,16157.12
LY_AT,1744.687
LY_AZ,3369.194
LY_BI,4365.932
LY_BE,2138.252
LY_BJ,3129.709
LY_BF,2725.018
LY_BD,7480.536
LY_BG,1421.287
LY_BH,3687.708
LY_BS,8581.16
LY_BA,1322.53
LY_BY,2611.773
LY_BZ,10054.34
LY_BO,10216.83
LY_BR,8910.072
LY_BB,7629.192
LY_BN,10819.99
LY_BT,7235.952
LY_BW,6540.412
LY_CF,3206.803
LY_CA,7758.984
LY_CH,1654.008
LY_CL,11447.7
LY_CI,3531.821
LY_CM,3219.009
LY_CG,4120.426
LY_CO,9568.515
LY_KM,5889.22
LY_CV,4191.845
LY_CR,10079.76
LY_KY,9272.777
LY_CY,1884.154
LY_CZ,1935.937
LY_DE,2143.809
LY_DJ,3862.496
LY_DK,2552.798
LY_DO,8272.34
LY_DZ,1030.455
LY_EC,10182.33
LY_EG,1746.24
LY_ES,1726.345
LY_EE,3092.349
LY_ET,3733.014
LY_FI,3171.75
LY_FJ,17842.62
LY_FR,2007.716
LY_FM,14281.87
LY_GA,3621.371
LY_GB,2350.661
LY_GE,2961.941
LY_GH,3328.206
LY_GN,3928.507
LY_GP,7665.942
LY_GM,3703.413
LY_GW,3740.868
LY_GQ,3257.021
LY_GR,1126.74
LY_GD,7885.658
LY_GT,10369.36
LY_GF,7429.439
LY_GY,7860.42
LY_HK,9660.212
LY_HN,10112.65
LY_HR,1474.63
LY_HT,8502.302
LY_HU,1718.039
LY_ID,10724.79
LY_IN,6059.306
LY_IE,2762.375
LY_IS,4242.284
LY_IT,1019.841
LY_JM,8940.755
LY_JO,2143.171
LY_JP,10607.65
LY_KZ,5582.393
LY_KE,4532.657
LY_KG,5400.95
LY_KH,9489.011
LY_KI,15695.24
LY_KR,9640.625
LY_KW,3333.279
LY_LA,8903.636
LY_LB,2081.917
LY_LR,3839.878
LY_LC,7705.643
LY_LK,7429.121
LY_LS,7070.591
LY_LT,2624.028
LY_LU,1963.781
LY_LV,2823.099
LC_AW,1000.846
LC_AO,8580.775
LC_AL,8230.828
LC_AE,11816.59
LC_AR,5424.776
LC_AM,10282.29
LC_AG,358.6497
LC_AU,16114.25
LC_AT,7925.084
LC_AZ,10696.98
LC_BI,10139.98
LC_BE,7086.583
LC_BJ,6988.802
LC_BF,6414.001
LC_BD,14805.2
LC_BG,8502.798
LC_BH,11390.73
LC_BS,2107.813
LC_BA,8098.529
LC_BY,8663.007
LC_BZ,3000.247
LC_BO,3487.087
LC_BR,4461.426
LC_BB,179.6494
LC_BN,17877.83
LC_BT,14433.77
LC_BW,10359.87
LC_CF,8777.467
LC_CA,3734.94
LC_CH,7248.455
LC_CL,5387.542
LC_CI,6310.356
LC_CM,8024.671
LC_CG,8650.447
LC_CO,1864.674
LC_KM,11845.74
LC_CV,4036.099
LC_CR,2551.477
LC_KY,2251.424
LC_CY,9509.419
LC_CZ,7787.612
LC_DE,7279.451
LC_DJ,11192.92
LC_DK,7703.92
LC_DO,1064.136
LC_DZ,6781.884
LC_EC,2498.195
LC_EG,9451.453
LC_ES,6253.771
LC_EE,8436.939
LC_ET,10817.83
LC_FI,8445.868
LC_FJ,13690.54
LC_FR,6903.772
LC_FM,15114.12
LC_GA,7892.064
LC_GB,6794.753
LC_GE,10246.65
LC_GH,6710.891
LC_GN,4950.548
LC_GP,235.0054
LC_GM,4786.251
LC_GW,4916.05
LC_GQ,7733.948
LC_GR,8605.586
LC_GD,231.7669
LC_GT,3183.344
LC_GF,1386.257
LC_GY,863.7466
LC_HK,15960.79
LC_HN,2832.721
LC_HR,7896.818
LC_HT,1312.847
LC_HU,8127.199
LC_ID,18429.66
LC_IN,13496.15
LC_IE,6463.761
LC_IS,6328.745
LC_IT,7620.192
LC_JM,1747.63
LC_JO,9831.781
LC_JP,14088.41
LC_KZ,12356.23
LC_KE,10895.55
LC_KG,12248.07
LC_KH,16787.51
LC_KI,13826.13
LC_KR,14239.55
LC_KW,11018.97
LC_LA,16044.05
LC_LB,9736.212
LK_AW,16067.56
LK_AO,7594.32
LK_AL,7028.389
LK_AE,3342.212
LK_AR,14774.54
LK_AM,5106.343
LK_AG,15042.62
LK_AU,8751.808
LK_AT,7497.094
LK_AZ,4769.113
LK_BI,5731.052
LK_BE,8404.442
LK_BJ,8540.41
LK_BF,8937.179
LK_BD,2179.09
LK_BG,6796.622
LK_BH,3768.01
LK_BS,15699.77
LK_BA,7212.813
LK_BY,7005.935
LK_BZ,17072.61
LK_BO,16396.65
LK_BR,14036.67
LK_BB,15031.19
LK_BN,3891.124
LK_BT,2520.619
LK_BW,6823.339
LK_CF,6785.706
LK_CA,14029.91
LK_CH,8123.768
LK_CL,15796.09
LK_CI,9272.438
LK_CM,7575.884
LK_CG,7286.253
LK_CO,16966.86
LK_KM,4549.173
LK_CV,11240.94
LK_CR,17443.47
LK_KY,16464.57
LK_CY,5687.943
LK_CZ,7688.102
LK_DE,8232.307
LK_DJ,4063.785
LK_DK,7968.923
LK_DO,15663.35
LK_DZ,8387.595
LK_EC,17519.65
LK_EG,5684.017
LK_ES,8975.765
LK_EE,7444.531
LK_ET,4526.706
LK_FI,7469.547
LK_FJ,11156.43
LK_FR,8526.015
LK_FM,8648.504
LK_GA,7852.103
LK_GB,8725.037
LK_GE,5189.351
LK_GH,8854.731
LK_GN,10497.86
LK_GP,15093.86
LK_GM,10537.38
LK_GW,10454.94
LK_GQ,7877.104
LK_GR,6603.518
LK_GD,15288.07
LK_GT,17410.97
LK_GF,14562.86
LK_GY,15131.66
LK_HK,4053.215
LK_HN,17296.54
LK_HR,7456.482
LK_HT,15869.11
LK_HU,7282.259
LK_ID,3320.081
LK_IN,2431.215
LK_IE,9142.171
LK_IS,9891.838
LK_IT,7635.494
LK_JM,16259.95
LK_JO,5332.042
LK_JP,6861.33
LK_KZ,4053.941
LK_KE,4865.705
LK_KG,4038.118
LK_KH,2799.001
LK_KI,10361.02
LK_KR,5840.513
LK_KW,4166.992
LK_LA,2759.292
LK_LB,5450.953
LK_LC,15122.22
LS_AW,11423.01
LS_AO,2721.224
LS_AL,7902.8
LS_AE,6642.855
LS_AR,7880.847
LS_AM,7932.732
LS_AG,10876.0
LS_AU,10838.48
LS_AT,8700.506
LS_AZ,8093.409
LS_BI,2894.7
LS_BE,9206.208
LS_BJ,4789.684
LS_BF,5593.645
LS_BD,8946.303
LS_BG,8023.138
LS_BH,6654.576
LS_BS,12707.56
LS_BA,8197.313
LS_BY,9256.383
LS_BZ,13457.43
LS_BO,9654.796
LS_BR,7292.793
LS_BB,10450.97
LS_BN,10042.2
LS_BT,9163.305
LS_BW,531.4464
LS_CF,3868.565
LS_CA,13511.57
LS_CH,8724.216
LS_CL,8945.843
LS_CI,5117.872
LS_CM,4066.016
LS_CG,3076.123
LS_CO,11486.37
LS_KM,2556.18
LS_CV,7362.177
LS_CR,12643.28
LS_KY,12836.89
LS_CY,7201.451
LS_CZ,8932.594
LS_DE,9212.81
LS_DJ,4854.866
LS_DK,9564.355
LS_DO,11693.9
LS_DZ,7793.849
LS_EC,11549.98
LS_EG,6619.538
LS_ES,8403.123
LS_EE,9879.167
LS_ET,4440.343
LS_FI,9958.313
LS_FJ,13899.14
LS_FR,9054.14
LS_FM,14315.46
LS_GA,3822.708
LS_GB,9393.496
LS_GE,8104.226
LS_GH,4883.838
LS_GN,6334.415
LS_GP,10806.52
LS_GM,6717.876
LS_GW,6514.607
LS_GQ,4185.92
LS_GR,7502.455
LS_GD,10596.12
LS_GT,13502.42
LS_GF,9304.56
LS_GY,9966.025
LS_HK,10903.72
LS_HN,13157.12
LS_HR,8441.045
LS_HT,11937.93
LS_HU,8591.318
LS_ID,8643.115
LS_IN,8338.232
LS_IE,9760.094
LS_IS,11258.62
LS_IT,8072.605
LS_JM,12335.75
LS_JO,6877.193
LS_JP,13760.53
LS_KZ,9523.84
LS_KE,3273.764
LS_KG,9369.503
LS_KH,9458.03
LS_KI,15250.5
LS_KR,12727.98
LS_KW,6881.916
LS_LA,9625.274
LS_LB,7082.708
LS_LR,5698.984
LS_LC,10629.77
LS_LK,6901.32
LT_AW,9223.909
LT_AO,7158.965
LT_AL,1540.066
LT_AE,4127.873
LT_AR,12731.28
LT_AM,2151.497
LT_AG,8287.743
LT_AU,15291.39
LT_AT,948.9832
LT_AZ,2416.226
LT_BI,6471.478
LT_BE,1469.434
LT_BJ,5747.821
LT_BF,5269.622
LT_BD,6293.525
LT_BG,1345.486
LT_BH,3783.016
LT_BS,8528.727
LT_BA,1302.017
LT_BY,169.5256
LT_BZ,9915.579
LT_BO,11730.07
LT_BR,11051.35
LT_BB,8506.38
LT_BN,9546.589
LT_BT,5925.914
LT_BW,8841.053
LT_CF,5630.907
LT_CA,6989.555
LT_CH,1516.998
LT_CL,13360.42
LT_CI,6091.532
LT_CM,5793.484
LT_CG,6623.478
LT_CO,10258.92
LT_KM,7575.325
LT_CV,6087.948
LT_CR,10319.94
LT_KY,9295.403
LT_CY,2260.847
LT_CZ,896.5842
LT_DE,1272.883
LT_DJ,5044.033
LT_DK,815.5106
LT_DO,8666.563
LT_DZ,2613.198
LT_EC,10921.54
LT_EG,2782.4
LT_ES,2666.384
LT_EE,527.9267
LT_ET,5218.525
LT_FI,606.8758
LT_FJ,15366.42
LT_FR,1700.296
LT_FM,11910.79
LT_GA,6215.573
LT_GB,1729.554
LT_GE,2030.181
LT_GH,5929.572
LT_GN,6188.138
LT_GP,8382.46
LT_GM,5849.021
LT_GW,5953.28
LT_GQ,5861.996
LT_GR,1860.701
LT_GD,8735.007
LT_GT,10256.73
LT_GF,8776.078
LT_GY,8983.841
LT_HK,7939.232
LT_HN,10122.01
LT_HR,1189.612
LT_HT,8819.789
LT_HU,910.8107
LT_ID,10026.88
LT_IN,5036.979
LT_IE,2052.635
LT_IS,2797.459
LT_IT,1706.051
LT_JM,9145.223
LT_JO,2665.355
LT_JP,8197.214
LT_KZ,3881.111
LT_KE,6318.167
LT_KG,3753.805
LT_KH,8299.502
LT_KI,13133.64
LT_KR,7365.838
LT_KW,3355.498
LT_LA,7581.797
LT_LB,2448.976
LT_LR,6269.9
LT_LC,8511.891
LT_LK,7174.537
LT_LS,9351.442
LU_AW,7967.711
LU_AO,6540.273
LU_AL,1404.884
LU_AE,4999.584
LU_AR,11333.12
LU_AM,3160.368
LU_AG,6993.669
LU_AU,16686.87
LU_AT,762.4356
LU_AZ,3537.504
LU_BI,6302.379
LU_BE,187.8091
LU_BJ,4820.17
LU_BF,4209.317
LU_BD,7628.117
LU_BG,1526.197
LU_BH,4598.055
LU_BS,7465.828
LU_BA,1131.459
LU_BY,1539.179
LU_BZ,8914.693
LU_BO,10325.08
LU_BR,9663.413
LU_BB,7170.368
LU_BN,10930.56
LU_BT,7280.27
LU_BW,8503.669
LU_CF,5168.055
LU_CA,6209.579
LU_CH,309.8716
LU_CL,11940.3
LU_CI,5020.569
LU_CM,5117.125
LU_CG,6055.399
LU_CO,8991.176
LU_KM,7722.112
LU_CV,4701.549
LU_CR,9188.089
LU_KY,8220.29
LU_CY,2729.865
LU_CZ,596.739
LU_DE,215.9864
LU_DJ,5418.858
LU_DK,802.2173
LU_DO,7455.008
LU_DZ,1443.363
LU_EC,9651.144
LU_EG,3027.937
LU_ES,1281.233
LU_EE,1614.171
LU_ET,5433.021
LU_FI,1671.633
LU_FJ,16463.79
LU_FR,289.1023
LU_FM,13187.14
LU_GA,5486.639
LU_GB,494.0174
LU_GE,3095.215
LU_GH,4939.492
LU_GN,4899.179
LU_GP,7079.813
LU_GM,4527.305
LU_GW,4651.996
LU_GQ,5109.211
LU_GR,1904.941
LU_GD,7407.848
LU_GT,9252.489
LU_GF,7371.548
LU_GY,7609.152
LU_HK,9357.552
LU_HN,9068.316
LU_HR,847.312
LU_HT,7634.649
LU_HU,977.394
LU_ID,11300.36
LU_IN,6308.229
LU_IE,953.1994
LU_IS,2319.428
LU_IT,989.5763
LU_JM,8003.091
LU_JO,3152.349
LU_JP,9500.391
LU_KZ,5274.145
LU_KE,6377.84
LU_KG,5136.338
LU_KH,9658.718
LU_KI,14224.3
LU_KR,8733.371
LU_KW,4167.461
LU_LA,8956.589
LU_LB,2970.469
LU_LR,5069.576
LU_LC,7190.878
LU_LK,8259.522
LU_LS,9034.081
LU_LT,1420.353
LV_AW,9100.948
LV_AO,7388.835
LV_AL,1765.015
LV_AE,4355.656
LV_AR,12773.93
LV_AM,2376.555
LV_AG,8181.331
LV_AU,15331.2
LV_AT,1102.181
LV_AZ,2615.883
LV_BI,6729.736
LV_BE,1456.065
LV_BJ,5934.0
LV_BF,5430.057
LV_BD,6395.167
LV_BG,1590.733
LV_BH,4019.234
LV_BS,8356.615
LV_BA,1509.34
LV_BY,406.3581
LV_BZ,9727.402
LV_BO,11685.9
LV_BR,11103.81
LV_BB,8418.018
LV_BN,9609.395
LV_BT,6017.431
LV_BW,9094.748
LV_CF,5870.586
LV_CA,6776.347
LV_CH,1587.651
LV_CL,13359.01
LV_CI,6252.606
LV_CM,6013.586
LV_CG,6856.865
