iso_o,dist
NP_DE,6859.421
NP_DJ,4739.289
NP_DK,6439.131
NP_DO,14233.62
NP_DZ,7576.549
NP_EC,16522.51
NP_EG,5226.5
NP_ES,7988.503
NP_EE,5739.775
NP_ET,5290.257
NP_FI,5740.605
NP_FJ,11237.1
NP_FR,7244.016
NP_FM,7980.525
NP_GA,8610.264
NP_GB,7342.558
NP_GE,3975.624
NP_GH,9294.298
NP_GN,10593.3
NP_GP,14010.15
NP_GM,10465.47
NP_GW,10458.87
NP_GQ,8494.999
NP_GR,5766.934
NP_GD,14358.11
NP_GT,15300.79
NP_GF,14216.28
NP_GY,14544.71
NP_HK,2963.798
NP_HN,15314.44
NP_HR,6296.071
NP_HT,14350.51
NP_HU,6044.132
NP_ID,4414.775
NP_IN,801.1843
NP_IE,7679.389
NP_IS,8049.588
NP_IT,6640.497
NP_JM,14597.79
NP_JO,4751.157
NP_JP,5166.007
NP_KZ,1887.094
NP_KE,6100.116
NP_KG,1948.004
NP_KH,2719.439
NP_KI,9731.872
NP_KR,4022.39
NP_KW,3638.557
NP_LA,2075.847
NP_LB,4766.703
NP_LR,10284.7
NP_LY,6831.294
NP_LC,14137.18
NP_LK,2383.553
NP_LS,8840.758
NP_LT,5627.717
NP_LU,6955.47
NP_LV,5735.054
NP_MO,2905.809
NP_MA,8521.107
NP_MD,5305.712
NP_MG,6592.589
NP_MV,2905.181
NP_MX,14767.61
NP_MK,5905.164
NP_ML,9683.875
NP_MT,6614.2
NP_MM,1649.059
NP_MN,2919.777
NP_MZ,8217.305
NP_MR,10143.3
NP_MQ,14092.48
NP_MU,6111.776
NP_MW,7233.993
NP_MY,3241.307
NP_NA,9217.564
NP_NC,10334.91
NP_NE,8666.387
NP_NG,8882.6
NP_NI,15512.77
NP_NL,6982.543
NP_NO,6527.191
NZ_AW,12981.52
NZ_AO,13836.31
NZ_AL,17971.9
NZ_AE,14269.96
NZ_AR,9729.112
NZ_AM,15974.44
NZ_AG,13979.16
NZ_AU,2333.461
NZ_AT,18322.31
NZ_AZ,15564.51
NZ_BI,13713.35
NZ_BE,19011.83
NZ_BJ,15750.72
NZ_BF,16461.71
NZ_BD,11410.95
NZ_BG,17735.26
NZ_BH,14689.08
NZ_BS,13319.88
NZ_BA,18148.78
NZ_BY,17451.06
NZ_BZ,11847.15
NZ_BO,10744.57
NZ_BR,11389.0
NZ_BB,13839.26
NZ_BN,8083.58
NZ_BT,11745.76
NZ_BW,11721.86
NZ_CF,15018.08
NZ_CA,14308.33
NZ_CH,19006.65
NZ_CL,9138.396
NZ_CI,15695.31
NZ_CM,15243.89
NZ_CG,14260.44
NZ_CO,11974.69
NZ_KM,12117.87
NZ_CV,16336.53
NZ_CR,11676.95
NZ_KY,12587.8
NZ_CY,16614.41
NZ_CZ,18419.03
NZ_DE,18824.75
NZ_DJ,14170.83
NZ_DK,18247.02
NZ_DO,13452.83
NZ_DZ,18953.23
NZ_EC,11321.0
NZ_EG,16471.37
NZ_ES,19586.18
NZ_EE,17411.42
NZ_ET,14264.91
NZ_FI,17362.61
NZ_FJ,2930.198
NZ_FR,19263.88
NZ_FM,5935.469
NZ_GA,14937.81
NZ_GB,19147.14
NZ_GE,16014.68
NZ_GH,15695.67
NZ_GN,16034.05
NZ_GP,13900.97
NZ_GM,16435.71
NZ_GW,16290.37
NZ_GQ,15317.63
NZ_GR,17523.31
NZ_GD,13595.58
NZ_GT,11517.5
NZ_GF,13695.67
NZ_GY,13434.22
NZ_HK,9631.967
NZ_HN,11736.09
NZ_HR,18364.35
NZ_HT,13253.57
NZ_HU,18128.41
NZ_ID,7798.826
NZ_IN,12761.04
NZ_IE,19023.78
NZ_IS,17586.27
NZ_IT,18572.15
NZ_JM,12855.06
NZ_JO,16225.1
NZ_JP,9575.732
NZ_KZ,13726.58
NZ_KE,13473.06
NZ_KG,13869.1
NZ_KH,9370.458
NZ_KI,5085.255
NZ_KR,10293.84
NZ_KW,15103.86
NZ_LA,10060.57
NZ_LB,16372.26
NZ_LR,15775.58
NZ_LY,17992.18
NZ_LC,13806.19
NZ_LK,10944.81
NZ_LS,11193.19
NZ_LT,17568.3
NZ_LU,18988.62
NZ_LV,17559.44
NZ_MO,9670.343
NZ_MA,18884.43
NZ_MD,17388.21
NZ_MG,11200.8
NZ_MV,11241.42
NZ_MX,11207.38
NZ_MK,17861.73
NZ_ML,16505.05
NZ_MT,18117.87
NZ_MM,10440.23
NZ_MN,12213.02
NZ_MZ,11319.57
NZ_MR,16956.9
NZ_MQ,13843.78
NZ_MU,10446.64
NZ_MW,12441.66
NZ_MY,8928.609
NZ_NA,12253.8
NZ_NC,2566.81
NZ_NE,16541.68
NZ_NG,15738.97
NZ_NI,11660.25
NZ_NL,18867.02
NZ_NO,17991.74
NZ_NP,12085.05
OM_AW,13155.52
OM_AO,6115.173
OM_AL,4096.846
OM_AE,438.8936
OM_AR,13896.67
OM_AM,2270.178
OM_AG,12134.08
OM_AU,11674.18
OM_AT,4603.866
OM_AZ,2036.348
OM_BI,4372.504
OM_BE,5517.9
OM_BJ,6285.721
OM_BF,6461.84
OM_BD,3228.239
OM_BG,3873.371
OM_BH,857.0129
OM_BS,12828.61
OM_BA,4289.591
OM_BY,4248.785
OM_BZ,14273.4
OM_BO,14445.99
OM_BR,12510.15
OM_BB,12172.28
OM_BN,6375.472
OM_BT,3145.921
OM_BW,6437.027
OM_CF,4795.895
OM_CA,11406.99
OM_CH,5207.722
OM_CL,15006.83
OM_CI,6995.622
OM_CM,5513.027
OM_CG,5635.025
OM_CO,14109.27
OM_KM,4268.415
OM_CV,8574.278
OM_CR,14515.44
OM_KY,13580.56
OM_CY,2756.173
OM_CZ,4810.765
OM_DE,5356.058
OM_DJ,2114.775
OM_DK,5165.602
OM_DO,12730.46
OM_DZ,5469.943
OM_EC,14726.31
OM_EG,2804.602
OM_ES,6044.162
OM_EE,4780.802
OM_ET,2658.347
OM_FI,4823.622
OM_FJ,13785.77
OM_FR,5620.005
OM_FM,10679.45
OM_GA,5904.091
OM_GB,5841.325
OM_GE,2387.557
OM_GH,6603.879
OM_GN,8006.944
OM_GP,12194.14
OM_GM,7942.06
OM_GW,7904.256
OM_GQ,5785.408
OM_GR,3671.323
OM_GD,12428.43
OM_GT,14612.59
OM_GF,11907.8
OM_GY,12386.11
OM_HK,5655.347
OM_HN,14430.22
OM_HR,4541.91
OM_HT,12936.84
OM_HU,4388.211
OM_ID,6184.915
OM_IN,1936.222
OM_IE,6275.79
OM_IS,7212.197
OM_IT,4702.792
OM_JM,13336.47
OM_JO,2413.696
OM_JP,7746.67
OM_KZ,2756.083
OM_KE,3639.188
OM_KG,2600.396
OM_KH,5065.485
OM_KI,12436.75
OM_KR,6590.233
OM_KW,1234.837
OM_LA,4603.267
OM_LB,2521.039
OM_LR,7637.027
OM_LY,4544.025
OM_LC,12244.75
OM_LK,2933.096
OM_LS,6769.214
OM_LT,4417.438
OM_LU,5362.961
OM_LV,4633.485
OM_MO,5596.034
OM_MA,6384.613
OM_MD,3712.852
OM_MG,4880.46
OM_MV,2687.854
OM_MX,14672.37
OM_MK,3988.871
OM_ML,7092.848
OM_MT,4433.512
OM_MM,3981.808
OM_MN,5014.695
OM_MZ,6190.626
OM_MR,7695.793
OM_MQ,12219.34
OM_MU,4874.6
OM_MW,4979.074
OM_MY,5158.557
OM_NA,6827.026
OM_NC,12719.58
OM_NE,6033.902
OM_NG,6187.65
OM_NI,14523.26
OM_NL,5519.237
OM_NO,5465.455
OM_NP,2709.787
OM_NZ,13875.28
PK_AW,13581.61
PK_AO,7889.046
PK_AL,4709.623
PK_AE,2083.979
PK_AR,15622.21
PK_AM,2635.964
PK_AG,12632.48
PK_AU,11079.12
PK_AT,4915.899
PK_AZ,2188.738
PK_BI,6172.934
PK_BE,5752.112
PK_BJ,7829.728
PK_BF,7861.593
PK_BD,2010.818
PK_BG,4408.147
PK_BH,2317.703
PK_BS,12786.85
PK_BA,4790.143
PK_BY,4198.98
PK_BZ,14054.66
PK_BO,15724.56
PK_BR,14121.48
PK_BB,12813.37
PK_BN,5373.488
PK_BT,1729.295
PK_BW,8198.608
PK_CF,6499.283
PK_CA,10987.31
PK_CH,5597.236
PK_CL,16694.83
PK_CI,8499.803
PK_CM,7168.504
PK_CG,7391.706
PK_CO,14615.72
PK_KM,5955.265
PK_CV,9699.226
PK_CR,14609.52
PK_KY,13548.01
PK_CY,3632.447
PK_CZ,5048.636
PK_DE,5560.783
PK_DJ,3912.257
PK_DK,5173.553
PK_DO,13020.25
PK_DZ,6236.475
PK_EC,15278.35
PK_EG,3952.961
PK_ES,6651.62
PK_EE,4526.513
PK_ET,4450.599
PK_FI,4537.599
PK_FJ,12509.68
PK_FR,5932.586
PK_FM,9139.928
PK_GA,7584.604
PK_GB,6049.916
PK_GE,2635.494
PK_GH,8137.3
PK_GN,9326.042
PK_GP,12722.03
PK_GM,9171.674
PK_GW,9177.269
PK_GQ,7420.687
PK_GR,4431.495
PK_GD,13052.71
PK_GT,14385.09
PK_GF,12875.83
PK_GY,13210.75
PK_HK,4196.246
PK_HN,14325.77
PK_HR,4963.924
PK_HT,13163.49
PK_HU,4718.152
PK_ID,5671.58
PK_IN,683.3699
PK_IE,6407.776
PK_IS,6921.042
PK_IT,5300.738
PK_JM,13460.7
PK_JO,3466.407
PK_JP,5980.15
PK_KZ,1116.941
PK_KE,5435.79
PK_KG,1035.571
PK_KH,4056.846
PK_KI,10856.88
PK_KR,4828.073
PK_KW,2427.004
PK_LA,3413.267
PK_LB,3462.157
PK_LR,9062.856
PK_LY,5507.726
PK_LC,12836.25
PK_LK,3057.006
PK_LS,8498.631
PK_LT,4358.07
PK_LU,5645.37
PK_LV,4489.505
PK_MO,4141.826
PK_MA,7180.801
PK_MD,3977.91
PK_MG,6448.813
PK_MV,3283.508
PK_MX,14069.46
PK_MK,4564.755
PK_ML,8425.645
PK_MT,5280.437
PK_MM,2971.663
PK_MN,3217.979
PK_MZ,7900.479
PK_MR,8829.646
PK_MQ,12794.56
PK_MU,6217.038
PK_MW,6743.58
PK_MY,4509.983
PK_NA,8624.261
PK_NC,11658.69
PK_NE,7444.801
PK_NG,7739.124
PK_NI,14493.3
PK_NL,5691.659
PK_NO,5308.435
PK_NP,1340.546
PK_NZ,13410.34
PK_OM,1801.389
PK_PA,14478.06
PK_PE,16173.1
PK_PH,5244.026
PK_PG,9153.438
PK_PF,15427.34
PA_AW,1102.975
PA_AO,10468.29
PA_AL,10127.47
PA_AE,13801.21
PA_AR,5334.829
PA_AM,12105.08
PA_AG,2119.009
PA_AU,14172.62
PA_AT,9706.064
PA_AZ,12480.55
PA_BI,12142.62
PA_BE,8814.414
PA_BJ,9033.047
PA_BF,8493.59
PA_BD,16236.42
PA_BG,10370.95
PA_BH,13375.19
PA_BS,1810.248
PA_BA,9956.257
PA_BY,10302.39
PA_BZ,1364.135
PA_BO,3095.337
PA_BR,5084.887
PA_BB,2219.808
PA_BN,17805.8
PA_BT,15811.19
PA_BW,11984.09
PA_CF,10830.1
PA_CA,3862.1
PA_CH,9058.3
PA_CL,4816.244
PA_CI,8333.302
PA_CM,10061.83
PA_CG,10609.4
PA_CO,686.1259
PA_KM,13769.24
PA_CV,6119.588
PA_CR,514.3561
PA_KY,1169.687
PA_CY,11458.1
PA_CZ,9532.546
PA_DE,8995.78
PA_DJ,13288.14
PA_DK,9325.499
PA_DO,1493.425
PA_DZ,8755.885
PA_EC,1028.092
PA_EG,11464.35
PA_ES,8170.168
PA_EE,9951.785
PA_ET,12911.72
PA_FI,9942.038
PA_FJ,11594.92
PA_FR,8671.104
PA_FM,13389.43
PA_GA,9891.186
PA_GB,8500.427
PA_GE,12041.47
PA_GH,8743.055
PA_GN,6996.715
PA_GP,2082.449
PA_GM,6863.44
PA_GW,6982.806
PA_GQ,9765.5
PA_GR,10543.07
PA_GD,1974.435
PA_GT,1356.189
PA_GF,3033.521
PA_GY,2364.198
PA_HK,16253.74
PA_HN,1018.402
PA_HR,9723.97
PA_HT,1319.175
PA_HU,9918.198
PA_ID,19276.41
PA_IN,15161.38
PA_IE,8108.696
PA_IS,7591.665
PA_IT,9517.763
PA_JM,1045.138
PA_JO,11811.0
PA_JP,13584.86
PA_KZ,13753.44
PA_KE,12933.39
PA_KG,13692.85
PA_KH,17696.82
PA_KI,11898.11
PA_KR,14173.68
PA_KW,12979.44
PA_LA,17027.04
PA_LB,11693.87
PA_LR,7577.549
PA_LY,9722.291
PA_LC,2095.833
PA_LK,17143.03
PA_LS,12146.38
PA_LT,10138.68
PA_LU,8946.732
PA_LV,9993.192
PA_MO,16278.29
PA_MA,7864.289
PA_MD,10643.7
PA_MG,14223.62
PA_MV,16697.97
PA_MX,2417.223
PA_MK,10243.71
PA_ML,7806.948
PA_MT,9794.062
PA_MM,17130.3
PA_MN,13675.43
PA_MZ,12655.11
PA_MR,6919.775
PA_MQ,2101.626
PA_MU,15252.09
PA_MW,12759.81
PA_MY,18682.41
PA_NA,11071.03
PA_NC,12862.05
PA_NE,8882.356
PA_NG,9136.233
PA_NI,822.4513
PA_NL,8849.443
PA_NO,9169.77
PA_NP,15638.96
PA_NZ,11961.17
PA_OM,14214.27
PE_AW,2848.861
PE_AO,9843.897
PE_AL,11472.13
PE_AE,14751.96
PE_AR,3133.925
PE_AM,13549.98
PE_AG,3658.705
PE_AU,12809.17
PE_AT,11269.33
PE_AZ,13989.34
PE_BI,11712.3
PE_BE,10464.8
PE_BJ,9040.029
PE_BF,8757.104
PE_BD,18180.65
PE_BG,11768.54
PE_BH,14353.76
PE_BS,4138.589
PE_BA,11383.25
PE_BY,12054.88
PE_BZ,3509.392
PE_BO,1075.675
PE_BR,3455.375
PE_BB,3401.487
PE_BN,18490.1
PE_BT,17832.99
PE_BW,10729.36
PE_CF,10734.48
PE_CA,6209.441
PE_CH,10585.31
PE_CL,2468.643
PE_CI,8308.706
PE_CM,9951.064
PE_CG,10166.01
PE_CO,1875.294
PE_KM,12929.22
PE_CV,6623.425
PE_CR,2577.433
PE_KY,3526.951
PE_CY,12636.7
PE_CZ,11151.94
PE_DE,10659.87
PE_DJ,13533.7
PE_DK,11103.5
PE_DO,3497.93
PE_DZ,9955.96
PE_EC,1330.425
PE_EG,12438.79
PE_ES,9521.563
PE_EE,11841.25
PE_ET,13025.65
PE_FI,11849.47
PE_FJ,11092.99
PE_FR,10268.11
PE_FM,13945.53
PE_GA,9641.386
PE_GB,10182.22
PE_GE,13540.2
PE_GH,8720.128
PE_GN,7196.93
PE_GP,3553.215
PE_GM,7246.72
PE_GW,7288.304
PE_GQ,9653.889
PE_GR,11781.63
PE_GD,3177.656
PE_GT,3325.267
PE_GF,3327.954
PE_GY,2962.534
PE_HK,18392.68
PE_HN,3123.173
PE_HR,11210.98
PE_HT,3450.387
PE_HU,11462.46
PE_ID,17961.38
PE_IN,16792.93
PE_IE,9864.613
PE_IS,9663.586
PE_IT,10875.48
PE_JM,3346.508
PE_JO,12885.94
PE_JP,15505.62
PE_KZ,15760.42
PE_KE,12579.27
PE_KG,15651.88
PE_KH,19812.04
PE_KI,12203.3
PE_KR,16329.76
PE_KW,14058.76
PE_LA,19378.16
PE_LB,12838.48
PE_LR,7615.403
PE_LY,10756.65
PE_LC,3404.468
PE_LK,17436.53
PE_LS,10728.2
PE_LT,11907.21
PE_LU,10557.05
PE_LV,11818.84
PE_MO,18437.18
PE_MA,9010.541
PE_MD,12200.8
PE_MG,13043.2
PE_MV,16670.91
PE_MX,4264.224
PE_MK,11614.27
PE_ML,8108.13
PE_MT,10943.57
PE_MM,19136.16
PE_MN,16032.68
PE_MZ,11324.34
PE_MR,7503.793
PE_MQ,3453.974
PE_MU,13897.23
PE_MW,11875.83
PE_MY,19026.41
PE_NA,9920.627
PE_NC,12123.21
PE_NE,9184.51
PE_NG,9143.533
PE_NI,2880.749
PE_NL,10542.52
PE_NO,11058.24
PE_NP,17506.51
PE_NZ,10475.75
PE_OM,15188.66
PE_PA,2358.473
PH_AW,16773.43
PH_AO,12159.63
PH_AL,9850.101
PH_AE,7004.581
PH_AR,17801.66
PH_AM,7832.967
PH_AG,16486.75
PH_AU,6275.747
PH_AT,9853.35
PH_AZ,7375.604
PH_BI,10288.88
PH_BE,10515.8
PH_BJ,12851.21
PH_BF,13035.42
PH_BD,3363.789
PH_BG,9531.146
PH_BH,7367.545
PH_BS,15189.59
PH_BA,9867.146
PH_BY,8932.395
PH_BZ,15213.29
PH_BO,19032.51
PH_BR,18396.48
PH_BB,16948.34
PH_BN,1262.339
PH_BT,3532.405
PH_BW,11190.54
PH_CF,11216.93
PH_CA,13226.18
PH_CH,10523.38
PH_CL,17626.81
PH_CI,13571.69
PH_CM,11990.29
PH_CG,11828.65
PH_CO,17255.37
PH_KM,9051.291
PH_CV,14925.52
PH_CR,16144.64
PH_KY,15534.48
PH_CY,8874.548
PH_CZ,9908.748
PH_DE,10320.74
PH_DJ,8400.443
PH_DK,9785.596
PH_DO,16164.07
PH_DZ,11378.64
PH_EC,17359.48
PH_EG,9182.301
PH_ES,11665.22
PH_EE,8966.789
PH_ET,8924.42
PH_FI,8935.669
PH_FJ,7279.348
PH_FR,10751.64
PH_FM,4159.744
PH_GA,12322.55
PH_GB,10745.17
PH_GE,7799.033
PH_GH,13171.45
PH_GN,14551.15
PH_GP,16613.34
PH_GM,14415.3
PH_GW,14415.34
PH_GQ,12282.21
PH_GR,9638.198
PH_GD,17049.14
PH_GT,15279.11
PH_GF,17735.78
PH_GY,17651.98
PH_HK,1114.391
PH_HN,15578.9
PH_HR,9976.668
PH_HT,16064.79
PH_HU,9691.141
PH_ID,2792.088
PH_IN,4756.725
PH_IE,10958.23
PH_IS,10716.95
PH_IT,10397.98
PH_JM,15916.57
PH_JO,8702.775
PH_JP,2999.541
PH_KZ,5250.611
PH_KE,9421.542
PH_KG,5412.596
PH_KH,1771.795
PH_KI,5919.612
PH_KR,2615.751
PH_KW,7594.989
PH_LA,1992.991
PH_LB,8705.978
PH_LR,14219.56
PH_LY,10739.39
PH_LC,16839.76
PH_LK,4567.657
PH_LS,11137.52
PH_LT,9051.349
PH_LU,10470.38
PH_LV,9066.912
PH_MO,1155.78
PH_MA,12300.11
PH_MD,8992.259
PH_MG,8869.478
PH_MV,5332.038
PH_MX,14231.54
PH_MK,9696.854
PH_ML,13640.63
PH_MT,10487.8
PH_MM,2666.426
PH_MN,3925.72
PH_MZ,10565.69
PH_MR,14065.96
PH_MQ,16774.24
PH_MU,7948.09
PH_MW,10107.59
PH_MY,2470.863
PH_NA,12033.56
PH_NC,6438.072
PH_NE,12608.94
PH_NG,12750.31
PH_NI,15805.51
PH_NL,10399.29
PH_NO,9693.195
PH_NP,3958.067
PH_NZ,8518.801
PH_OM,6583.553
PH_PA,16572.34
PH_PE,18063.47
PH_PG,3941.071
PH_PF,10447.28
PG_AW,15957.22
PG_AO,14529.4
PG_AL,13790.3
PG_AE,10723.96
PG_AR,14425.68
PG_AM,11767.51
PG_AG,16789.7
PG_AU,2745.258
PG_AT,13746.31
PG_AZ,11310.84
PG_BI,12989.94
PG_BE,14313.37
PG_BJ,16118.2
PG_BF,16609.73
PG_BD,7190.7
PG_BG,13470.43
PG_BH,11124.38
PG_BS,15030.22
PG_BA,13798.1
PG_BY,12786.62
PG_BZ,13937.52
PG_BO,15189.61
PG_BR,16064.84
PG_BB,17090.31
PG_BN,3910.928
PG_BT,7425.141
PG_BW,12605.66
PG_CF,14320.56
PG_CA,14162.04
PG_CH,14395.83
PG_CL,13798.95
PG_CI,16815.3
PG_CM,15089.38
PG_CG,14483.0
PG_CO,15346.31
PG_KM,11286.96
PG_CV,18848.79
PG_CR,14424.88
PG_KY,14710.61
PG_CY,12781.17
PG_CZ,13772.91
PG_DE,14126.12
PG_DJ,11736.34
PG_DK,13552.21
PG_DO,15933.77
PG_DZ,15315.48
PG_EC,14865.75
PG_EG,13030.0
PG_ES,15548.85
PG_EE,12715.98
PG_ET,12171.82
PG_FI,12670.74
PG_FJ,3510.644
PG_FR,14565.84
PG_FM,2205.141
PG_GA,15240.72
PG_GB,14493.51
PG_GE,11738.27
PG_GH,16407.94
PG_GN,18149.66
PG_GP,16823.08
PG_GM,18209.67
PG_GW,18131.12
PG_GQ,15384.71
PG_GR,13573.55
PG_GD,16868.15
PG_GT,13750.24
PG_GF,17827.65
PG_GY,17232.32
PG_HK,5043.271
PG_HN,14102.38
PG_HR,13890.73
PG_HT,15666.74
PG_HU,13598.13
PG_ID,4464.312
PG_IN,8612.271
PG_IE,14603.93
PG_IS,13890.71
PG_IT,14329.81
PG_JM,15204.97
PG_JO,12569.99
PG_JP,5086.215
PG_KZ,9181.396
PG_KE,12216.51
PG_KG,9347.986
PG_KH,5225.605
PG_KI,3129.586
PG_KR,5635.596
PG_KW,11412.42
PG_LA,5765.885
PG_LB,12597.19
PG_LR,17571.02
PG_LY,14661.06
PG_LC,16933.16
PG_LK,7676.995
PG_LS,12259.04
PG_LT,12887.71
PG_LU,14299.64
PG_LV,12861.55
PG_MO,5089.586
PG_MA,16224.14
PG_MD,12918.21
PG_MG,10671.98
PG_MV,8307.143
PG_MX,12844.41
PG_MK,13636.63
PG_ML,17292.63
PG_MT,14424.06
PG_MM,6324.313
PG_MN,7515.946
PG_MZ,11932.69
PG_MR,17969.76
PG_MQ,16914.83
PG_MU,9614.307
PG_MW,12220.75
PG_MY,5228.757
PG_NA,13521.34
PG_NC,2505.433
PG_NE,16197.43
PG_NG,16014.75
PG_NI,14195.42
PG_NL,14175.06
PG_NO,13360.59
PG_NP,7832.195
PG_NZ,4698.91
PG_OM,10286.13
PG_PA,14916.1
PG_PE,14589.53
PG_PF,6881.938
PL_AW,8990.023
PL_AO,6838.712
PL_AL,1218.313
PL_AE,4181.628
PL_AR,12351.58
PL_AM,2236.784
PL_AG,8034.279
PL_AU,15607.68
PL_AT,556.8245
PL_AZ,2559.243
PL_BI,6239.622
PL_BE,1160.644
PL_BJ,5376.382
PL_BF,4883.896
PL_BD,6564.271
PL_BG,1080.42
PL_BH,3812.283
PL_BS,8373.694
PL_BA,952.2305
PL_BY,469.7038
PL_BZ,9787.664
PL_BO,11405.5
PL_BR,10668.76
PL_BB,8230.891
PL_BN,9852.365
PL_BT,6209.073
PL_BW,8583.423
PL_CF,5332.061
PL_CA,6925.886
PL_CH,1139.992
PL_CL,13002.47
PL_CI,5706.232
PL_CM,5457.721
PL_CG,6310.153
PL_CO,10020.88
PL_KM,7427.664
PL_CV,5707.679
PL_CR,10142.28
PL_KY,9137.809
PL_CY,2140.182
PL_CZ,516.6628
PL_DE,965.9211
PL_DJ,4941.943
PL_DK,668.9079
PL_DO,8451.966
PL_DZ,2219.584
PL_EC,10683.03
PL_EG,2609.876
PL_ES,2293.005
PL_EE,831.0393
PL_ET,5072.964
PL_FI,911.2882
PL_FJ,15755.77
PL_FR,1368.178
PL_FM,12304.46
PL_GA,5873.185
PL_GB,1451.644
PL_GE,2139.727
PL_GH,5551.629
PL_GN,5795.103
PL_GP,8124.775
PL_GM,5458.083
PL_GW,5560.891
PL_GQ,5514.547
PL_GR,1600.171
PL_GD,8464.663
PL_GT,10128.57
PL_GF,8452.099
PL_GY,8684.475
PL_HK,8283.614
PL_HN,9974.817
PL_HR,805.9365
PL_HT,8616.827
PL_HU,546.806
PL_ID,10268.04
PL_IN,5269.833
PL_IE,1826.82
PL_IS,2773.481
PL_IT,1319.479
PL_JM,8960.777
PL_JO,2562.498
PL_JP,8590.702
PL_KZ,4193.663
PL_KE,6140.458
PL_KG,4056.887
PL_KH,8587.231
PL_KI,13519.57
PL_KR,7753.967
PL_KW,3378.624
PL_LA,7880.109
PL_LB,2351.56
PL_LR,5876.967
PL_LY,2263.26
PL_LC,8244.701
PL_LK,7326.785
PL_LS,9100.307
PL_LT,393.7521
PL_LU,1080.571
PL_LV,559.8441
PL_MO,8244.721
PL_MA,3003.534
PL_MD,811.762
PL_MG,8321.308
PL_MV,7186.356
PL_MX,10191.03
PL_MK,1141.357
PL_ML,5108.826
PL_MT,1889.904
PL_MM,7542.436
PL_MN,5782.74
PL_MZ,8778.391
PL_MR,4972.177
PL_MQ,8201.146
PL_MU,8801.968
PL_MW,7472.656
PL_MY,9108.276
PL_NA,8335.684
PL_NC,15583.89
PL_NE,4627.132
PL_NG,5344.317
PL_NI,10095.17
PL_NL,1093.599
PL_NO,1062.053
PL_NP,5893.625
PL_NZ,17914.16
PL_OM,4501.862
PL_PK,4598.316
PL_PA,9935.298
PL_PE,11625.44
PL_PH,9397.381
PL_PG,13256.3
PL_PF,16082.39
PR_AW,781.5696
PR_AO,9222.951
PR_AL,8344.56
PR_AE,12012.45
PR_AR,5965.636
PR_AM,10343.95
PR_AG,477.995
PR_AU,15960.62
PR_AT,7950.481
PR_AZ,10733.52
PR_BI,10709.97
PR_BE,7072.914
PR_BJ,7541.378
PR_BF,6917.808
PR_BD,14694.16
PR_BG,8593.832
PR_BH,11586.43
PR_BS,1372.952
PR_BA,8180.604
PR_BY,8602.533
PR_BZ,2404.295
PR_BO,3895.187
PR_BR,5129.085
PR_BB,916.2242
PR_BN,17429.64
PR_BT,14294.07
PR_BW,11062.29
PR_CF,9309.034
PR_CA,3068.054
PR_CH,7292.254
PR_CL,5800.929
PR_CI,6888.713
PR_CM,8577.99
PR_CG,9258.065
PR_CO,1818.199
PR_KM,12451.09
PR_CV,4551.99
PR_CR,2149.665
PR_KY,1608.772
PR_CY,9670.155
PR_CZ,7788.137
PR_DE,7259.144
PR_DJ,11583.72
PR_DK,7627.984
PR_DO,385.7197
PR_DZ,6967.898
PR_EC,2479.847
PR_EG,9679.306
PR_ES,6382.686
PR_EE,8307.283
PR_ET,11249.86
PR_FI,8306.7
PR_FJ,13252.6
PR_FR,6916.064
PR_FM,14404.29
PR_GA,8478.675
PR_GB,6765.292
PR_GE,10289.07
PR_GH,7277.838
PR_GN,5517.23
PR_GP,540.5281
PR_GM,5308.473
PR_GW,5455.697
PR_GQ,8294.63
PR_GR,8755.488
PR_GD,851.9207
PR_GT,2634.022
PR_GF,2123.381
PR_GY,1559.845
PR_HK,15503.13
PR_HN,2304.706
PR_HR,7955.188
PR_HT,654.8491
PR_HU,8160.221
PR_ID,18461.27
PR_IN,13478.86
PR_IE,6394.433
PR_IS,6060.495
PR_IT,7733.891
PR_JM,1129.196
PR_JO,10022.3
PR_JP,13422.25
PR_KZ,12199.97
PR_KE,11430.39
PR_KG,12112.12
PR_KH,16550.67
PR_KI,13186.62
PR_KR,13657.51
PR_KW,11191.41
PR_LA,15797.7
PR_LB,9905.486
PR_LR,6143.121
PR_LY,7940.217
PR_LC,738.0133
PR_LK,15354.33
PR_LS,11346.62
PR_LT,8443.399
PR_LU,7196.385
PR_LV,8319.465
PR_MO,15502.74
PR_MA,6081.973
PR_MD,8892.85
PR_MG,13080.21
PR_MV,14939.42
PR_MX,3474.543
PR_MK,8463.374
PR_ML,6243.267
PR_MT,8005.969
PR_MM,15660.39
PR_MN,12617.27
PR_MZ,11745.13
PR_MR,5283.117
PR_MQ,687.3826
PR_MU,14138.32
PR_MW,11532.04
PR_MY,17287.08
PR_NA,10132.47
PR_NC,14557.12
PR_NE,7278.557
PR_NG,7639.99
PR_NI,2275.674
PR_NL,7120.014
PR_NO,7519.876
PR_NP,14047.02
PR_NZ,13738.3
PR_OM,12426.23
PR_PK,12801.39
PR_PA,1788.765
PR_PE,3604.3
PR_PH,16273.26
PR_PG,16314.79
PR_PL,8212.599
PR_PF,9965.255
PT_AW,6637.424
PT_AO,5779.503
PT_AL,2472.398
PT_AE,6107.288
PT_AR,9621.854
PT_AM,4540.028
PT_AG,5620.75
PT_AU,18190.62
PT_AT,2299.266
PT_AZ,4971.342
PT_BI,6125.076
